# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia3007   BASE TEMP=32
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113          10     8 281          168
   1952   4    15 106          10     3 277          171
   1953   4    27 117          10    29 302          185
   1954   5     4 124          10    18 291          167
   1955   4     8  98          10    16 289          191
   1956   4    24 115          11     8 313          198
   1957   4    15 105          10    20 293          188
   1958   4    29 119          10     1 274          155
   1959   4    22 112          10    12 285          173
   1960   4    18 109          10    20 294          185
   1961   4    29 119          11     3 307          188
   1962   4    16 106          10    24 297          191
   1963   5     1 121          11     2 306          185
   1964   4     9 100          10     6 280          180
   1965   4    19 109          10    24 297          188
   1966   5    12 132          10    24 297          165
   1967   4    24 114          10    11 284          170
   1968   4    15 106          10    25 299          193
   1969   4    29 119          10    14 287          168
   1970   4     7  97          10    16 289          192
   1971   5    14 134          11     3 307          173
   1972   4    25 116          10    15 289          173
   1973   4    13 103          10    30 303          200
   1974   4    24 114          10     1 274          160
   1975   4    19 109          10    18 291          182
   1976   5     2 123          10     6 280          157
   1977   4     7  97          10    12 285          188
   1978   5     2 122          10     8 281          159
   1979   4     7  97          10     7 280          183
   1980   5     9 130          10    25 299          169
   1981   4     6  96          10    19 292          196
   1982   4    22 112          10    22 295          183
   1983   4    20 110           9    23 266          156
   1984   4     1  92           9    26 270          178
   1985   4    10 100          11     4 308          208
   1986   4    22 112          11     9 313          201
   1987   4     4  94          10    11 284          190
   1988   3    30  90          10    26 300          210
   1989   4    13 103          11     2 306          203
   1990   4    17 107          10    19 292          185
   1991   3    30  89          10    19 292          203
   1992   4     2  93          10    17 291          198
   1993   4    17 107          10    10 283          176
   1994   4     7  97          11    16 320          223
   1995   4     5  95          11     2 306          211
   1996   4    10 101          10    31 305          204
   1997   4    17 107          10    22 295          188
   1998   3    24  83          11     5 309          226
   1999   3    26  85          10    18 291          206
   2000   4     8  99          10     7 281          182
   2001   4    18 108          10    17 290          182
   2002   4     6  96          10    16 289          193
   2003   4    10 100          10     2 275          175
   2004   4    13 104          10    17 291          187
             MEAN=106              MEAN=292     MEAN=186
