# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia9132
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.65  3.23  5.06  4.73  6.10  4.06  3.01  5.05  2.31  2.71  1.66  1.03 39.60
 1952  0.72  0.83  3.73  2.29  4.18  9.59  2.63  8.57  0.78  0.00  5.04  0.70 39.06
 1953  0.68  2.21  0.00  1.85  1.79  6.42  1.60  1.52  0.67  0.05  1.01  0.67 18.47
 1954  0.00  1.33  1.06  6.50  3.81  4.79  0.79  9.32  1.48  3.30  0.23  0.57 33.18
 1955  1.00  1.33  0.85  2.95  2.25  2.65  4.66  1.62  5.10  0.61  0.12  0.33 23.47
 1956  0.56  0.47  0.17  1.41  3.08  2.34  4.76  5.63  1.89  1.25  1.92  0.48 23.96
 1957  0.48  0.02  2.23  3.61  5.20  2.81  0.87  2.69  3.07  3.50  1.80  0.97 27.25
 1958  0.53  0.84  0.56  1.23  2.79  3.12 11.25  1.76  3.41  0.11  1.89  0.10 27.59
 1959  0.39  0.80  2.48  2.79  7.49  7.99  1.78  4.00  3.44  2.21  1.98  1.79 37.14
 1960  4.25  1.11  1.45  2.76  3.83  3.15  1.10  7.55  4.70  1.99  0.43  0.41 32.73
 1961  0.30  3.00  4.36  2.88  1.87  6.48  3.10  2.21  9.96  2.78  2.97  1.68 41.59
 1962  0.64  1.59  1.19  1.99  5.03  2.63  2.90  2.78  2.29  3.14  0.89  0.46 25.53
 1963  0.52  0.41  2.48  4.07  3.66  1.65  4.45  4.94  1.97  0.95  0.84  0.39 26.33
 1964  0.33  0.27  1.20  3.49  3.86  6.75  5.20  4.67  6.13  0.46  0.93  0.52 33.81
 1965  1.53  0.94  2.51  4.42  3.97  6.63  1.28  3.24  6.85  1.21  1.30  1.63 35.51
 1966  1.36  0.05  1.19  0.65  5.20  4.93  2.87  1.49  1.11  1.66  0.59  0.40 21.50
 1967  0.84  0.38  1.67  2.35  2.57  8.58  0.90  0.47  3.60  2.43  0.37  0.43 24.59
 1968  0.64  0.18  0.80  5.21  2.62  3.92  2.72  2.31  2.84  2.10  1.72  1.80 26.86
 1969  0.83  1.25  1.34  4.90  4.53  5.02  6.09  3.49  3.77  4.35  0.05  0.77 36.39
 1970  0.17  0.08  2.55  2.46  3.18  2.90  3.24  7.45  5.04  4.09  2.73  1.05 34.94
 1971  1.30  2.20  0.34  1.83  5.30  2.84  2.09  1.25  0.00  3.74  3.18  0.74 24.81
 1972  0.46  0.48  0.40  2.53  5.96  2.93  6.73  4.06 10.28  2.98  4.16  1.78 42.75
 1973  2.34  2.02  5.41  4.43  6.19  2.09  7.40  4.29  4.64  4.24  1.80  2.17 47.02
 1974  1.64  1.34  1.66  6.20  6.88  5.58  1.80  3.90  2.11  3.98  1.98  1.17 38.24
 1975  1.89  1.61  1.79  3.58  4.44  9.62  0.48  6.36  4.81  0.28  2.28  1.76 38.90
 1976  0.22  2.90  2.91  8.23  3.33  3.13  2.93  4.25  1.06  1.33  0.03  0.09 30.41
 1977  0.62  0.45  4.52  1.90  1.73  0.67  3.47 13.17  4.36  5.94  1.03  1.56 39.42
 1978  0.71  1.23  0.44  5.74  4.45  3.47  5.29  3.21  6.90  1.29  3.32  0.81 36.86
 1979  2.30  0.35  3.72  3.81  1.85  5.45  2.64  1.65  1.07  4.63  1.44  0.13 29.04
 1980  1.54  0.33  1.30  1.63  3.74  8.43  3.57  9.02  1.33  1.90  0.60  1.42 34.81
 1981  0.04  1.04  0.76  2.98  2.18 10.17  5.48  5.04  2.73  2.08  3.35  0.85 36.70
 1982  2.11  0.00  0.00  0.00  4.98  3.26  6.33  4.42  4.77  5.10  3.31  3.51 37.79
 1983  1.06  1.72  3.24  3.58  3.82  5.41  1.87  1.23  0.00  0.00  0.00  0.00 21.93
 1984  0.00  0.00  0.00  0.00  0.00  0.00  6.29  0.15  1.23  3.83  1.89  0.00 13.39
 1985  0.00  0.00  0.00  0.00  1.91  4.33  2.46  2.02  5.67  2.49  0.88  0.87 20.63
 1986  0.02  0.54  2.10  4.50  5.15  2.93  6.24  3.35  6.49  4.14  0.96  0.81 37.23
 1987  0.23  0.22  4.19  1.71  5.08  4.03  3.59 10.31  1.41  0.48  2.92  0.93 35.10
 1988  0.20  0.72  0.49  0.93  2.11  0.37  1.63  3.90  4.61  0.38  2.57  0.33 18.24
 1989  0.74  0.93  0.49  1.54  4.44  3.40  5.34  2.35  5.55  2.52  0.00  0.00 27.30
 1990  1.00  0.49  5.93  1.61  4.24 10.61  5.24  2.51  1.26  1.00  2.55  1.69 38.13
 1991  0.93  0.11  3.80  7.39  3.94  3.29  2.14  3.33  1.02  3.46  4.87  1.94 36.22
 1992  0.78  1.75  2.17  4.27  1.86  0.64  7.49  1.49  9.29  0.20  5.93  2.14 38.01
 1993  0.97  1.10  3.85  3.07  7.81  6.08  9.86  9.14  4.41  1.46  0.86  0.54 49.15
 1994  0.81  1.05  0.00  2.75  2.43  3.11  4.74  2.83  2.96  1.26  1.74  1.15 24.83
 1995  0.73  0.55  2.26  5.60  4.39  3.93  5.29  1.65  3.16  0.93  1.69  0.49 30.67
 1996  2.66  0.18  0.62  2.51 10.64  7.09  3.97  3.25  3.87  3.06  2.51  0.43 40.79
 1997  0.66  1.14  0.92  3.77  4.45  2.37  0.90  1.80  3.30  3.89  1.16  1.36 25.72
 1998  0.95  1.85  3.66  1.55  3.55  6.05  5.51  4.26  1.18  3.32  2.62  0.46 34.96
 1999  0.50  1.33  1.47  6.15  4.98  5.90  2.50  2.74  2.92  0.35  1.28  0.63 30.75
 2000  0.43  1.23  0.76  2.44  1.81  5.79  4.61  1.18  1.76  1.32  2.17  2.22 25.72
 2001  1.91  2.40  1.45  3.08  6.13  2.98  1.45  1.71  5.84  1.92  0.75  0.43 30.05
 2002  0.32  0.96  1.31  3.46  5.54  1.52  2.58  3.44  1.73  4.46  0.13  0.18 25.63
 2003  0.42  1.52  0.79  4.36  4.75  4.45  2.21  1.23  3.41  1.27  5.52  0.96 30.89
 2004  1.72  1.45  4.46  1.28 10.61  2.54  5.17  5.04  2.23  0.84  2.27  0.62 38.23
 2005  1.38  1.54  1.13  3.31  6.24  3.75  3.35 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.91  1.04  1.91  3.17  4.25  4.45  3.78  3.89  3.48  2.20  1.86  0.93 31.27
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
