# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7664] SIBLEY-5-NNE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.53   0.22   63(68)   20(22)    8( 9)    1( 1)    0( 0)    0       92
  2 3/8-->3/14       1.04   0.21   72(73)   13(13)   11(11)    2( 2)    0( 0)    0       98
  3 3/15-->3/21      1.75   0.25   54(68)   12(15)   12(15)    1( 1)    0( 0)    0       79
  4 3/22-->3/28      2.24   0.29   63(64)   16(16)   13(13)    5( 5)    1( 1)    0       98
  5 3/29-->4/4       1.99   0.25   73(67)   18(17)   14(13)    4( 4)    0( 0)    0      109
  6 4/5-->4/11       1.58   0.26   84(75)   10( 9)   12(11)    6( 5)    0( 0)    0      112
  7 4/12-->4/18      1.76   0.29   76(63)   22(18)   17(14)    5( 4)    0( 0)    0      120
  8 4/19-->4/25      2.74   0.31   70(59)   25(21)   17(14)    5( 4)    2( 2)    0      119
  9 4/26-->5/2       2.45   0.33   77(57)   30(22)   19(14)    5( 4)    3( 2)    0      134
 10 5/3-->5/9        1.51   0.31   72(57)   29(23)   19(15)    7( 6)    0( 0)    0      127
 11 5/10-->5/16      3.24   0.33   80(61)   21(16)   21(16)    7( 5)    2( 2)    0      131
 12 5/17-->5/23      2.91   0.34   81(58)   24(17)   26(19)    7( 5)    1( 1)    0      139
 13 5/24-->5/30      2.58   0.30   96(62)   30(19)   20(13)    7( 5)    1( 1)    0      154
 14 5/31-->6/6       3.34   0.33   87(64)   22(16)   17(13)    9( 7)    1( 1)    0      136
 15 6/7-->6/13       3.75   0.39   81(55)   34(23)   19(13)    9( 6)    4( 3)    0      147
 16 6/14-->6/20      3.75   0.49   83(53)   22(14)   31(20)   16(10)    5( 3)    0      157
 17 6/21-->6/27      2.41   0.41   64(49)   26(20)   30(23)    7( 5)    3( 2)    0      130
 18 6/28-->7/4       2.84   0.44   49(49)   20(20)   21(21)    7( 7)    4( 4)    0      101
 19 7/5-->7/11       3.06   0.42   63(55)   23(20)   16(14)   10( 9)    3( 3)    0      115
 20 7/12-->7/18      2.76   0.32   62(63)   14(14)   17(17)    5( 5)    1( 1)    0       99
 21 7/19-->7/25      2.63   0.31   73(62)   25(21)   12(10)    7( 6)    1( 1)    0      118
 22 7/26-->8/1       2.13   0.34   65(63)   13(13)   16(15)    9( 9)    1( 1)    0      104
 23 8/2-->8/8        3.53   0.41   64(57)   18(16)   18(16)   10( 9)    3( 3)    0      113
 24 8/9-->8/15       2.68   0.46   50(56)   14(16)   12(13)   13(14)    1( 1)    0       90
 25 8/16-->8/22      5.24   0.55   67(56)   13(11)   21(18)   12(10)    7( 6)    0      120
 26 8/23-->8/29      1.88   0.40   61(58)   15(14)   13(12)   17(16)    0( 0)    0      106
 27 8/30-->9/5       3.67   0.36   63(66)   11(11)   15(16)    5( 5)    2( 2)    0       96
 28 9/6-->9/12       2.93   0.42   56(59)   11(12)   17(18)    9( 9)    2( 2)    0       95
 29 9/13-->9/19      4.14   0.39   78(63)   16(13)   17(14)    9( 7)    3( 2)    0      123
 30 9/20-->9/26      1.70   0.29   70(62)   23(20)   16(14)    4( 4)    0( 0)    0      113
 31 9/27-->10/3      2.35   0.38   47(57)   11(13)   17(20)    6( 7)    2( 2)    0       83
 32 10/4-->10/10     1.68   0.27   63(65)   18(19)   14(14)    2( 2)    0( 0)    0       97
 33 10/11-->10/17    2.51   0.31   52(68)   11(14)    6( 8)    6( 8)    1( 1)    0       76
 34 10/18-->10/24    1.86   0.25   49(71)   13(19)    4( 6)    3( 4)    0( 0)    0       69
 35 10/25-->10/31    2.41   0.28   44(65)   15(22)    6( 9)    2( 3)    1( 1)    0       68
 36 11/1-->11/7      1.25   0.22   54(72)   10(13)    9(12)    2( 3)    0( 0)    0       75
 37 11/8-->11/14     1.77   0.24   52(75)   10(14)    4( 6)    3( 4)    0( 0)    0       69
 38 11/15-->11/21    1.33   0.28   42(61)   14(20)   10(14)    3( 4)    0( 0)    0       69
 39 11/22-->11/28    1.42   0.17   64(85)    7( 9)    1( 1)    3( 4)    0( 0)    0       75
 40 11/29-->12/5     1.62   0.13   67(84)   11(14)    1( 1)    1( 1)    0( 0)    0       80
 41 12/6-->12/12     0.82   0.11   58(91)    5( 8)    1( 2)    0( 0)    0( 0)    0       64
 42 12/13-->12/19    0.87   0.15   56(82)    9(13)    3( 4)    0( 0)    0( 0)    0       68
 43 12/20-->12/26    0.98   0.13   58(88)    5( 8)    3( 5)    0( 0)    0( 0)    0       66
 44 12/27-->1/2      1.53   0.18   55(79)    7(10)    7(10)    1( 1)    0( 0)    0       70
 45 1/3-->1/9        0.37   0.09   61(95)    3( 5)    0( 0)    0( 0)    0( 0)    0       64
 46 1/10-->1/16      1.05   0.12   54(86)    8(13)    0( 0)    1( 2)    0( 0)    0       63
 47 1/17-->1/23      1.11   0.11   65(90)    5( 7)    1( 1)    1( 1)    0( 0)    0       72
 48 1/24-->1/30      0.96   0.09   77(95)    2( 2)    2( 2)    0( 0)    0( 0)    0       81
 49 1/31-->2/6       0.75   0.11   61(95)    1( 2)    2( 3)    0( 0)    0( 0)    0       64
 50 2/7-->2/13       0.91   0.13   59(88)    5( 7)    3( 4)    0( 0)    0( 0)    0       67
 51 2/14-->2/20      2.50   0.19   71(82)    8( 9)    6( 7)    1( 1)    1( 1)    0       87
 52 2/21-->2/27      0.80   0.14   60(81)   11(15)    3( 4)    0( 0)    0( 0)    0       74
 53 2/28-->2/29      1.20   0.18   10(83)    1( 8)    0( 0)    1( 8)    0( 0)    0       12
ANNUAL TOTALS        5.24   0.30 3376(66)  780(15)  620(12)  256( 5)   56( 1)    0     5088
