# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2977 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      5      0      0      0    164     83     70     59
 1952     28     11      8      5    339    220    196    175
 1953    106     37     28     21    159     70     56     44
 1954     30      6      3      2    379    229    199    173
 1955     78     33     24     16    455    284    251    222
 1956     30      6      3      1    243    140    116     94
 1957     73     22     14      8    357    227    202    180
 1958     62     18     11      7    314    182    152    126
 1959     53     16     11      7    321    187    161    138
 1960     19      4      2      0    325    190    166    145
 1961     44     11      7      4    164     76     59     46
 1962     17      5      3      2    269    161    143    127
 1963    153    102     90     80    362    214    182    151
 1964     53     16     11      7    302    174    151    130
 1965      1      0      0      0    206    109     91     75
 1966    179     90     73     59    172     82     65     51
 1967    168    108     95     82    318    182    152    123
 1968    264    166    146    126    359    217    187    159
 1969     11      0      0      0    323    186    157    132
 1970     10      0      0      0    306    194    171    149
 1971     42     18     15     12    339    215    188    163
 1972     72     24     18     13    234    118     98     80
 1973    134     50     36     25    262    144    120    100
 1974     68     23     17     12    337    198    172    149
 1975     22      5      3      2    162     67     51     36
 1976    126     70     61     52    418    264    228    193
 1977    180     85     68     52    499    347    312    280
 1978    104     58     48     40    242    122     98     77
 1979     18      1      0      0    188     92     75     61
 1980     55     18     12      7    320    198    175    155
 1981    171     81     65     51    376    221    192    165
 1982     52     17     12      8    223    125    105     85
 1983     93     46     37     30    201    106     92     81
 1984     30      2      0      0    260    121     96     72
 1985    109     47     37     27    415    271    242    214
 1986    141     83     74     66    339    191    160    133
 1987    141     75     64     54    427    285    257    230
 1988    113     47     35     23    281    166    140    118
 1989     84     46     38     31    301    172    147    125
 1990    142     67     53     41    321    195    170    146
 1991     97     43     34     26    326    187    162    140
 1992     92     35     27     19    216    119    102     88
 1993     13      1      0      0    202     94     77     62
 1994    115     49     40     32    353    232    204    176
 1995    126     52     41     32    209    111     91     71
 1996     76     27     20     15    263    157    135    113
 1997     81     37     28     23    281    166    143    121
 1998     83     43     38     33    326    190    162    137
 1999    103     46     36     26    269    143    120     99
 2000    211    119    101     84    287    186    166    146
 2001      6      0      0      0    325    199    173    149
 2002     36     11      8      5    281    174    152    132
 2003    134     77     66     55    344    227    204    181
 2004    153     67     52     42    370    232    204    177
 2005     84     50     45     40    412    248    213    182
     ****************************  ****************************
 MEAN   85.3   39.5   32.0   25.5  299.0  176.2  151.9  129.7
 STDV   58.9   36.0   31.4   27.0   78.8   60.6   56.0   51.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    645    434    386    341    689    462    410    361
