# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     0   8  10  15  11  15  10  13   8  10   2   8 110
1952     6   3   8   5  15  11   5   8   3   1   4   5  74
1953     5   6  10  11  12  11  10   5   3   3   4   7  87
1954     2   6  11   9   7   9   8  15   8  12   2   5  94
1955     5   6   4   9   9   9   9   6   8   7   5   4  81
1956     7   2   8   8  10   7   9  13   3   6   8   3  84
1957     7   3   9   5  10   9  10  10  10   7   7   5  92
1958     5   1   4  11   8  15  14   6   5   1   3   3  76
1959     5   8  10   7  15   5   7  10  11  13   8   6 105
1960     6   6  10   9  12   9   4  11   8   3   3   5  86
1961     3   6  11  10   6   5  12   7  16   7   4   8  95
1962     4   9   7  11   9   7  13  10   7   9   2   1  89
1963     5   9  10  10   9   7  12   8  11   6   3   3  93
1964     4   3   7  12  12  10  10   9   8   2   6   6  89
1965     4   7  11  13  12   9   9  13  19   4   4   5 110
1966     5   4   6  11   8   9   7   5   4   5   1   6  71
1967     5   3   5   8   6  17   5   7   6   8   6   3  79
1968     5   2   5  12  12  10  10  12  11   9   5  10 103
1969    10   5   5  10  14  11  14   4   5  12   3   8 101
1970     7   1   7   6  14   7  11   8  13  12   7   6  99
1971     3   9   3   5   8  10  12   1   7  12   7   5  82
1972     5   6   5   8  11  11  12  10  11   9   6   6 100
1973     6   7  10   9  13   7  11   8  14   7   7   8 107
1974     7   3   7   6  14  10   8  12   6   7   6   5  91
1975     8   5   8  11  10  15   4  12   3   2  11   3  92
1976     2   4   8   7   8  11   6   4   3   4   0   4  61
1977     7   3   6   8  11   8   7  13  12   9   6   8  98
1978     6   7   3   9   8  15  11   7   6   5   8  10  95
1979    10   4   9  12  11  11   9   7   5   8   6   1  93
1980     6   5   5   4   9   9   8  14   5   4   1   5  75
1981     0   7   3   8   8   9   8  12   4  11   6   8  84
1982    10   3   9   9  18   9  11   9   6   8   5   9 106
1983     6   5  11  10  15  13  10   7   6  10  11   8 112
1984     4   5  11  13   9  13   8   4   9  12   4   7  99
1985    10   5   6   9   8   9   6  12  11   7  12   7 102
1986     2   4   4  12  14  12   8   7  15  11   5   3  97
1987     2   0  12   7  10   8   7  13   8   6  12   6  91
1988     4   3   5  10   8   6   4   5  10   4  11   4  74
1989     5   8   6   6   9  11   8   7   7   8   4   6  85
1990     4   5  13  10  11  16  14  11   7   5   6   6 108
1991     5   2  12  12  16   9   6   8  11   8  14   8 111
1992     7   6   9   9   7   7  17  10  13   4  10  13 112
1993     8   8   9  11  16  17  13  14   9   5   6   7 123
1994    10   5   3   9   9  15  11  10  10   6   7   4  99
1995     6   2  12  14  13  13   8  11  12  13   6   4 114
1996     7   3   7   7  17  14   7  10  10   5  13   6 106
1997     8   5   9  10  12  11   9   8   7   6   6   7  98
1998     4  10  13  17  13  18   8  12   3  13   4   3 118
1999     8   7   4  15  16  14  12   8   6   4   3   5 102
2000     5   8   9   5  15  13   8   9   6  11   9  12 110
2001     8   9   3  10  21  11   9   9   6   9   5   6 106
2002     7   6   9  15  10   7  10  11   9  16   2   3 105
2003     8   7   9  12  16  14  10   6   4   7  10   8 111
2004     8   9  14   9  16  17  13  12   7  15  13   5 138
2005    14  12  10  13  14  16  10   0   0   0   0   0  89
STDDEV   3   3   3   3   3   3   3   3   4   4   3   3  14
AVG      6   5   8  10  12  11   9   9   8   7   6   6  97
