# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia8296
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  52 -16  64 -20  67 -31  79  18  85  26  90  36  97  47 103  49  98  37  88  28  82  17  61  -9
  2  48 -15  52 -28  72 -10  85  15  89  27  91  40  96  46 101  49  96  41  95  23  77   9  64  -3
  3  52 -14  60 -34  71  -1  86  11  88  26  87  41  96  48 100  49  97  37  92  19  75  10  64  -9
  4  48 -14  54 -31  74  -8  78   9  88  30  95  42  97  44 100  43  94  35  89  26  76   4  63  -6
  5  59 -25  54 -24  68 -17  81   6  88  31  93  41  99  41  97  45  94  36  92  26  73   4  69  -6
  6  51 -17  56 -23  68 -15  83   5  88  28  96  43  98  46  93  46  93  36  91  26  69  12  66  -7
  7  48 -21  52 -16  71  -6  86   7  83  28  95  43 100  44  94  45  95  38  85  23  73  -2  54 -18
  8  57 -20  60 -23  78  -5  79  15  87  29  91  44 100  50 100  45  98  36  84  22  76  -1  50 -12
  9  61 -19  59 -27  75  -6  76  15  90  28  98  43  98  49  98  46  97  36  83  23  78   3  52 -14
 10  55 -24  59 -22  70  -2  79  17  87  30  94  41  99  47  95  50  94  38  87  18  74  10  54 -11
 11  50 -23  59 -16  68  -1  84  15  86  29  93  44 100  52  98  45  91  36  83  18  69   2  57 -15
 12  55 -27  58 -20  75 -11  84  19  88  30  94  43  97  50  96  45  94  36  86  22  73   4  60 -12
 13  57 -29  65 -17  76 -10  78  17  89  30  94  42  99  43  95  39  92  34  89  24  71   2  58 -24
 14  53 -21  64 -14  71  -8  82  21  86  29  98  45  99  43  95  42  90  34  89  23  77   0  55 -17
 15  48 -22  61 -10  70  -2  87  21  88  29  98  46 101  44  98  44  95  35  88  24  74  -1  55 -15
 16  49 -22  61 -17  71   0  87  18  88  29  91  41 100  49 103  45  92  32  88  23  73   4  55 -16
 17  55 -20  64 -18  73   6  85  22  88  34  92  41  96  46 102  45  93  33  86  21  73  -4  51 -10
 18  56 -21  66 -16  75 -10  87  21  89  37  96  44  98  47 103  44  93  36  87  20  74   8  56 -16
 19  53 -27  67 -10  68   1  88  21  89  37  95  47  96  50 101  45  90  34  84  16  73   9  58 -26
 20  50 -26  61 -11  75   4  84  24  90  34  96  46  95  49 101  44  90  28  86  13  67  11  54 -25
 21  53 -30  61 -12  72   0  84  25  90  35 101  42  97  47  99  47  89  29  85  24  70  -3  57 -20
 22  54 -27  60 -10  67   6  90  21  90  30 101  48  98  47  95  48  87  28  80  19  71   2  55 -21
 23  59 -29  65 -15  81   5  95  26  89  27  97  48  98  50  96  47  85  23  81  19  67   4  53 -25
 24  59 -15  60 -16  78  -4  84  20  87  35  94  45  97  50  95  42  84  29  82  19  68   4  55 -23
 25  60 -16  64 -16  80   0  83  28  88  38 100  42  95  51  94  43  88  31  80  19  63  -2  55 -22
 26  60 -20  65 -22  73   1  85  30  94  30  95  45  98  46  96  39  87  29  84  15  61 -10  54 -25
 27  63 -15  58 -13  83   3  88  28  91  33  95  44  99  46  96  43  89  29  76  10  68  -4  54 -16
 28  57 -20  63 -19  78   8  88  25  92  36  96  43  98  46  96  39 100  25  79  17  67  -6  58 -15
 29  50 -24  62  -7  80   5  89  25  92  33  97  49  98  47  95  40  91  24  71  15  58  -6  66 -13
 30  50 -24 *** ***  88   6  87  28  90  38  99  48 101  46  98  42  92  24  78  14  69 -10  54 -12
 31  55 -28 *** ***  82  10 *** ***  89  36 *** *** 100  42  97  41 *** ***  75  17 *** ***  59 -17
