# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia9067   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          10    31 304          197
   1952   4    16 107          10     6 280          173
   1953   4    20 110          10    29 302          192
   1954   4     4  94          10    30 303          209
   1955   4     7  97          10    19 292          195
   1956   4    24 115          11     9 314          199
   1957   4    14 104          10    20 293          189
   1958   4    29 119          10    30 303          184
   1959   4    21 111          10    12 285          174
   1960   4    10 101          10    20 294          193
   1961   4    16 106          11     3 307          201
   1962   4    16 106          10    24 297          191
   1963   3    22  81          11     2 306          225
   1964   4     9 100          10     9 283          183
   1965   4    19 109          10    24 297          188
   1966   5    10 130          10    25 298          168
   1967   4    24 114          10    11 284          170
   1968   4     5  96          10    25 299          203
   1969   3    31  90          10    23 296          206
   1970   4     4  94          10    16 289          195
   1971   4    10 100          11     4 308          208
   1972   4     8  99          10    15 289          190
   1973   4    13 103          11     5 309          206
   1974   4     8  98          10     2 275          177
   1975   4     4  94          11    13 317          223
   1976   4    12 103          10     8 282          179
   1977   4     6  96          11    11 315          219
   1978   3    27  86          11     7 311          225
   1979   4     6  96          11     2 306          210
   1980   4    12 103          10    29 303          200
   1981   3    24  83          10    23 296          213
   1982   4    11 101          10    22 295          194
   1983   4    20 110          11    17 321          211
   1984   3    31  91          10    29 303          212
   1985   4     9  99          11     4 308          209
   1986   4    22 112          11    10 314          202
   1987   4     4  94          10     8 281          187
   1988   4    19 110          10    26 300          190
   1989   4    14 104          11     2 306          202
   1990   4    13 103          10    22 295          192
   1991   3    31  90          10    19 292          202
   1992   4    12 103          10    17 291          188
   1993   4    17 107          10    31 304          197
   1994   4     8  98          11     1 305          207
   1995   4     5  95          10    22 295          200
   1996   4    10 101          10    31 305          204
   1997   4    17 107          10    22 295          188
   1998   3    24  83          11     5 309          226
   1999   3    26  85          10    18 291          206
   2000   4    12 103          10     7 281          178
   2001   4    18 108          10    17 290          182
   2002   4     6  96          10    16 289          193
   2003   4    10 100          10     2 275          175
   2004   4    14 105          11    12 317          212
             MEAN=101              MEAN=298     MEAN=197
