# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia0600
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  28  12  29  11  40  19  53  32  67  43  75  53  83  61  84  61  80  57  72  45  54  36  37  22
  2  28  12  28   9  40  21  54  32  68  43  75  53  84  62  84  62  81  58  71  45  54  35  39  23
  3  29  11  28   9  39  22  55  33  67  44  76  52  83  61  84  62  80  58  69  45  52  33  39  22
  4  27   9  30  10  40  21  54  31  69  46  78  54  83  62  83  62  80  56  68  43  50  32  39  21
  5  27   8  30  11  39  21  54  32  69  47  78  55  83  61  82  60  79  55  67  44  50  30  39  22
  6  27   9  28  12  40  21  58  33  69  45  79  57  84  60  82  62  78  55  65  42  49  30  35  18
  7  25   6  30   9  38  19  58  33  68  45  79  57  85  61  83  61  80  56  65  41  50  30  34  18
  8  25   7  29  11  40  20  54  34  69  46  79  58  84  62  83  61  79  55  66  43  50  30  34  18
  9  26   7  31  12  41  21  55  32  69  46  79  57  84  62  83  61  78  55  65  41  49  30  33  15
 10  25   6  32  14  41  22  56  33  70  46  80  57  84  61  84  60  77  53  65  40  50  28  34  15
 11  27   8  32  13  43  25  57  35  70  47  80  58  84  62  82  59  77  52  66  40  49  29  33  15
 12  28  10  32  13  42  25  57  36  71  47  81  59  85  63  82  58  77  52  66  41  47  28  31  15
 13  29  12  33  14  43  25  57  35  71  47  81  59  85  64  82  60  76  53  66  42  49  29  32  14
 14  29  12  34  15  45  25  58  37  71  48  80  59  85  63  83  60  75  52  67  43  48  29  31  15
 15  27   9  33  15  43  24  61  37  72  49  79  59  84  62  83  60  72  50  66  42  49  29  32  15
 16  27   7  34  14  45  25  63  39  73  49  80  58  85  62  83  61  72  50  65  40  48  28  33  15
 17  28   9  34  15  45  25  62  39  74  50  81  58  85  64  83  60  74  51  64  40  48  29  31  14
 18  28  10  36  19  45  26  63  40  74  51  82  60  86  65  83  61  75  52  61  38  47  28  30  13
 19  28   9  35  18  45  27  64  41  75  51  83  60  85  65  82  61  74  52  60  36  46  27  31  15
 20  26   8  38  17  45  27  63  41  76  50  81  60  85  64  81  59  73  50  61  37  44  26  29  14
 21  27   9  37  18  45  26  62  40  74  50  81  59  84  64  82  59  71  49  62  39  43  25  28  12
 22  30  12  36  17  48  26  63  40  73  52  81  59  84  63  82  60  70  47  63  39  44  25  30  14
 23  30   9  37  20  49  27  63  41  73  52  82  59  84  63  80  59  68  45  60  38  43  25  30  15
 24  29  10  37  18  48  26  65  40  73  51  83  60  84  62  81  58  70  45  59  37  43  23  31  12
 25  27   9  37  18  48  27  66  41  73  51  83  60  84  63  82  59  71  46  58  36  42  24  28  11
 26  26   8  40  19  48  27  68  43  73  52  83  61  85  63  83  60  71  46  60  36  41  24  29  12
 27  26   8  39  21  52  29  66  44  73  52  83  61  84  63  83  61  70  46  59  36  39  23  30  14
 28  27   9  39  21  53  32  64  42  73  52  85  62  84  62  83  59  71  46  57  35  36  19  32  15
 29  28   9  41  18  49  31  66  42  74  53  84  62  84  62  83  60  71  47  57  34  37  19  31  13
 30  28   8 *** ***  52  31  66  43  76  53  84  62  84  62  82  60  70  45  58  36  37  20  29  12
 31  29   8 *** ***  54  33 *** ***  77  54 *** ***  84  61  81  59 *** ***  57  37 *** ***  29  12
