# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6   9  13  11  11  14  11   8   6  10   3   5 107
1952     7   5  13   8  11   8   6  11   3   0   4   4  80
1953     3   4  10  11   8   8   3   3   3   3   1   4  61
1954     2   5   6   8   8   6   3  10   6  10   1   3  68
1955     8   6   4   9   8   8   5   4   6   5   4   1  68
1956     2   7   5   5   5   5  10   9   3   2   5   7  65
1957     5   0   4  13   8   9   6   5   4   5   5   6  70
1958     4   3   3   8   7   7  14   8   8   3   3   3  71
1959     5   6   8   9  14   4   8   8  10   6   2   5  85
1960     6   8   9  10  11   6   4   5   8   4   3   2  76
1961     3   3  11  10   6   7  12   8  10   6   7   5  88
1962     6   4   5   4  11   3   9   4   4   9   1   3  63
1963     5   4   8   7   8   7   3   4   2   4   0   4  56
1964     2   3   7  11   4  12  11   2   4   0   3   3  62
1965     7   6  10  11   8   7   5  11  13   4   3   6  91
1966     5   2   5   8   9   7   6   4   3   3   0   5  57
1967     4   2   4  11   7  12   7   2   5   9   1   5  69
1968     1   0   1  10   9   5   7   3   5   6   6   5  58
1969    10   5   2   8   9  10   6   3   8   8   1   4  74
1970     5   1   8  10  10   7   3  10   0   6   4   1  65
1971     2   0   0   0   4   5   5   2   6   8   5   6  43
1972     5   5   7   9  11   9   4   9  10   6   6   4  85
1973     5   5  15   8  10   9  11   6  14   8   4   7 102
1974     3   1   8   6  15  10   4   7   4   0   4   4  66
1975     5   5   6   9   8   7   2  10   7   1   3   3  66
1976     3   3   7   7   8   8   6   8   2   5   1   0  58
1977     2   0   4   3   7   3   6  15  11   8   6   0  65
1978     0   0   3   0   8   7   7   6   5   3   8   2  49
1979    12   3   9  12   6  13   8   9   3   5   6   4  90
1980     8   6   8   8   6  10   9   6   9   5   3   4  82
1981     1   5   4  11  13  10  13  10   4   9   9   5  94
1982     9   6  12   6  15  11  11   8   8   5   9   9 109
1983     7   6   9  12  15  11   3   4   8  10  12   9 106
1984     5   6  14  13   8  11  10   3  10  13   5   5 103
1985     3   6   7   5  11   8  12   9   8   9  14   6  98
1986     1   6   8   9  14   6  11   6  13  11   6   3  94
1987     3   2  12   6   6  10   6  10   6   4   6   8  79
1988     4   9   2   5   4   4   6   6   6   2   9   2  59
1989     3   7   5   6  12  10   7   8   8   6   3   5  80
1990     5   6   9   7  12   9  12   7   5   6   6   7  91
1991     4   1  10  12  13   6   6   7   4   8  15   7  93
1992     8   7  10  10   5   4  16   5  11   3  16  10 105
1993     8   8  10  13  11  14  19  11  13   4   5   7 123
1994     6   7   3   9   7  10  10  10   3   7   9   5  86
1995     8   6   5  14  12  11   8   8   8   8   7   5 100
1996    10   4   6   5  18  12   8   8   7   8   8   5  99
1997     7   6   4   7  13   6   8   6   9   7   6   8  87
1998     8  10  10  16  15  15   6  11   6  10  10   2 119
1999     7   8   4  11  12  12   6   8   5   4   2   7  86
2000     7   5   4   9  10  15  13  11   7   8   4  11 104
2001    12   8   8  10  18  11   9   8   7  10   3   5 109
2002    10   8  11  12  15   5  12  10   5  13   8   3 112
2003     9   7   6  12  12   8   6   7   7   5  10  11 100
2004     7   9  16   5  12  10  16  12   3  17  11   7 125
2005    14  11  11  11   9   9   5   0   0   0   0   0  70
STDDEV   3   3   4   3   3   3   4   3   3   4   4   3  20
AVG      6   5   7   9  10   9   8   7   6   6   5   5  83
