# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6940
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1355   1036   1028    580    105     57      5      4    138    399    954   1341
 1952   1255    894    952    434    157      3      2      4     70    504    811   1218
 1953   1229    920    753    533    188      5      0      0     65    233    675   1053
 1954   1356    703    906    293    249     25      0      0     36    388    641   1086
 1955   1287   1231    870    211     69     48      0      1     68    335    974   1266
 1956   1330   1128    829    482     95     13      0     12     74    178    788   1046
 1957   1474    936    819    434    149      8      0      0    114    451    861    985
 1958   1238   1280    925    416     94     19      0     18     60    313    708   1231
 1959   1460   1135    779    436    124     12      7      0    125    462    968    946
 1960   1345   1305   1296    374    120      8      0      0     77    340    743   1148
 1961   1294    951    791    534    199     18      0      1    163    310    832   1403
 1962   1507   1119   1009    445     26     18      3      0    115    332    726   1177
 1963   1622   1097    680    328    124      0      0      8     44     93    634   1491
 1964   1099   1007    916    345     53     24      0     28    106    409    666   1238
 1965   1314   1176   1182    384     57      1      0      7    140    292    715    917
 1966   1458   1052    684    526    191     17      0     17    137    368    755   1209
 1967   1255   1089    703    345    252     19      9     18    102    423    828   1131
 1968   1365   1121    618    352    206     12      0      3     68    323    875   1300
 1969   1452   1048   1003    349    132     45      0      0     43    460    760   1235
 1970   1502    942    931    402     77      6      5      1    104    410    816   1076
 1971   1447   1141    871    337    182      0      9      6     92    212    701   1051
 1972   1347   1098    715    394    134     10      7      4     80    430    841   1386
 1973   1257    959    622    411    150      0      0      0     75    203    683   1266
 1974   1367    958    649    313    108     22      0     18    153    281    726   1079
 1975   1280   1155   1001    473     87     14      6      0    154    265    648   1062
 1976   1231    837    757    269    194      9      0      0     77    564   1008   1313
 1977   1692    996    649    267     26     13      1      2     31    373    760   1266
 1978   1644   1406    998    431    217     20      0      8     50    405    809   1276
 1979   1761   1412    887    466    150     14      3     15     85    412    864   1030
 1980   1233   1231    919    406    127      8      0      0    103    487    762   1191
 1981   1234   1041    760    252    193      1      5     13     89    451    741   1303
 1982   1700   1181    926    534    106     56      0     29    125    331    804   1037
 1983   1182    907    802    594    236     22      0      0     75    378    741   1711
 1984   1368    833    977    510    205      2      0      3    144    317    702   1064
 1985   1434   1144    649    296     55     19      0      7    178    345    991   1474
 1986   1066   1138    634    337     96      0      0     30     35    362    912   1143
 1987   1138    804    671    359     62      7      1     33     84    541    683   1073
 1988   1327   1176    707    383     19      3      3      3     41    477    697   1053
 1989    964   1351    803    365    137     20      0      4    139    318    817   1450
 1990    994    924    688    452    188     10      2      4     60    327    618   1281
 1991   1491    842    656    318     88      1      0      0    122    364   1028   1063
 1992   1039    822    638    432    138      9      1     24    105    353    890   1140
 1993   1354   1209    879    499    116     41      0      4    172    423    860   1087
 1994   1440   1157    708    364    105     11      1      7     64    287    670   1047
 1995   1295    939    755    481    209     12      3      0    132    358    903   1175
 1996   1420   1052    952    423    185     22      2      0    129    319    948   1273
 1997   1407    999    709    531    255      5     11      7     78    432    894   1154
 1998   1245    820   1043    472     76     70      0      0     30    300    674   1070
 1999   1362    859    841    440    160     36      1      5    161    423    589   1126
 2000   1185    892    669    460    108     27      2      3     97    247    954   1593
 2001   1296   1242    966    327    124     42      0      1    106    385    477    982
 2002   1108    969    985    427    232      4      0      0     70    536    870   1052
 2003   1333   1178    829    390    191     39      0      0    154    324    820   1046
 2004   1386   1184    672    375    151     33      7     30     34    313    676   1096
 2005   1365    885    800    336    190      0      3      0      0      0      0      0
 MEAN   1338   1053    827    406    139     17      2      7     96    362    787   1184
