# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3632] HARLAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia3632
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      5     39     87    248    224     30     21      0      0
 1952      0      0      0      5     44    315    304    181    100      0      0      0
 1953      0      0      0      0     69    304    357    293    116     40      0      0
 1954      0      0      0     23     32    296    468    285    134     17      0      0
 1955      0      0      0     16     68    128    495    424    175     10      0      0
 1956      0      0      0     13     94    341    291    297     88     27      0      0
 1957      0      0      0      7     33    145    452    309     26      0      0      0
 1958      0      0      0      2     61    126    196    295    103     19      0      0
 1959      0      0      0      3     75    235    267    390    104      0      0      0
 1960      0      0      0     28     28    120    260    269    117      9      0      0
 1961      0      0      0      7     32    145    281    251     81      1      0      0
 1962      0      0      0      5    135    166    270    242     46     36      0      0
 1963      0      0      0      7     39    273    355    245     85     22      0      0
 1964      0      0      0      0    111    163    370    152     85      1      0      0
 1965      0      0      0      9     89    153    258    204     24      8      0      0
 1966      0      0      0      0     34    166    393    147     32      2      0      0
 1967      0      0      1     10     70    139    216    165     16      7      0      0
 1968      0      0      1      2      6    229    289    266     49     20      0      0
 1969      0      0      0      0     75    101    324    253     67     19      0      0
 1970      0      0      0     22    114    204    296    267    117      9      0      0
 1971      0      0      0      4     14    302    206    219    141     24      0      0
 1972      0      0      0      0     58    176    254    213     85      0      0      0
 1973      0      0      0      0     18    206    273    278     44     15      0      0
 1974      0      0      0     12     36    148    424    126     17      0      0      0
 1975      0      0      0      0     85    173    321    320     43     23      0      0
 1976      0      0      0     10     21    160    317    231     75      6      0      0
 1977      0      0      0     17    114    231    375    152     63      0      0      0
 1978      0      0      0      1     54    215    287    220    162      0      0      0
 1979      0      0      0      0     44    182    255    232     79      5      0      0
 1980      0      0      0     21     56    211    412    308    115      0      0      0
 1981      0      0      1     22     28    216    316    187     64      0      0      0
 1982      0      0      0      1     31     87    325    207     76      9      0      0
 1983      0      0      0      0     18    176    380    445    148     17      0      0
 1984      0      0      0      6     17    206    268    289     84      2      0      0
 1985      0      0      0     29     56    126    251    135    127      0      0      0
 1986      0      0      1      6     38    254    346    135    108      0      0      0
 1987      0      0      0     32    105    280    373    214     45      0      0      0
 1988      0      0      0      3    104    345    321    369     98      0      0      0
 1989      0      0      2     59     66    144    319    232     71     10      0      0
 1990      0      0      0     28      9    252    254    258    168      7      1      0
 1991      0      0      4     13    162    249    275    234    125      4      0      0
 1992      0      0      0      4     51    130    149    103     68      5      0      0
 1993      0      0      0      0     30    165    272    269     19     16      0      0
 1994      0      0      0     23     88    241    211    198    115      8      0      0
 1995      0      0      0      0      2    188    328    386     75     10      0      0
 1996      0      0      0      8     54    245    233    209     68      7      0      0
 1997      0      0      0      0     19    236    338    209    117     79      0      0
 1998      0      0      0      5    113    193    349    312    210      6      0      0
 1999      0      0      0      0     19    152    338    146     52      2      0      0
 2000      0      0      0      0     75    142    243    277    140     14      0      0
 2001      0      0      0     20     55    164    353    253     50      7      0      0
 2002      0      0      0     13     33    263    359    205    112      9      0      0
 2003      0      0      0     16     15    124    266    301     57     17      0      0
 2004      0      0      0     11     64    102    178    109    124      3      0      0
 2005      0      0      1      6     47    218    315      0      0      0      0      0
 MEAN      0      0      0     10     55    195    307    243     88     11      0      0
