# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6103] NORTHWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    3    0    0    0
 Sep 20    7    0    0    0
 Sep 22   14    3    1    0
 Sep 24   20    3    1    0
 Sep 26   24    5    1    0
 Sep 28   35    9    1    0
 Sep 30   46   11    1    0
 Oct 02   50   18    9    3
 Oct 04   59   25   11    3
 Oct 06   70   37   14    5
 Oct 08   75   38   18    7
 Oct 10   81   46   25    9
 Oct 12   81   51   31    9
 Oct 14   87   55   33    9
 Oct 16   90   61   38    9
 Oct 18   90   68   46   18
 Oct 20   92   75   51   22
 Oct 22   94   79   57   25
 Oct 24   94   85   68   29
 Oct 26   94   87   74   38
 Oct 28   98   90   77   40
 Oct 30  100   92   79   44
 Nov 01  100   96   83   53
 Nov 03  100   98   90   64
 Nov 05  100   98   92   68
 Nov 07  100   98   94   75
 Nov 09  100   98   96   77
 Nov 11  100  100   98   81
 Nov 13  100  100  100   85
 Nov 15  100  100  100   90
 Nov 17  100  100  100   92
 Nov 19  100  100  100   96
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
