# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7708
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.21  2.19  2.38  4.35  4.10  4.00  2.99  7.75  3.61  1.95  0.41  0.91 34.85
 1952  1.25  0.69  2.16  1.32  4.99  2.11  5.17  3.27  1.51  0.00  0.68  0.58 23.73
 1953  1.19  1.20  1.98  3.39  2.31  5.90  0.53  1.79  1.12  1.35  1.73  1.43 23.92
 1954  0.24  2.48  2.08  2.06  2.51  6.81  1.37  1.54  1.65  3.56  0.26  0.12 24.68
 1955  0.40  1.02  0.70  2.54  0.60  2.91  3.50  0.61  1.24  0.39  0.12  0.69 14.72
 1956  0.75  0.27  0.29  1.85  1.99  3.30  5.36  1.54  0.40  0.47  1.12  0.42 17.76
 1957  0.33  0.20  1.80  1.06  2.88  8.67  4.27  2.10  5.09  2.77  2.58  0.28 32.03
 1958  0.64  1.62  0.86  3.78  1.77  1.87  4.52  1.64  0.58  0.00  0.80  0.22 18.30
 1959  0.31  1.09  2.68  1.77  8.46  3.02  2.85  2.31  1.47  2.62  2.21  1.54 30.33
 1960  1.57  0.85  2.17  2.64  3.89  2.27  2.60  5.78  1.87  0.90  0.58  0.24 25.36
 1961  0.30  1.51  1.87  1.76  5.11  3.39  4.36  7.00  2.94  1.42  0.67  1.16 31.49
 1962  0.32  2.38  3.19  0.98  5.64  7.63  6.12  2.64  2.47  1.08  0.13  0.28 32.86
 1963  0.89  0.55  1.50  1.12  2.91  5.74  2.39  4.35  2.02  0.82  0.27  0.48 23.04
 1964  0.34  0.30  1.59  3.53  3.19  2.71  6.00  5.35  3.03  0.34  0.10  0.82 27.30
 1965  0.44  1.19  1.67  2.49  5.78  2.01  2.16  1.85  9.69  0.47  0.27  0.33 28.35
 1966  0.52  1.18  1.78  0.67  1.15  5.09  2.93  4.88  1.29  1.03  0.11  0.82 21.45
 1967  0.41  0.28  0.26  2.02  4.21  8.78  2.02  1.35  1.08  1.26  0.01  0.75 22.43
 1968  0.32  0.15  0.24  2.74  2.34  3.85  1.68  1.52  4.12  4.77  0.53  1.96 24.22
 1969  1.22  1.32  0.69  0.62  2.49  5.71  4.92  5.91  1.23  2.70  0.21  1.35 28.37
 1970  0.21  0.25  1.84  2.96  3.04  2.63  1.89  1.01  7.54  4.57  1.80  1.07 28.81
 1971  0.45  2.66  0.46  1.61  2.85  3.65  1.57  0.12  0.60  3.16  1.71  0.79 19.63
 1972  0.37  0.89  1.31  3.44  4.29  3.79 10.33  2.09  2.62  1.71  0.96  1.92 33.72
 1973  1.23  0.46  4.02  1.33  1.72  3.54  4.90  1.05  4.04  2.22  2.66  0.72 27.89
 1974  0.27  0.21  0.68  1.60  4.16  3.28  1.29  3.27  0.87  1.55  0.26  0.52 17.96
 1975  1.66  0.29  1.43  3.99  2.66  5.34  1.61  4.56  1.17  0.07  3.24  0.29 26.31
 1976  0.14  0.85  2.63  2.23  3.12  0.75  1.50  0.30  1.96  0.42  0.04  0.39 14.33
 1977  0.27  0.25  4.05  3.14  3.08  4.80  6.34  2.53  4.90  2.79  1.88  1.00 35.03
 1978  0.20  0.97  0.60  3.89  3.39  1.50  3.25  4.25  1.77  0.75  0.71  0.80 22.08
 1979  1.09  0.35  3.27  2.34  4.43  3.39  1.91  6.28  2.02  5.30  1.90  0.21 32.49
 1980  0.59  0.41  1.03  1.37  3.88  1.21  0.50  5.68  1.40  1.39  0.03  0.22 17.71
 1981  0.37  0.32  1.78  0.47  1.98  3.07  4.36  1.72  0.97  2.89  1.90  0.57 20.40
 1982  1.58  0.38  1.53  0.64  6.93  1.82  3.63  1.54  3.64  4.83  1.75  2.23 30.50
 1983  0.39  0.68  4.91  2.19  4.41  4.58  1.27  1.16  3.07  2.09  3.08  0.45 28.28
 1984  0.17  1.14  1.79  6.73  5.54  6.79  2.56  0.79  0.71  4.59  1.85  1.36 34.02
 1985  0.29  0.12  2.20  5.04  3.24  1.15  0.41  3.69  4.50  1.20  1.01  0.52 23.37
 1986  0.11  0.63  3.03  5.73  3.00  5.35  3.26  1.86  5.06  2.56  1.13  0.21 31.93
 1987  0.23  0.41  5.90  0.61  4.20  3.09  3.08  3.94  1.44  0.44  0.90  0.48 24.72
 1988  0.73  0.43  0.59  2.50  2.47  0.53  2.93  5.16  5.17  0.08  2.08  0.58 23.25
 1989  0.96  0.36  0.86  0.94  1.51  1.83  5.76  2.01  4.33  0.19  0.24  0.40 19.39
 1990  0.30  0.31  2.18  1.61  7.48  4.20  3.22  1.34  0.86  1.48  0.87  0.78 24.63
 1991  0.46  0.38  2.02  3.48  3.87  5.27  0.77  2.17  2.17  2.04  2.70  0.87 26.20
 1992  0.60  0.77  3.52  1.13  3.56  2.74  4.81  4.60  2.82  3.69  0.95  0.80 29.99
 1993  0.70  2.08  0.85  3.66  3.06  4.23  6.71  6.43  1.29  1.84  1.03  0.53 32.41
 1994  1.09  0.65  0.04  2.37  0.88  3.44  4.53  3.33  4.59  2.01  2.24  1.04 26.21
 1995  0.31  0.18  2.09  4.74  4.81  2.18  1.36  2.01  3.50  2.22  0.64  0.31 24.35
 1996  1.11  0.07  1.09  0.84  6.28  4.39  7.43  4.71  2.66  0.86  1.79  0.66 31.89
 1997  0.00  0.00  0.00  0.00  3.71  3.09  1.94  0.63  0.00  0.00  0.00  0.00  9.37
 1998  0.00  0.00  0.00  0.00  0.00  0.00  1.49  0.00  0.00  0.00  0.00  0.00  1.49
 1999  0.00  0.00  0.00  4.66  5.21  0.00  3.30  4.12  0.51  0.27  0.68  0.11 18.86
 2000  0.40  0.62  0.71  1.76  3.99  5.66  3.13  1.76  1.06  2.28  1.62  1.02 24.01
 2001  1.79  0.80  0.93  5.21  5.86  2.57  2.19  3.41  3.39  1.21  3.05  0.36 30.77
 2002  0.44  0.38  1.05  2.96  2.60  3.69  4.16  5.67  1.27  2.61  0.18  0.02 25.04
 2003  0.34  1.36  1.78  2.96  3.81  4.04  3.72  1.66  7.09  0.63  1.22  0.44 29.06
 2004  0.87  1.14  4.37  1.37  4.32  4.13  2.94  0.97  3.42  0.61  1.45  0.13 25.73
 2005  0.57  1.19  0.99  4.18  3.39  4.13  2.37 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.58  0.77  1.73  2.44  3.62  3.67  3.31  2.94  2.57  1.71  1.12  0.67 24.67
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
