# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0213
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.18  2.45  4.41  5.60  4.77  4.72  5.25  3.14  1.94  6.99  2.21  1.32 43.98
 1952  1.64  0.26  3.88  1.88  2.53  3.46  2.49  5.06  1.36  0.01  4.85  2.32 29.74
 1953  0.43  2.94  2.93  2.69  3.96  5.44  3.59  1.22  1.15  0.16  0.73  1.63 26.87
 1954  0.32  1.03  1.50  5.28  3.77  5.18  1.74  7.49  2.40  4.25  0.22  1.54 34.72
 1955  0.63  1.16  1.25  5.28  3.73  4.33  2.15  1.19  5.57  1.46  0.23  0.66 27.64
 1956  0.57  0.69  0.60  5.33  6.24  2.09  2.64  2.53  1.36  1.23  1.58  0.84 25.70
 1957  0.49  0.49  1.20  2.48  5.76  4.48  2.12  6.95  1.19  2.36  2.52  1.39 31.43
 1958  0.78  0.11  0.34  1.65  0.92  4.96  4.79  4.56  2.27  3.29  1.96  0.37 26.00
 1959  1.23  1.68  3.10  4.33  5.21  6.04  3.96  4.23  3.21  5.28  1.90  2.46 42.63
 1960  4.64  1.16  1.40  3.63  5.10  5.70  4.86  3.51  3.12  4.23  1.99  0.57 39.91
 1961  0.34  1.50  4.98  1.41  1.76  4.54  8.82  2.52  9.44  3.52  6.37  1.97 47.17
 1962  0.88  1.81  2.63  1.27  8.60  4.49  8.78  2.26  1.96  3.30  0.54  0.69 37.21
 1963  0.55  0.39  2.97  3.72  1.42  2.06  8.63  1.87  2.07  0.31  2.74  0.58 27.31
 1964  0.27  0.23  1.33  4.09  3.52  6.52  4.61  4.15  2.36  0.05  1.38  0.80 29.31
 1965  2.41  0.73  1.96  4.36  4.13  3.32  3.04  7.12  9.89  1.68  1.82  2.94 43.40
 1966  1.36  0.87  3.29  2.67  4.68  6.55  2.14  1.86  1.12  1.29  1.28  2.04 29.15
 1967  0.94  0.89  2.21  4.46  2.47  6.95  2.45  5.09  9.74  5.34  1.90  1.00 43.44
 1968  0.31  0.29  1.02  4.22  3.28  4.39  2.75  6.38  7.12  1.19  0.59  2.57 34.11
 1969  2.61  0.34  0.91  3.94  3.07 13.55  8.62  2.70  2.56  3.70  0.70  0.62 43.32
 1970  0.20  0.34  2.75  2.25  5.45  4.73  3.64  0.75  6.61  1.65  1.34  1.16 30.87
 1971  0.91  2.91  0.69  1.36  2.61  6.50  5.83  0.98  3.53  1.91  3.88  3.38 34.49
 1972  0.45  0.88  1.60  6.66  3.56  3.68  7.28  5.56  0.00  3.09  1.55  0.00 34.31
 1973  1.70  0.98  3.96  5.87  7.90  0.00  3.34  1.39  6.02  1.75  2.22  2.47 37.60
 1974  2.71  3.83  2.63  5.16  9.22  7.61  4.57  5.52  1.02  2.03  0.43  1.71 46.44
 1975  0.72  1.83  3.83  2.07  2.85  3.91  1.79  3.78  1.01  0.27  3.48  0.00 25.54
 1976  0.40  0.00  3.61  4.49  2.97  2.26  1.40  0.85  0.38  1.61  0.10  0.36 18.43
 1977  1.30  0.62  4.71  2.75  2.63  3.11  3.70  8.61  5.57  3.83  1.47  1.09 39.39
 1978  0.87  0.00  0.82  3.57  3.70  2.87  3.65  1.75  4.15  2.30  3.07  1.56 28.31
 1979  1.70  0.75  3.03  2.64  2.71  2.60  4.19  5.29  0.85  2.19  1.20  0.60 27.75
 1980  1.78  0.00  0.00  0.00  0.00  0.00  0.00  6.16  5.88  1.30  0.79  1.29 17.20
 1981  0.04  2.28  0.31  6.14  0.80  6.14  3.15  7.28  0.00  3.14  2.18  1.06 32.52
 1982  1.91  0.18  3.03  2.56  4.29  4.77  5.55  6.93  2.06  2.20  4.44  3.30 41.22
 1983  0.44  2.22  1.79  2.84  4.51  2.16  2.47  1.62  3.73  2.16  5.05  1.36 30.35
 1984  0.57  1.08  1.43  3.68  4.13  6.29  4.86  0.75  2.75  6.73  2.88  1.96 37.11
 1985  0.61  1.88  3.41  1.35  2.83  1.85  2.31  3.82  4.55  5.02  3.81  1.86 33.30
 1986  0.58  1.36  2.70  2.31  8.18  3.99  5.46  5.84  9.03  3.16  1.13  0.89 44.63
 1987  0.40  0.03  3.61  2.63  3.26  2.52  2.69 12.64  2.93  0.65  3.63  2.47 37.46
 1988  1.15  0.28  1.07  1.32  0.67  0.65  1.00  4.06  2.20  1.81  2.23  1.20 17.64
 1989  1.07  0.35  1.32  3.12  1.35  1.87  3.79  2.30  4.08  1.87  0.31  0.30 21.73
 1990  1.27  0.68  3.82  2.37  5.34  9.81  4.62  6.58  0.79  1.93  2.03  2.23 41.47
 1991  0.91  0.18  6.33  4.25  4.06  2.61  0.57  5.84  2.29  3.37  5.50  1.58 37.49
 1992  1.53  1.50  1.01  3.94  0.41  1.26  8.40  3.28  5.56  0.84  7.37  2.57 37.67
 1993  1.60  1.14  3.42  4.02  7.25  9.55 14.61  7.67  4.51  1.48  1.06  0.85 57.16
 1994  1.11  2.14  0.55  2.17  3.04  4.98  4.60  3.60  3.31  0.88  3.50  1.24 31.12
 1995  0.98  0.00  1.83  7.30  6.73  4.00  3.20  0.73  2.12  2.53  3.57  0.30 33.29
 1996  2.61  0.15  0.49  2.61  9.05  4.07  3.32  2.59  2.73  4.10  2.09  1.60 35.41
 1997  1.25  2.88  1.10  1.49  5.03  5.56  1.54  6.29  3.12  2.90  1.13  1.53 33.82
 1998  1.00  2.56  5.09  5.25  3.63  6.86  1.00  7.93  4.04  7.56  1.22  0.50 46.64
 1999  2.31  1.08  1.02  6.99  3.00  4.57 10.07  3.27  1.57  1.83  1.32  0.93 37.96
 2000  1.08  1.16  1.12  3.62  3.06  7.33  4.97  2.64  3.82  1.77  1.55  2.29 34.41
 2001  1.47  3.63  1.49  2.70  6.02  4.95  4.10  3.68  3.74  3.51  1.29  1.43 38.01
 2002  0.38  0.93  1.84  4.24  5.29  6.83  9.10  4.00  3.50  4.53  0.06  0.54 41.24
 2003  0.33  0.38  1.05  3.07  4.17  4.66  5.37  0.54  4.77  1.52  5.85  2.84 34.55
 2004  0.81  1.73  4.60  1.23 10.85  5.89  2.48  3.68  0.68  3.64  2.34  1.03 38.96
 2005  2.16  1.45  1.06  1.94  2.23  4.24  1.87 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.13  1.13  2.26  3.42  4.14  4.61  4.25  4.11  3.38  2.61  2.23  1.40 34.16
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
