# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    2    0    0    0
 Sep 14    3    0    0    0
 Sep 16    4    0    0    0
 Sep 18    7    0    0    0
 Sep 20   14    2    0    0
 Sep 22   19    4    0    0
 Sep 24   23    5    0    0
 Sep 26   30    7    2    0
 Sep 28   40   10    5    1
 Sep 30   50   15    7    2
 Oct 02   53   19   10    4
 Oct 04   63   25   14    5
 Oct 06   70   30   19    5
 Oct 08   73   37   24    8
 Oct 10   80   41   29   11
 Oct 12   84   50   38   14
 Oct 14   88   57   40   16
 Oct 16   90   64   46   18
 Oct 18   92   67   51   23
 Oct 20   95   72   56   28
 Oct 22   97   76   60   32
 Oct 24   98   80   65   38
 Oct 26   98   83   69   42
 Oct 28   99   90   76   50
 Oct 30   99   93   80   56
 Nov 01   99   93   84   64
 Nov 03   99   96   89   70
 Nov 05   99   96   94   77
 Nov 07  100  100   98   81
 Nov 09  100  100  100   85
 Nov 11  100  100  100   91
 Nov 13  100  100  100   92
 Nov 15  100  100  100   94
 Nov 17  100  100  100   96
 Nov 19  100  100  100   97
 Nov 21  100  100  100   97
 Nov 23  100  100  100   98
 Nov 25  100  100  100   98
 Nov 27  100  100  100   99
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
