# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia3718
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  40   1  39   7  42   4  43   4  47   4  36  10  37   5  41  11  46   9  47   8  47   2  37   2
  2  37   4  40   4  46   7  50   5  42   5  40   7  30   9  32  12  48   4  43   4  45   5  34   3
  3  45   2  36   3  41   5  55   7  42  10  45   7  42   8  35  10  37  12  46   3  48   5  37   4
  4  36   4  41   4  45   4  48   8  47   5  40  10  38   6  36  11  39   7  45   5  44   2  51   4
  5  40   3  42   5  44   3  49   4  44   5  47  10  38   7  33   6  42  12  46  10  44   5  43   4
  6  38   4  49   5  40   6  50   6  42  10  36  12  38   9  35   6  39   9  47   6  41   4  33   3
  7  34   4  44   3  45   5  53   5  45   5  38   8  35  13  38   6  47   8  54   4  40   8  43   3
  8  47   6  39   4  40   4  46   4  40   5  39   9  31  13  36   5  39   7  48   3  46   3  45   5
  9  39   6  43   5  38   6  43   4  41   7  42   5  37  10  32   4  41   7  46   5  44   3  44   4
 10  40   8  42   6  42   6  50   5  43   6  43   9  39  13  37  10  41  10  51   5  39   4  43   3
 11  47   4  44   4  42   3  53   2  41   8  35   5  31  11  37   8  41   7  43   4  47   3  46   4
 12  44   4  41   4  36   4  43   3  45   6  39   8  34   6  34  10  43   6  43   2  47   2  35   5
 13  36   3  40   4  45   4  41   6  41   3  40  12  35   6  42   8  48   4  45   5  42   3  42   4
 14  36   6  37   6  44   5  46   6  42   3  39  12  37   8  37  11  44   4  41   7  42   5  46   4
 15  43   3  37   3  46   5  49   6  39   3  39  11  37  12  37  11  44   4  50   6  42   7  36   2
 16  41   5  41   4  47   4  47   3  47   5  43   9  37  14  39  12  41   5  44   5  43   5  42   7
 17  41   5  42   2  41   2  46   2  42  11  42   9  38  10  36   5  43   8  41   4  42   4  39   4
 18  41   5  42   3  42   3  46   6  41   6  43   6  35  13  36  11  44   5  49   7  33   4  38   3
 19  40   4  39   4  40   3  51   5  44   9  40   6  31  10  36  10  48   6  47   3  53   2  39   2
 20  49   5  42   3  40   5  51   6  42   9  34   9  30  10  40   4  43   4  54   4  44   2  33   4
 21  45   3  52   3  41   4  48   6  41  11  36  10  36   6  33   9  42   5  51   3  39   4  42   4
 22  42   5  40   7  41   6  40   6  42   7  41  12  36   7  43  13  41   6  40   4  45   4  33   4
 23  40   4  40   5  42   6  46   9  42   7  38  12  33   9  33  13  44   5  47   6  35   4  41   3
 24  46   5  46   5  50   2  45   6  37   6  33  12  36   8  47   7  46  10  51   6  40   4  37   4
 25  37   5  42   6  43   8  43   9  41   4  37  12  38   9  38   6  43   9  44   5  43   4  38   3
 26  39   3  42   4  52   3  44   6  40   7  41   3  39  11  35   9  49   8  51  10  32   3  45   4
 27  45   7  35   5  46   4  41   6  41   6  39   7  36  10  37   6  44  10  44   7  36   2  39   7
 28  35   4  46   5  47   5  51   5  41   6  36   5  32  11  41   5  48   3  48   5  40   1  31   4
 29  40   4  42  11  47   5  58   3  40   7  34   7  39   9  50  11  44   6  45   4  42   3  43   4
 30  41   2  **  **  48   5  49   5  42   9  38  10  37  12  39  11  49   7  44   3  38   4  37   2
 31  46   4  **  **  48   5  **  **  36   8  **  **  40   7  43   7  **  **  44   5  **  **  40   2
