# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 19 May 2005 
# Climate Record: 01 Jan 1951 -> 01 Apr 2005
# Site Information: [IA0149] ALLERTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.82   0.29    9(82)    1( 9)    0( 0)    1( 9)    0( 0)    0       11
  2 3/8-->3/14       0.41   0.24    2(40)    3(60)    0( 0)    0( 0)    0( 0)    0        5
  3 3/15-->3/21      1.48   0.35    6(55)    3(27)    1( 9)    1( 9)    0( 0)    0       11
  4 3/22-->3/28      1.00   0.19   12(86)    1( 7)    1( 7)    0( 0)    0( 0)    0       14
  5 3/29-->4/4       0.44   0.14    9(90)    1(10)    0( 0)    0( 0)    0( 0)    0       10
  6 4/5-->4/11       0.80   0.28    8(67)    1( 8)    3(25)    0( 0)    0( 0)    0       12
  7 4/12-->4/18      0.56   0.21    3(50)    2(33)    1(17)    0( 0)    0( 0)    0        6
  8 4/19-->4/25      1.23   0.35    8(50)    4(25)    3(19)    1( 6)    0( 0)    0       16
  9 4/26-->5/2       0.89   0.30    5(45)    4(36)    2(18)    0( 0)    0( 0)    0       11
 10 5/3-->5/9        1.08   0.29    9(56)    5(31)    1( 6)    1( 6)    0( 0)    0       16
 11 5/10-->5/16      2.42   0.53    8(53)    1( 7)    4(27)    1( 7)    1( 7)    0       15
 12 5/17-->5/23      0.73   0.31    5(50)    3(30)    2(20)    0( 0)    0( 0)    0       10
 13 5/24-->5/30      1.83   0.47    8(57)    2(14)    0( 0)    4(29)    0( 0)    0       14
 14 5/31-->6/6       1.75   0.45    6(43)    3(21)    4(29)    1( 7)    0( 0)    0       14
 15 6/7-->6/13       0.82   0.34    6(46)    3(23)    4(31)    0( 0)    0( 0)    0       13
 16 6/14-->6/20      1.64   0.31   10(71)    2(14)    0( 0)    2(14)    0( 0)    0       14
 17 6/21-->6/27      1.87   0.80    2(40)    0( 0)    1(20)    2(40)    0( 0)    0        5
 18 6/28-->7/4       1.22   0.52    1(25)    2(50)    0( 0)    1(25)    0( 0)    0        4
 19 7/5-->7/11       1.67   0.40    7(58)    2(17)    1( 8)    2(17)    0( 0)    0       12
 20 7/12-->7/18      1.28   0.37    6(67)    1(11)    0( 0)    2(22)    0( 0)    0        9
 21 7/19-->7/25      1.54   0.21   12(80)    2(13)    0( 0)    1( 7)    0( 0)    0       15
 22 7/26-->8/1       1.03   0.29    6(67)    1(11)    1(11)    1(11)    0( 0)    0        9
 23 8/2-->8/8        2.85   0.59    5(71)    0( 0)    1(14)    0( 0)    1(14)    0        7
 24 8/9-->8/15       0.43   0.22    2(50)    2(50)    0( 0)    0( 0)    0( 0)    0        4
 25 8/16-->8/22      2.72   0.39    7(64)    2(18)    1( 9)    0( 0)    1( 9)    0       11
 26 8/23-->8/29      3.48   0.67    6(46)    2(15)    2(15)    2(15)    1( 8)    0       13
 27 8/30-->9/5       0.45   0.20    3(75)    1(25)    0( 0)    0( 0)    0( 0)    0        4
 28 9/6-->9/12       2.52   0.82    2(33)    1(17)    1(17)    1(17)    1(17)    0        6
 29 9/13-->9/19      2.49   0.50    6(60)    1(10)    2(20)    0( 0)    1(10)    0       10
 30 9/20-->9/26      0.75   0.35    3(50)    1(17)    2(33)    0( 0)    0( 0)    0        6
 31 9/27-->10/3      0.97   0.32    3(50)    2(33)    1(17)    0( 0)    0( 0)    0        6
 32 10/4-->10/10     1.49   0.32    5(63)    2(25)    0( 0)    1(13)    0( 0)    0        8
 33 10/11-->10/17    0.69   0.21    7(78)    1(11)    1(11)    0( 0)    0( 0)    0        9
 34 10/18-->10/24    0.60   0.19    6(67)    2(22)    1(11)    0( 0)    0( 0)    0        9
 35 10/25-->10/31    0.72   0.20   10(71)    3(21)    1( 7)    0( 0)    0( 0)    0       14
 36 11/1-->11/7      1.55   0.32    6(60)    3(30)    0( 0)    1(10)    0( 0)    0       10
 37 11/8-->11/14     0.04   0.02    5(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        5
 38 11/15-->11/21    0.32   0.10    5(83)    1(17)    0( 0)    0( 0)    0( 0)    0        6
 39 11/22-->11/28    0.43   0.15    6(86)    1(14)    0( 0)    0( 0)    0( 0)    0        7
 40 11/29-->12/5     0.31   0.13    4(80)    1(20)    0( 0)    0( 0)    0( 0)    0        5
 41 12/6-->12/12     0.99   0.34    4(67)    0( 0)    2(33)    0( 0)    0( 0)    0        6
 42 12/13-->12/19    0.68   0.14    5(83)    0( 0)    1(17)    0( 0)    0( 0)    0        6
 43 12/20-->12/26    0.14   0.14    1(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        1
 44 12/27-->1/2      0.18   0.06    5(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        5
 45 1/3-->1/9        0.73   0.36    3(43)    2(29)    2(29)    0( 0)    0( 0)    0        7
 46 1/10-->1/16      0.43   0.19    4(57)    3(43)    0( 0)    0( 0)    0( 0)    0        7
 47 1/17-->1/23      0.50   0.28    1(50)    1(50)    0( 0)    0( 0)    0( 0)    0        2
 48 1/24-->1/30      0.60   0.16   10(83)    0( 0)    2(17)    0( 0)    0( 0)    0       12
 49 1/31-->2/6       0.67   0.18    8(80)    0( 0)    2(20)    0( 0)    0( 0)    0       10
 50 2/7-->2/13       1.73   0.32    7(64)    2(18)    1( 9)    1( 9)    0( 0)    0       11
 51 2/14-->2/20      0.87   0.21    7(78)    1(11)    1(11)    0( 0)    0( 0)    0        9
 52 2/21-->2/27      0.76   0.17    7(70)    2(20)    1(10)    0( 0)    0( 0)    0       10
 53 2/28-->2/29      0.12   0.07    2(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        2
ANNUAL TOTALS        3.48   0.31  303(63)   84(17)   54(11)   27( 5)    6( 1)    0      474
