# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.50   0.20   63(72)   17(20)    6( 7)    1( 1)    0( 0)    0       87
  2 3/8-->3/14       1.34   0.23   63(71)   13(15)   11(12)    2( 2)    0( 0)    0       89
  3 3/15-->3/21      1.39   0.21   67(73)   14(15)    9(10)    2( 2)    0( 0)    0       92
  4 3/22-->3/28      2.61   0.32   52(60)   17(20)   13(15)    3( 3)    1( 1)    0       86
  5 3/29-->4/4       1.60   0.27   67(68)   17(17)    7( 7)    8( 8)    0( 0)    0       99
  6 4/5-->4/11       2.52   0.28   64(65)   18(18)   12(12)    3( 3)    1( 1)    0       98
  7 4/12-->4/18      1.91   0.31   65(60)   25(23)   10( 9)    9( 8)    0( 0)    0      109
  8 4/19-->4/25      2.63   0.35   58(51)   25(22)   25(22)    5( 4)    1( 1)    0      114
  9 4/26-->5/2       1.49   0.35   72(56)   26(20)   22(17)    9( 7)    0( 0)    0      129
 10 5/3-->5/9        3.00   0.34   69(55)   28(22)   23(18)    4( 3)    1( 1)    0      125
 11 5/10-->5/16      2.68   0.35   77(59)   21(16)   20(15)   12( 9)    1( 1)    0      131
 12 5/17-->5/23      2.63   0.42   62(48)   30(23)   22(17)   11( 9)    3( 2)    0      128
 13 5/24-->5/30      2.68   0.34  100(65)   26(17)   16(10)    6( 4)    5( 3)    0      153
 14 5/31-->6/6       2.84   0.36   60(54)   24(21)   21(19)    6( 5)    1( 1)    0      112
 15 6/7-->6/13       2.84   0.44   76(55)   25(18)   20(14)   14(10)    4( 3)    0      139
 16 6/14-->6/20      3.63   0.44   80(53)   23(15)   33(22)   13( 9)    3( 2)    0      152
 17 6/21-->6/27      3.10   0.49   56(45)   27(22)   21(17)   17(14)    4( 3)    0      125
 18 6/28-->7/4       6.17   0.49   57(52)   25(23)   15(14)    9( 8)    4( 4)    0      110
 19 7/5-->7/11       3.07   0.49   69(55)   21(17)   14(11)   15(12)    7( 6)    0      126
