# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    3    0    0    0
 Sep 22    5    0    0    0
 Sep 24    7    0    0    0
 Sep 26    7    0    0    0
 Sep 28   12    0    0    0
 Sep 30   22    0    0    0
 Oct 02   27    0    0    0
 Oct 04   29    1    0    0
 Oct 06   40    5    1    1
 Oct 08   46    7    1    1
 Oct 10   50   12    7    1
 Oct 12   51   12    9    3
 Oct 14   57   12    9    3
 Oct 16   62   16   11    3
 Oct 18   77   24   12    3
 Oct 20   81   33   16    7
 Oct 22   83   42   20   11
 Oct 24   87   50   22   11
 Oct 26   88   55   29   14
 Oct 28   90   59   35   14
 Oct 30   90   66   40   22
 Nov 01   92   72   51   33
 Nov 03   96   72   61   42
 Nov 05   98   85   68   50
 Nov 07   98   87   74   55
 Nov 09  100   94   81   57
 Nov 11  100   96   83   62
 Nov 13  100   98   88   68
 Nov 15  100  100   94   75
 Nov 17  100  100   98   77
 Nov 19  100  100   98   85
 Nov 21  100  100   98   87
 Nov 23  100  100   98   88
 Nov 25  100  100  100   92
 Nov 27  100  100  100   94
 Nov 29  100  100  100   96
 Dec 01  100  100  100   96
 Dec 03  100  100  100   96
 Dec 05  100  100  100   98
 Dec 07  100  100  100   98
 Dec 09  100  100  100   98
 Dec 11  100  100  100   98
 Dec 13  100  100  100   98
 Dec 15  100  100  100   98
 Dec 17  100  100  100   98
 Dec 19  100  100  100   98
 Dec 21  100  100  100   98
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
