# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia6316
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32   3  56   5  47   6  50   4  42   7  35   9  34  10  38  12  35   7  44   7  37   3  44   5
  2  33   1  40   5  40   5  45   7  43   8  37  11  32  11  36  12  37  11  44   5  40   5  36   3
  3  34   4  37   3  42   3  37   3  42   5  37   4  33  12  36   7  42  11  37   2  35   2  33   3
  4  33   3  39   3  38   2  42   5  44   6  35  12  39  12  37   6  42  13  39   5  38   5  34   3
  5  35   6  41   2  39   5  45   6  40   7  33   6  34  12  34   3  37   6  38   7  41   3  36   5
  6  46   3  38   4  40   1  47   6  37   7  39  10  32   5  32   4  44   8  40   4  41   4  37   3
  7  36   2  40   2  42   2  49   5  40   5  38  10  35  10  39   7  41   9  42  10  39   3  46   6
  8  34   6  35   5  42   3  39   4  44   8  33  10  32  11  40  10  40  10  38   9  41   5  40   4
  9  38   4  37   2  45   6  48   6  43   8  39   6  34  10  31   6  34  10  42   7  37   8  37   4
 10  40   4  36   4  39   4  50   3  37   5  40   6  31  13  36  15  40  10  40   8  40   3  36   2
 11  43   4  40   5  39   5  45   2  37   9  36   7  35   8  30   8  40   8  39   8  41   5  38   5
 12  39   3  37   6  47   4  47   6  34   7  34  10  36  10  35   6  46   9  46   8  38   5  35   2
 13  35   4  41   6  36   3  41   6  38   6  41  10  36  10  37   7  38   7  41   4  36   3  34   5
 14  32   3  39   5  46   5  42   4  43  11  37   9  37  13  37  12  39   6  40   5  39   5  38   1
 15  45   3  53   2  50   3  41   9  38  12  31   9  34   9  35   6  36   8  40   9  38   5  40   4
 16  37   6  45   4  38   6  42   5  47   9  35   8  32   9  35   9  37   7  40   3  33   6  41   4
 17  42   5  36   6  41   5  44   4  35   6  37  11  39  14  34   7  40   2  37   4  40   4  41   4
 18  59   4  44   3  42   2  46   9  38   7  35   9  31  11  39  10  39   9  44   4  38   5  39   3
 19  38   5  39   2  43   3  41   4  35   9  33  14  33   5  35  10  38   3  41   5  39   2  45   4
 20  39   5  35   3  43   3  45   7  44  13  33   5  31  13  34  10  39   8  44   5  34   5  46   5
 21  34   4  41   5  39   7  45   8  37   9  36  10  35   8  35  10  38   6  44   3  42   6  44   2
 22  41   2  37   3  46   7  41   4  34   7  43  11  31   6  36   9  41  10  45   4  41   6  38   5
 23  39   4  36   4  38   9  40   9  37   7  39   8  33  10  34   8  41   5  36   6  34   3  32   2
 24  43   6  44   5  54   3  37   8  34   5  38   8  33   6  36   9  38   8  39   7  33   4  37   3
 25  35   6  46   4  44   5  48   5  37   6  32  15  35  12  39   9  41   7  42   6  35   3  31   5
 26  50   7  47   5  43   4  37   8  37   6  33   9  37  10  36  14  37   7  42   7  35   2  36   5
 27  35   5  33   3  44   8  37   8  37   4  36   9  38   8  38   8  37   7  40   7  39   2  36   4
 28  48   4  40   7  39   5  38  10  33   4  41   6  36   7  38  13  39  10  38   4  47   5  39   2
 29  40   5  40  12  40   5  38   5  36   7  32  11  35   9  33   9  47   8  34   3  32   3  36   4
 30  37   4  **  **  43   3  42   6  33   8  33  11  40   9  36   7  46   9  37   6  38   3  37   5
 31  42   7  **  **  39   4  **  **  36   7  **  **  37  13  37   7  **  **  43   6  **  **  36   2
