# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia1394
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     16     38     77    246    237     30     26      0      0
 1952      0      0      0      3     43    312    312    193     88      1      0      0
 1953      0      0      0      0     70    268    304    255    114     55      0      0
 1954      0      0      0     29     15    307    436    297    148     36      0      0
 1955      0      0      0     15     47    111    469    341    165      7      0      0
 1956      0      0      0     16    128    322    290    299    100     28      0      0
 1957      0      0      0     12     25    169    434    283     36      0      0      0
 1958      0      0      0      3     55    125    194    292    113     27      0      0
 1959      0      0      0      0    108    225    235    379    129      0      0      0
 1960      0      0      0     30     27    139    244    293    129      4      0      0
 1961      0      0      0      5     27    150    260    236    104      5      0      0
 1962      0      0      0      7    171    172    269    252     54     38      0      0
 1963      0      0      5     15     43    263    317    247     97     87      0      0
 1964      0      0      0      8    143    197    372    197    103      0      2      0
 1965      0      0      0      9    123    134    284    249     69      9      0      0
 1966      0      0      0      1     42    154    383    124     36     13      0      0
 1967      0      0     11     15     71    169    221    171     30     34      0      0
 1968      0      0      0      3     18    226    286    258     49     47      0      0
 1969      0      0      0      0     66    125    354    251     79     32      0      0
 1970      0      0      0     36    118    199    333    262    122     13      0      0
 1971      0      0      0     13     25    329    238    197    190     28      0      0
 1972      0      0      0      1     56    181    288    269    152      7      0      0
 1973      0      0      0      0      8    202    311    301     90     29      0      0
 1974      0      0      0     10     57    124    396    168     39      1      0      0
 1975      0      0      0      0     79    185    313    343     59     28      0      0
 1976      0      0      0     14     19    145    339    214     65      7      0      0
 1977      0      0      0     11    103    225    433    210     81      0      0      0
 1978      0      0      1      0     61    197    316    257    179      2      0      0
 1979      0      0      0      0     64    176    271    301    100     21      0      0
 1980      0      0      0     19     56    179    448    388    154      4      0      0
 1981      0      0      0     23     20    186    307    203     85      3      0      0
 1982      0      0      0      1     55     79    335    240    107     15      0      0
 1983      0      0      1      2     19    223    457    515    156     19      0      0
 1984      0      0      0     13     24    235    299    331    143      8      0      0
 1985      0      0      0     42     52    112    288    179    184      1      0      0
 1986      0      0      9     33     53    271    392    160    150      0      0      0
 1987      0      0      0     29    110    266    393    250     64      0      1      0
 1988      0      0      0      0     62    281    378    417    104      0      0      0
 1989      0      0      3     41     40    118    304    225     47      5      0      0
 1990      0      0      2     25      4    185    270    247    159     10      2      0
 1991      0      0      4     13    129    227    291    238    148      9      0      0
 1992      0      0      0      2     44     79    184     98     57      6      0      0
 1993      0      0      0      0     17    148    245    276     22     12      0      0
 1994      0      0      0     13     29    195    197    200     74     17      0      0
 1995      0      0      0      0      1    142    292    378     49      4      0      0
 1996      0      0      0      5     39    156    201    178     52      5      0      0
 1997      0      0      0      0      7    152    307    183     80     45      0      0
 1998      0      0      4      2     77    151    299    270    149      4      0      0
 1999      0      0      0      0     20    146    371    174     56      3      0      0
 2000      0      0      3      2     51    138    234    271    135      8      0      0
 2001      0      0      0     14     42    146    308    235     43      2      0      0
 2002      0      0      0     14     30    234    335    213    112     21      0      0
 2003      0      0      0     18      6     99    272    331     45      8      0      0
 2004      0      0      0     13     69    109    172    115     86      0      0      0
 2005      0      0      0      9     20    211    311      0      0      0      0      0
 MEAN      0      0      1     11     53    183    310    254     96     15      0      0
