# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6243
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.43  3.71  3.61  6.06  4.41  5.70  3.58  6.46  3.19  2.90  0.69  0.95 41.69
 1952  1.26  1.01  2.20  2.87  6.01  5.68  7.80  3.81  0.73  0.00  0.91  1.28 33.56
 1953  1.03  1.61  2.16  3.18  2.67  4.39  1.26  2.70  1.13  0.31  1.97  1.93 24.34
 1954  0.27  2.83  1.99  3.79  4.47  4.71  1.19  3.98  2.33  3.76  0.15  0.10 29.57
 1955  0.66  1.30  1.35  4.22  0.61  3.33  2.99  2.94  2.58  0.40  0.12  0.47 20.97
 1956  0.52  0.40  0.32  1.73  3.20  3.23  4.95  4.31  0.86  2.29  1.56  0.33 23.70
 1957  0.36  0.28  1.86  1.72  4.37  6.07  2.18  3.77  4.25  3.32  3.41  0.77 32.36
 1958  1.01  1.20  1.26  3.38  1.76  2.74  7.85  2.65  1.09  0.53  1.02  0.07 24.56
 1959  0.34  0.81  4.18  2.60 10.90  4.16  0.90  4.60  0.96  2.46  2.67  1.33 35.91
 1960  1.69  0.97  1.68  1.81  7.17  7.69  1.39  4.56  4.00  1.01  0.34  0.12 32.43
 1961  0.32  0.96  3.04  2.26  4.04  2.39  1.84  4.15  4.42  3.33  1.67  0.71 29.13
 1962  0.20  1.91  1.72  1.28  7.22  5.96  7.07  5.30  2.81  0.99  0.18  0.31 34.95
 1963  0.60  0.37  2.60  2.98  2.22  5.82  4.96  6.07  2.32  1.44  0.30  0.28 29.96
 1964  0.32  0.50  1.46  4.97  4.18  4.36  3.27  4.99  3.21  0.25  0.29  0.74 28.54
 1965  0.40  1.19  2.62  3.75  4.87  3.66  4.58  1.83 10.55  0.63  0.57  0.81 35.46
 1966  0.24  1.20  1.42  0.71  2.18  5.35  2.94  3.75  1.80  0.52  0.04  0.67 20.82
 1967  0.46  0.05  1.35  2.20  2.81 11.52  2.85  0.82  1.22  2.18  0.07  0.57 26.10
 1968  0.47  0.08  1.25  3.00  3.05  7.41  2.54  3.08  3.94  6.02  1.02  1.73 33.59
