# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia3007   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          11     1 305          198
   1952   4    11 102          10     6 280          178
   1953   4    16 106          11     5 309          203
   1954   4     4  94          10    30 303          209
   1955   3    29  88          11     3 307          219
   1956   4    24 115          11     9 314          199
   1957   4    14 104          11     6 310          206
   1958   3    26  85          11    26 330          245
   1959   3    28  87          11     6 310          223
   1960   4    10 101          10    20 294          193
   1961   4    16 106          11     8 312          206
   1962   4    16 106          10    26 299          193
   1963   3    22  81          11    14 318          237
   1964   4     9 100          10    10 284          184
   1965   3    31  90          11     1 305          215
   1966   5    11 131          11     2 306          175
   1967   3    22  81          11     4 308          227
   1968   3    23  83          10    29 303          220
   1969   3    31  90          10    27 300          210
   1970   4     2  92          11    16 320          228
   1971   4     5  95          11     3 307          212
   1972   4     8  99          10    15 289          190
   1973   4    11 101          11     5 309          208
   1974   3    25  84          10     3 276          192
   1975   4     5  95          11    12 316          221
   1976   3    21  81          10    17 291          210
   1977   3    22  81          11    10 314          233
   1978   3    27  86          11    19 323          237
   1979   4     6  96          11     2 306          210
   1980   3    22  82          10    29 303          221
   1981   4     6  96          10    23 296          200
   1982   4    11 101          11     6 310          209
   1983   4    18 108          11    17 321          213
   1984   3    23  83          11     2 307          224
   1985   4     9  99          11    20 324          225
   1986   3    21  80          11    11 315          235
   1987   4     4  94          11    10 314          220
   1988   3    19  79          10    30 304          225
   1989   4    10 100          11    16 320          220
   1990   4     7  97          11     7 311          214
   1991   3    30  89          11     2 306          217
   1992   3    13  73          11    14 319          246
   1993   3    18  77          10    31 304          227
   1994   4     7  97          11    30 334          237
   1995   4     4  94          11     3 307          213
   1996   3    27  87          11     2 307          220
   1997   4    14 104          10    27 300          196
   1998   3    15  74          11    21 325          251
   1999   3    15  74          11    29 333          259
   2000   3    17  77          11    15 320          243
   2001   3    27  86          12     1 335          249
   2002   4     4  94          11     1 305          211
   2003   3    11  70          11     7 311          241
   2004   3    22  82          11    24 329          247
             MEAN= 91              MEAN=309     MEAN=218
