# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1277] CASTANA-EXP-FARM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.77   0.22   66(73)   13(14)   10(11)    2( 2)    0( 0)    0       91
  2 3/8-->3/14       1.44   0.24   68(73)   12(13)    8( 9)    5( 5)    0( 0)    0       93
  3 3/15-->3/21      1.35   0.24   65(70)   12(13)   11(12)    5( 5)    0( 0)    0       93
  4 3/22-->3/28      2.28   0.38   51(58)   14(16)   14(16)    8( 9)    1( 1)    0       88
  5 3/29-->4/4       1.31   0.28   62(61)   18(18)   19(19)    3( 3)    0( 0)    0      102
  6 4/5-->4/11       2.52   0.31   52(57)   21(23)   15(16)    3( 3)    1( 1)    0       92
  7 4/12-->4/18      1.36   0.29   83(63)   21(16)   22(17)    5( 4)    0( 0)    0      131
  8 4/19-->4/25      2.92   0.36   68(54)   24(19)   24(19)    7( 6)    2( 2)    0      125
  9 4/26-->5/2       3.80   0.42   68(53)   21(16)   25(19)   13(10)    2( 2)    0      129
 10 5/3-->5/9        1.93   0.35   73(58)   23(18)   17(14)   12(10)    0( 0)    0      125
 11 5/10-->5/16      2.00   0.35   69(53)   32(24)   23(18)    7( 5)    0( 0)    0      131
 12 5/17-->5/23      2.90   0.47   58(47)   21(17)   33(27)    8( 7)    3( 2)    0      123
 13 5/24-->5/30      2.21   0.38   94(59)   26(16)   21(13)   16(10)    1( 1)    0      158
 14 5/31-->6/6       2.58   0.39   81(59)   19(14)   26(19)    8( 6)    4( 3)    0      138
 15 6/7-->6/13       2.47   0.41   81(53)   28(18)   29(19)   11( 7)    3( 2)    0      152
 16 6/14-->6/20      3.63   0.50   71(52)   28(20)   17(12)   14(10)    7( 5)    0      137
 17 6/21-->6/27      3.16   0.54   65(52)   18(14)   17(14)   16(13)    9( 7)    0      125
 18 6/28-->7/4       4.28   0.41   56(58)   14(15)   18(19)    5( 5)    3( 3)    0       96
 19 7/5-->7/11       5.66   0.51   59(50)   19(16)   19(16)   17(15)    3( 3)    0      117
 20 7/12-->7/18      12.02   0.61   53(56)   13(14)   15(16)    9( 9)    5( 5)    0       95
 21 7/19-->7/25      2.23   0.33   61(59)   19(18)   16(16)    6( 6)    1( 1)    0      103
 22 7/26-->8/1       4.00   0.39   62(58)   12(11)   22(21)    8( 8)    2( 2)    0      106
 23 8/2-->8/8        3.85   0.44   65(57)   22(19)   13(11)   12(10)    3( 3)    0      115
 24 8/9-->8/15       2.77   0.44   54(55)   17(17)   13(13)   10(10)    4( 4)    0       98
 25 8/16-->8/22      2.49   0.39   52(52)   21(21)   18(18)    7( 7)    2( 2)    0      100
 26 8/23-->8/29      2.14   0.36   59(58)   18(18)   12(12)   11(11)    1( 1)    0      101
 27 8/30-->9/5       3.79   0.47   45(46)   24(24)   18(18)    7( 7)    4( 4)    0       98
 28 9/6-->9/12       3.11   0.54   38(46)   11(13)   20(24)   12(14)    2( 2)    0       83
 29 9/13-->9/19      5.41   0.48   41(42)   24(25)   19(20)   12(12)    1( 1)    0       97
 30 9/20-->9/26      2.62   0.30   70(67)   17(16)   13(12)    4( 4)    1( 1)    0      105
 31 9/27-->10/3      2.30   0.33   48(59)   13(16)   17(21)    2( 2)    1( 1)    0       81
 32 10/4-->10/10     3.71   0.46   47(57)   13(16)   10(12)    9(11)    3( 4)    0       82
 33 10/11-->10/17    2.40   0.40   39(61)   10(16)    8(13)    5( 8)    2( 3)    0       64
 34 10/18-->10/24    1.45   0.29   47(62)   12(16)   14(18)    3( 4)    0( 0)    0       76
 35 10/25-->10/31    2.00   0.36   39(58)   10(15)   12(18)    6( 9)    0( 0)    0       67
 36 11/1-->11/7      2.02   0.34   34(59)   11(19)    8(14)    4( 7)    1( 2)    0       58
 37 11/8-->11/14     1.59   0.30   32(68)    6(13)    4( 9)    5(11)    0( 0)    0       47
 38 11/15-->11/21    1.51   0.34   41(61)    7(10)   15(22)    4( 6)    0( 0)    0       67
 39 11/22-->11/28    1.11   0.19   47(76)    8(13)    6(10)    1( 2)    0( 0)    0       62
 40 11/29-->12/5     2.15   0.17   50(82)    7(11)    2( 3)    1( 2)    1( 2)    0       61
 41 12/6-->12/12     1.21   0.16   45(83)    6(11)    2( 4)    1( 2)    0( 0)    0       54
 42 12/13-->12/19    1.19   0.18   50(82)    4( 7)    6(10)    1( 2)    0( 0)    0       61
 43 12/20-->12/26    0.85   0.12   50(88)    5( 9)    2( 4)    0( 0)    0( 0)    0       57
 44 12/27-->1/2      1.37   0.18   47(80)    8(14)    3( 5)    1( 2)    0( 0)    0       59
 45 1/3-->1/9        0.48   0.10   45(87)    7(13)    0( 0)    0( 0)    0( 0)    0       52
 46 1/10-->1/16      0.92   0.15   49(83)    6(10)    4( 7)    0( 0)    0( 0)    0       59
 47 1/17-->1/23      0.72   0.14   54(82)    8(12)    4( 6)    0( 0)    0( 0)    0       66
 48 1/24-->1/30      0.65   0.12   58(85)    7(10)    3( 4)    0( 0)    0( 0)    0       68
 49 1/31-->2/6       0.59   0.12   47(84)    8(14)    1( 2)    0( 0)    0( 0)    0       56
 50 2/7-->2/13       0.61   0.14   50(88)    2( 4)    5( 9)    0( 0)    0( 0)    0       57
 51 2/14-->2/20      1.64   0.20   58(76)   12(16)    5( 7)    1( 1)    0( 0)    0       76
 52 2/21-->2/27      0.85   0.14   57(81)    7(10)    6( 9)    0( 0)    0( 0)    0       70
 53 2/28-->2/29      1.47   0.22   10(83)    1( 8)    0( 0)    1( 8)    0( 0)    0       12
ANNUAL TOTALS        12.02   0.35 2934(61)  760(15)  684(14)  308( 6)   73( 1)    0     4759
