# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.48   0.28   51(63)   14(17)   13(16)    3( 4)    0( 0)    0       81
  2 3/8-->3/14       1.40   0.28   60(69)    9(10)   12(14)    6( 7)    0( 0)    0       87
  3 3/15-->3/21      1.43   0.23   69(73)   11(12)   13(14)    2( 2)    0( 0)    0       95
  4 3/22-->3/28      1.84   0.32   55(59)   16(17)   20(22)    2( 2)    0( 0)    0       93
  5 3/29-->4/4       1.56   0.29   61(56)   29(27)   12(11)    6( 6)    0( 0)    0      108
  6 4/5-->4/11       1.25   0.31   59(57)   24(23)   16(16)    4( 4)    0( 0)    0      103
  7 4/12-->4/18      3.04   0.38   65(53)   31(25)   17(14)    7( 6)    2( 2)    0      122
  8 4/19-->4/25      2.60   0.37   72(53)   29(21)   27(20)    7( 5)    1( 1)    0      136
  9 4/26-->5/2       2.09   0.40   69(56)   21(17)   22(18)   11( 9)    1( 1)    0      124
 10 5/3-->5/9        1.98   0.38   72(56)   23(18)   24(19)    9( 7)    0( 0)    0      128
 11 5/10-->5/16      2.97   0.40   65(50)   24(19)   28(22)   10( 8)    2( 2)    0      129
 12 5/17-->5/23      3.96   0.46   66(54)   20(16)   21(17)   10( 8)    5( 4)    0      122
 13 5/24-->5/30      2.50   0.41   83(56)   26(17)   23(15)   14( 9)    3( 2)    0      149
 14 5/31-->6/6       2.20   0.35   58(51)   36(32)   13(11)    6( 5)    1( 1)    0      114
 15 6/7-->6/13       3.06   0.45   65(48)   24(18)   30(22)   15(11)    1( 1)    0      135
 16 6/14-->6/20      2.95   0.47   64(52)   24(19)   20(16)   11( 9)    5( 4)    0      124
 17 6/21-->6/27      3.48   0.64   49(39)   19(15)   30(24)   23(18)    5( 4)    0      126
 18 6/28-->7/4       3.85   0.55   58(53)   19(17)   16(15)    9( 8)    7( 6)    0      109
 19 7/5-->7/11       2.78   0.50   62(54)   16(14)   16(14)   18(16)    3( 3)    0      115
 20 7/12-->7/18      3.14   0.55   49(47)   20(19)   17(16)   13(12)    6( 6)    0      105
 21 7/19-->7/25      7.10   0.60   58(56)   10(10)   18(17)   12(12)    5( 5)    0      103
 22 7/26-->8/1       4.74   0.52   50(49)   15(15)   25(24)    8( 8)    5( 5)    0      103
 23 8/2-->8/8        2.71   0.50   55(47)   22(19)   20(17)   16(14)    3( 3)    0      116
 24 8/9-->8/15       5.20   0.45   59(62)   15(16)   11(12)    8( 8)    2( 2)    0       95
 25 8/16-->8/22      2.95   0.55   52(49)   13(12)   24(23)   11(10)    6( 6)    0      106
 26 8/23-->8/29      2.95   0.50   44(42)   27(25)   20(19)   12(11)    3( 3)    0      106
 27 8/30-->9/5       2.78   0.46   49(54)   15(16)   13(14)   11(12)    3( 3)    0       91
 28 9/6-->9/12       2.85   0.48   50(60)   11(13)   11(13)    6( 7)    5( 6)    0       83
 29 9/13-->9/19      3.64   0.39   58(55)   22(21)   14(13)   11(10)    1( 1)    0      106
 30 9/20-->9/26      3.87   0.42   63(53)   22(19)   22(19)    8( 7)    3( 3)    0      118
 31 9/27-->10/3      1.35   0.29   56(61)   21(23)   10(11)    5( 5)    0( 0)    0       92
 32 10/4-->10/10     4.20   0.42   49(55)   15(17)   17(19)    6( 7)    2( 2)    0       89
 33 10/11-->10/17    2.45   0.39   50(62)   11(14)   12(15)    5( 6)    3( 4)    0       81
 34 10/18-->10/24    3.75   0.34   51(61)   17(20)    9(11)    6( 7)    1( 1)    0       84
 35 10/25-->10/31    1.09   0.27   52(61)   20(24)   11(13)    2( 2)    0( 0)    0       85
 36 11/1-->11/7      2.85   0.32   64(71)    9(10)    8( 9)    8( 9)    1( 1)    0       90
 37 11/8-->11/14     1.96   0.24   61(77)    8(10)    7( 9)    3( 4)    0( 0)    0       79
 38 11/15-->11/21    1.90   0.38   45(54)   17(20)   13(16)    8(10)    0( 0)    0       83
 39 11/22-->11/28    1.10   0.21   68(75)   12(13)    9(10)    2( 2)    0( 0)    0       91
 40 11/29-->12/5     1.19   0.24   47(70)   11(16)    8(12)    1( 1)    0( 0)    0       67
 41 12/6-->12/12     0.92   0.22   50(70)   11(15)   10(14)    0( 0)    0( 0)    0       71
 42 12/13-->12/19    1.02   0.17   61(80)   10(13)    4( 5)    1( 1)    0( 0)    0       76
 43 12/20-->12/26    0.66   0.15   66(83)   11(14)    3( 4)    0( 0)    0( 0)    0       80
 44 12/27-->1/2      1.64   0.21   48(72)   11(16)    7(10)    1( 1)    0( 0)    0       67
 45 1/3-->1/9        0.88   0.17   52(80)    9(14)    4( 6)    0( 0)    0( 0)    0       65
 46 1/10-->1/16      0.80   0.14   62(86)    9(13)    1( 1)    0( 0)    0( 0)    0       72
 47 1/17-->1/23      0.78   0.17   61(79)    9(12)    7( 9)    0( 0)    0( 0)    0       77
 48 1/24-->1/30      1.35   0.15   79(83)   12(13)    3( 3)    1( 1)    0( 0)    0       95
 49 1/31-->2/6       0.86   0.19   49(75)   10(15)    6( 9)    0( 0)    0( 0)    0       65
 50 2/7-->2/13       1.02   0.16   51(82)    7(11)    3( 5)    1( 2)    0( 0)    0       62
 51 2/14-->2/20      0.77   0.20   43(68)   14(22)    6(10)    0( 0)    0( 0)    0       63
 52 2/21-->2/27      1.00   0.19   61(75)   10(12)   10(12)    0( 0)    0( 0)    0       81
 53 2/28-->2/29      0.28   0.13    6(86)    1(14)    0( 0)    0( 0)    0( 0)    0        7
ANNUAL TOTALS        7.10   0.37 3022(59)  872(17)  736(14)  339( 6)   85( 1)    0     5054
