# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    3    0    0    0
 Sep 22   11    5    1    0
 Sep 24   11    5    1    0
 Sep 26   16    7    3    0
 Sep 28   24    9    3    0
 Sep 30   35    9    3    0
 Oct 02   46   16    7    1
 Oct 04   53   16    7    1
 Oct 06   64   29   12    1
 Oct 08   75   29   14    3
 Oct 10   81   37   22    7
 Oct 12   85   44   27    7
 Oct 14   88   46   29    7
 Oct 16   90   50   29    9
 Oct 18   90   57   38   12
 Oct 20   92   62   44   16
 Oct 22   94   66   48   18
 Oct 24   94   75   61   24
 Oct 26   94   81   68   29
 Oct 28  100   87   77   33
 Oct 30  100   90   83   46
 Nov 01  100   90   88   55
 Nov 03  100   96   92   68
 Nov 05  100   98   94   77
 Nov 07  100   98   94   79
 Nov 09  100  100   98   85
 Nov 11  100  100  100   87
 Nov 13  100  100  100   90
 Nov 15  100  100  100   94
 Nov 17  100  100  100   96
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
