# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia0157
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  44 -25  47 -21  65 -20  82  17  90  25  90  40  96  48  98  50  95  43  92  29  74  17  64   0
  2  50 -21  50 -31  66  -8  81  18  89  28  90  39  97  50  98  51  95  43  92  22  77   7  61  -5
  3  46 -16  45 -28  67  -1  73  10  86  26  94  40  99  45  98  48  93  35  93  29  74   8  63 -12
  4  45 -16  53 -22  68 -13  78  10  90  29  95  41  97  43  97  48  94  40  89  27  70   0  60  -9
  5  56 -21  55 -24  70 -14  84  19  89  30 100  40  97  45  96  47  93  40  96  24  69   0  64  -1
  6  44 -21  50 -18  71 -16  88   5  85  26 100  41  97  48  95  50  92  40  94  25  74   6  58 -12
  7  57 -18  52 -14  78 -11  81  11  88  28  97  45  98  44  96  46  96  39  86  23  76  -2  46 -15
  8  57 -20  54 -22  73  -6  76  13  90  29 102  41  98  50  93  50  96  39  84  23  80   2  49  -9
  9  51 -21  61 -22  71  -7  84  15  89  28 100  41  99  48  93  45  99  39  83  23  73  15  50 -19
 10  43 -28  64 -16  66  -5  84  18  88  28  99  42 100  48  95  47  92  39  85  25  67  11  58 -16
 11  51 -20  61 -20  66  -5  85  16  86  30  99  44  96  50  94  45  97  35  84  21  68  -2  56 -13
 12  49 -25  62 -16  73  -6  81  19  91  32  94  46  97  47  96  45  93  35  88  25  65   7  58 -13
 13  56 -15  54 -15  70  -6  78  21  89  28  99  40  98  48  98  43  91  36  89  23  78  -2  50 -18
 14  46 -21  61 -14  66  -9  88  22  89  33  99  46  98  48  99  44  91  35  86   2  71  -4  55 -18
 15  56 -24  54 -10  70   1  90  20  91  31  98  42  97  50 101  44  94  36  88  24  70   4  50 -17
 16  48 -22  62 -18  75  -7  88  23  89  31  91  46  93  50 101  43  92  36  85  24  72   1  54 -13
 17  49 -20  65 -18  74   0  85  22  90  34  92  43  95  51 104  43  92  36  83  20  70  -5  48 -11
 18  52 -24  65  -9  67   3  90  19  92  38  97  47  98  52 101  42  95  37  86  23  72   5  62 -18
 19  51 -26  57 -19  71  -2  86  22  92  35  97  46  97  53  98  46  90  33  83  18  67   8  49 -21
 20  48 -22  59 -10  69   0  88  26  91  33 101  46  96  47  98  45  86  30  84  15  66   8  51 -18
 21  49 -28  58 -14  71  -6  90  24  91  36 101  41  96  49 101  44  85  33  81  22  70  -3  52 -21
 22  57 -18  60  -6  72   7  96  23  90  30  99  46  96  51  95  48  86  29  80  17  64   3  47 -21
 23  53 -25  59  -9  73   3  86  21  89  36  94  44  97  51  94  44  85  29  83  18  61  -1  47 -21
 24  58 -18  57 -12  77  -4  85  24  87  38  95  44  96  52  95  44  85  30  82  19  61  -1  45 -22
 25  59 -12  64 -12  72   7  85  30  93  38  94  45  95  53  93  42  90  34  79  22  65  -6  50 -19
 26  64 -20  59 -12  81   0  85  29  95  34  95  46  99  49  98  48  87  28  82  20  66 -16  50 -20
 27  56 -17  58 -10  78   8  88  29  92  37  96  47 100  50  96  45  86  31  80  18  65   1  51 -13
 28  48 -18  60 -20  79   6  91  30  92  34  95  49 100  48  95  41  89  27  74  19  57  -5  59 -18
 29  43 -27  60  -5  84   2  89  24  91  36 101  51 100  45  95  44  89  29  77  17  67  -4  55  -9
 30  50 -21 *** ***  82   4  89  26  91  39  96  50 102  46  95  50  92  30  79  15  64  -6  52 -14
 31  56 -22 *** ***  80   9 *** ***  91  35 *** *** 102  46  94  40 *** ***  80  18 *** ***  56 -20
