# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8688] WASHINGTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8688
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.68  2.62  3.85  3.61  7.61  5.45  4.93 11.07  1.64  3.66  3.75  1.52 50.39
 1952  1.54  0.62  3.94  2.31  2.86  6.42  2.52  3.55  0.84  0.00  4.36  1.59 30.55
 1953  0.86  2.84  4.27  2.15  2.42  2.37  1.87  0.57  0.80  0.25  0.76  2.71 21.87
 1954  0.25  0.82  2.50  4.22  2.69  7.27  1.57  6.64  1.07  5.05  0.39  1.40 33.87
 1955  2.16  1.28  1.18  5.46  2.89  2.92  1.55  1.37  4.15  1.56  0.32  0.51 25.35
 1956  0.33  1.20  0.24  1.17  1.41  1.57  5.35  2.94  0.64  0.78  1.70  0.70 18.03
 1957  0.84  1.29  3.41  4.64  3.13  2.87  3.18  2.09  2.63  3.65  2.91  3.15 33.79
 1958  1.22  0.36  0.34  1.97  2.45  5.98  8.15  3.91  3.15  1.20  3.54  0.27 32.54
 1959  1.58  1.31  3.88  2.99  5.62  4.17  5.99  2.50  5.75  5.50  1.15  3.15 43.59
 1960  3.69  1.74  1.98  4.25  5.03  9.54  3.60  1.54  1.70  3.14  2.93  0.62 39.76
 1961  0.34  0.90  5.05  1.45  1.23  0.34  7.65  2.46  7.88  3.34  5.12  1.44 37.20
 1962  1.10  2.45  1.96  1.57  6.26  1.88  5.17  2.08  1.83  4.42  1.19  0.43 30.34
 1963  0.79  0.37  3.20  4.43  3.49  0.41  6.76  3.27  1.10  0.38  2.65  0.67 27.52
 1964  0.37  0.70  1.58  4.73  2.45  5.71  2.10  2.14  2.86  0.10  1.11  0.85 24.70
 1965  3.33  0.74  2.53  7.96  2.86  3.70  5.80 10.48 11.39  1.12  0.00  2.49 52.40
 1966  1.01  0.03  1.47  3.66  6.49  6.92  2.09  0.29  2.01  3.50  0.59  1.27 29.33
 1967  1.17  0.60  1.90  6.99  1.68  6.48  3.00  1.55  3.29  7.08  1.71  0.90 36.35
 1968  0.49  0.34  1.26  3.55  2.96  3.68  3.10  1.95  5.60  1.37  1.32  2.12 27.74
 1969  2.59  0.87  1.20  2.59  3.13  6.60  5.40  3.65  1.87  5.40  0.12  1.37 34.79
 1970  0.26  0.13  2.85  2.76  3.42  6.91  5.35  7.50  7.49  2.32  1.04  1.76 41.79
 1971  1.26  1.81  0.61  1.40  2.33  2.49  7.24  1.10  4.89  2.29  2.49  5.57 33.48
 1972  0.69  0.50  2.32  4.40  5.88  4.24  2.71  5.11  2.50  2.56  2.32  1.99 35.22
 1973  1.89  1.21  3.74  7.24  9.04  3.25  5.39  1.56  7.48  2.10  1.12  2.83 46.85
 1974  2.70  0.96  3.53  2.42  9.55  4.81  3.02  6.29  1.30  1.79  1.85  1.56 39.78
 1975  0.92  1.32  2.04  3.04  2.97  3.91  0.45  0.00  2.49  0.25  2.67  0.58 20.64
 1976  0.45  0.89  3.99  4.02  3.40  3.82  4.15  1.40  1.35  2.48  0.27  0.25 26.47
 1977  0.52  0.20  4.19  1.38  2.40  3.47  3.61  7.59  5.19  4.41  2.01  0.79 35.76
 1978  0.56  0.76  1.28  4.55  5.20  4.34  6.02  2.20  5.34  2.53  2.54  1.51 36.83
 1979  2.51  0.75  3.03  3.27  2.24  2.81  4.47  4.51  0.04  3.98  1.64  1.02 30.27
 1980  1.13  1.08  1.25  1.46  2.23  3.60  3.92  5.92  5.47  2.12  0.65  2.74 31.57
 1981  0.00  1.43  0.26  7.05  2.13  4.80  4.07  2.39  3.63  4.02  2.01  1.17 32.96
 1982  2.01  0.32  3.05  1.86  6.37  2.23 10.27  4.42  3.75  2.14  2.28  4.52 43.22
 1983  0.39  1.27  1.92  3.34  3.24  3.87  0.98  1.90  5.49  1.96  6.36  1.89 32.61
 1984  0.53  0.76  1.62  2.69  4.88  3.30  3.33  1.59  1.48  6.76  2.33  1.79 31.06
 1985  0.86  1.38  2.73  0.56  2.70  1.94  3.61  2.76  4.84  5.28  5.36  2.03 34.05
 1986  0.18  1.47  1.82  2.26  9.26  4.27  4.18  4.37  5.81  3.96  0.66  0.92 39.16
 1987  0.32  0.02  1.85  1.53  1.95  4.31  2.01  4.73  3.24  0.29  2.87  2.30 25.42
 1988  1.08  0.63  1.33  0.77  1.22  1.45  0.61  4.37  1.57  1.58  2.53  1.37 18.51
