# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5837] MUSCATINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5837 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     69     24     17     12    316    182    156    130
 1952     99     46     36     29    432    280    249    221
 1953    171     80     63     47    292    159    132    106
 1954    115     41     30     21    494    315    276    239
 1955    162     87     73     59    563    369    329    290
 1956    139     61     49     39    361    228    201    176
 1957    143     56     43     30    431    267    232    201
 1958    103     39     28     19    396    237    203    171
 1959    127     59     49     40    373    218    188    159
 1960     33     15     12     10    448    284    248    215
 1961    137     54     43     34    246    123    100     81
 1962     89     39     32     26    382    233    202    174
 1963    217    121    104     89    458    292    256    221
 1964    108     49     38     28    404    237    202    172
 1965     24      3      2      1    338    187    158    131
 1966    218    107     84     66    319    176    148    122
 1967    197    117     99     81    404    234    199    168
 1968    278    156    135    117    430    267    234    202
 1969    113     51     43     35    428    259    221    186
 1970     82     23     14      8    415    264    230    201
 1971    120     58     49     42    442    288    255    223
 1972    128     59     49     40    324    178    151    126
 1973    246    113     88     65    355    204    175    148
 1974    174     83     70     58    475    303    265    228
 1975     79     36     27     19    288    162    138    117
 1976    200     98     81     67    464    296    259    224
 1977    245    126    106     89    567    387    345    304
 1978    102     52     41     33    384    226    195    166
 1979    125     65     54     44    289    156    131    108
 1980    110     44     33     23    388    245    214    186
 1981    225    115     95     79    504    323    285    249
 1982    114     40     30     23    320    195    169    143
 1983    169     87     72     58    265    137    117    102
 1984     51     12      6      2    313    182    153    125
 1985    207    103     81     61    503    339    305    274
 1986    257    156    137    120    502    333    297    263
 1987    240    129    109     92    504    339    306    274
 1988    205    101     83     66    425    276    245    214
 1989    186    104     90     77    399    254    223    192
 1990    255    136    114     94    417    264    232    203
 1991    239    133    112     95    488    310    274    238
 1992    223    113     93     75    375    223    193    167
 1993     95     45     36     30    341    190    161    137
 1994    201    104     86     72    452    301    267    233
 1995    233    138    120    103    333    191    162    134
 1996    121     50     36     26    385    236    206    181
 1997    208    107     87     72    327    197    170    144
 1998    193    118    103     92    397    226    193    162
 1999    160     77     63     52    437    256    220    186
 2000    296    174    150    127    434    267    235    207
 2001     90     26     16     10    573    382    340    300
 2002    161     75     58     44    432    276    244    214
 2003    194    107     91     77    489    321    286    252
 2004    237    117     97     78    488    313    274    239
 2005    184     97     81     68    523    341    302    264
     ****************************  ****************************
 MEAN  161.8   80.5   66.1   53.9  409.7  253.2  220.9  190.8
 STDV   65.3   41.1   36.3   31.8   78.5   63.2   58.9   54.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    773    549    496    445    846    609    551    493
 1952    671    450    402    358   1034    794    734    674
 1953    674    451    403    358   1023    783    723    663
 1954    575    384    342    303   1006    768    710    652
 1955    763    530    479    433    859    620    562    507
 1956    759    539    489    442   1010    773    715    658
 1957    677    452    401    355    937    699    641    584
 1958    732    515    470    428    824    584    525    468
 1959    795    566    513    461    975    735    676    617
 1960    632    419    369    323    855    615    556    500
 1961    596    392    347    307    926    687    629    574
 1962    865    622    565    510    919    681    623    567
 1963    661    440    391    345   1004    764    705    648
 1964    848    605    548    493    953    715    657    600
 1965    814    580    524    470    902    662    603    547
 1966    572    375    333    295    919    682    624    567
 1967    554    361    321    285    946    706    647    590
 1968    586    374    329    289    965    725    665    606
 1969    700    483    434    387    794    563    508    453
 1970    799    566    512    461    909    670    612    555
 1971    611    407    363    321   1051    811    751    691
 1972    735    511    459    409    867    633    577    522
 1973    591    374    326    281    963    723    663    603
