# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia1319
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  46 -14  57 -16  71 -17  85  20  89  29  92  38  99  48 102  54  97  41  92  29  78  19  60   2
  2  52 -18  56 -28  71  -3  84  18  88  31  89  42  95  48 100  52  96  44  93  23  75  12  65  -2
  3  53  -9  57 -27  71   0  81  14  87  30  93  41  96  50 100  50  94  37  94  26  75  10  64 -10
  4  54 -13  53 -20  69  -8  80   9  90  31  91  42  96  46  97  47  95  37  84  28  74   5  69  -5
  5  53 -20  56 -20  70  -9  82  21  89  32  93  43  97  45  97  47  93  41  89  29  68   6  66   2
  6  52 -16  50 -14  71 -10  86   3  86  28  93  45  98  46  94  48  95  41  90  22  72  14  63  -9
  7  55 -17  58 -11  79  -4  83   9  85  30  98  46  98  46  96  46  98  38  85  26  74   1  54 -13
  8  62 -18  57 -18  76  -5  79  13  89  33  96  46  98  52  96  49  94  38  82  26  80   4  53  -2
  9  56 -16  54 -18  70  -8  77  16  89  31  95  41  99  50  94  48  98  42  80  26  76  15  54 -16
 10  51 -25  57 -13  69  -1  82  19  88  28  94  40  99  50  97  50  90  39  86  24  71  12  58 -12
 11  53 -16  60 -15  74   3  82  19  90  32  95  40  96  50  95  47  94  35  85  20  73   3  58 -11
 12  52 -21  64 -13  79  -1  80  20  87  32  94  46  99  49  96  47  92  34  86  25  67   9  58  -8
 13  57 -12  63 -11  76  -5  77  21  89  33  96  44 101  52  94  42  89  35  89  28  76   2  59 -15
 14  52 -15  63  -8  74  -1  87  22  89  31  97  45 101  48  99  42  91  37  83  28  73   5  58 -12
 15  58 -22  60 -12  72   3  87  23  88  36  94  44 102  49 100  47  91  38  85  27  71   4  53 -15
 16  53 -23  63 -14  73   3  86  23  88  32  91  44  96  52 101  47  89  34  83  25  71   5  54 -13
 17  56 -18  66 -14  76   7  84  21  89  34  93  44  95  51 102  49  93  39  82  24  69  -3  50 -10
 18  54 -22  65  -7  72   5  88  19  90  39  97  47  98  52  98  46  92  35  84  20  72   7  57 -16
 19  49 -22  58 -12  76   4  87  21  91  38  97  47  96  54  98  50  90  34  83  16  67  13  53 -21
 20  50 -23  61  -5  69   6  88  26  91  32 101  48  96  50  98  45  88  30  83  21  72  11  54 -14
 21  52 -24  60 -11  75   2  88  20  90  36 100  42  97  50  96  46  86  34  81  22  68   0  57 -21
 22  57 -15  62  -8  75  12  94  21  91  33 100  46  97  51  94  51  85  29  80  19  64   7  56 -19
 23  54 -18  60  -8  74   5  88  26  89  32  95  47  96  52  94  46  82  32  83  23  66   4  56 -19
 24  58 -11  65 -11  75  -4  86  23  89  39  93  46  96  52  93  46  89  32  80  20  62   6  58 -21
 25  60 -11  68 -10  73   6  88  29  91  37  99  46  97  54  96  41  87  35  81  23  62  -2  54 -19
 26  62 -14  61 -10  83   6  85  29  92  35  93  50  99  48  95  44  87  30  82  19  64 -10  51 -16
 27  60 -14  63  -6  81   9  86  30  90  34  95  46 102  49  97  46  89  32  77  17  68   4  55 -11
 28  56 -19  61 -10  80   7  87  31  93  37  94  46 101  51  97  41  96  32  73  20  61  -2  66 -12
 29  50 -23  62  -2  88   7  91  25  91  33  97  52 100  48  97  44  92  26  76  15  69  -7  66  -8
 30  55 -22 *** ***  86   7  90  27  93  39  97  50 102  46  96  47  89  29  75  15  68  -3  55  -8
 31  68 -21 *** ***  81  10 *** ***  91  37 *** *** 105  47  97  44 *** ***  81  20 *** ***  60 -18
