# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6   3   5  14   8   9   9   8   5   8   7   4  86
1952     7   3   7   5  11   0   5  10   3   0   3   2  56
1953     6   2   8  13   9   8  11   5   3   1   5   5  76
1954     2   2   8   8   8  12  12   8   8  11   1   5  85
1955     6   3   5   7   7   6  11   6   7  10   6   5  79
1956     6   3   8   6  10   6  11  12   6   5   8   4  85
1957     4   4   7   7  13  10   7   7  10  10   8   3  90
1958     3   3   4   8   6  13   8   8   5   2   3   3  66
1959     6   8   9   4  10   9   7   9   9   8   6   7  92
1960     4   5  11   8  13  10   6   9   8   1   2   3  80
1961     3   7  10   9  10   8  14   6  11   7   7   7  99
1962     3  13   8  13   9   5  12   6   7   6   3   2  87
1963     3  10   8   9  10   8  11   8   6   5   3   3  84
1964     5   2  10  11   9   8   9   8  10   2   6   7  87
1965     5   5  13  11  14   9  10   9   8   2   1   3  90
1966     3   3   4   3   1   8   5   6   2   2   1   4  42
1967     4   5   3   6   3   7   3   7   2   2   0   0  42
1968     1   1   0   0   8   8  10   6   0   0   3   6  43
1969     7   1   4   5   8  10   5   3   7   7   2   6  65
1970     1   1   4   8  10   6   8   6   7   9   6   4  70
1971     3   5   0   4   7   0   0   0   9  11   8   5  52
1972     3   6   5   6  10   8  10   8  10   9   6   5  86
1973     7   6  10  10  14  10   9   7  12   6   6   8 105
1974     4   6   7   9   9   5   5  10   5   6   6   5  77
1975    11   2   7  14   7  13   2  10   5   2   9   3  85
1976     2   2   7   8   8   7   6   3   6   4   0   6  59
1977     8   3  12  11  10   7   6  16  11   6   8   7 105
1978     4   4   2  10   6  10  13   4   6   6   5   7  77
1979     7   6   7   7   8   8   8  12   4   6   6   1  80
1980     6   4   5   3   5   4   5  14   0   3   0   0  49
1981     3   5   3   7   5   9   5  12   4   6   3   0  62
1982     5   3   3   6  11   6   8   4   3  12   3   4  68
1983     2   6   7   0   0   0   0   0   0   0   0   0  15
1984     0   0   0   0   6  14  10   6  10  10   6   5  67
1985     0   1   7   8  10  12   6   9  14  10   8   7  92
1986     1   2   4  13  11   9  10   8  14   8   6   0  86
1987     3   0  10   6   9   5  12  11   9   4   8   5  82
1988     1   0   4   9   8   8   8   9   8   2   6   2  65
1989     1   6   7  10   7   8   7   6   6   5   5   2  70
1990     3   3   7  13  11  15  12  11   4   6   3   6  94
1991     6   3   9  11  17   9  11   9  11   8   9   5 108
1992     5   6   9   6   8   7  11   8  10   3   6  13  92
1993     6   6   6  12  13  14  13  13   7   2   4   8 104
1994    10   5   1   8   7  13  14   9   9   7   5   6  94
1995     5   2  11  14  10  11   8   7  10  10   5   4  97
1996    10   2   7   6  15  14   7   9   6   6  13   5 100
1997     8   4   8   9  10   8  14  16  10   5   8   8 108
1998     9   9  14  10  10  14   7  12   5  12   6   6 114
1999    10   4   5  13  17  14  11   9   6   3   2   7 101
2000     8   7   9   7  11  14   7   7   7  13  11  14 115
2001     9   8   3  10  19  12   9   6   7   6   9   6 104
2002     7   6   9  13   8  10   9  12  10  14   3   4 105
2003     6   6  10  11  11  13   9   5   3   5  10   7  96
2004     8  10  16   5  18  10  12  11   8  13   9   6 126
2005    13  10  12  11  17  17   9   0   0   0   0   0  89
STDDEV   3   3   4   4   4   4   3   3   3   4   3   3  21
AVG      5   4   7   8  10   9   8   8   7   6   5   5  82
