# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0112] ALBIA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0112 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     73     30     23     17    285    161    138    118
 1952    115     60     52     44    432    282    251    223
 1953    187     97     79     61    290    157    131    108
 1954    132     52     36     23    517    340    301    264
 1955    185    102     87     73    565    365    323    286
 1956    171     84     70     60    386    251    224    197
 1957    156     68     53     42    415    252    218    186
 1958    104     37     26     18    411    250    218    186
 1959    148     75     61     49    371    214    181    155
 1960     45     20     16     12    446    281    249    219
 1961    137     60     47     38    279    156    136    116
 1962    102     50     40     31    396    246    214    186
 1963    239    134    118    104    483    312    275    239
 1964    116     56     45     34    401    238    204    174
 1965     17      6      4      2    367    218    188    159
 1966    280    165    140    116    333    191    160    133
 1967    255    159    138    119    443    267    231    196
 1968    307    176    154    133    449    275    238    207
 1969     97     50     43     36    436    264    227    194
 1970     82     24     16     10    448    293    259    227
 1971    140     67     56     46    471    306    273    241
 1972    199    112     98     86    400    244    212    182
 1973    248    116     90     67    358    207    177    150
 1974    231    129    111     95    503    327    287    252
 1975     94     48     39     30    337    196    168    144
 1976    237    126    105     87    507    337    298    261
 1977    285    162    139    119    572    386    344    306
 1978    127     65     54     45    389    233    202    173
 1979    149     77     64     52    319    181    154    129
 1980    128     57     46     36    428    273    241    212
 1981    272    149    126    106    602    406    364    325
 1982    155     71     53     38    353    218    190    163
 1983    191    107     90     76    249    134    115     99
 1984     59     14      9      6    316    169    143    119
 1985    228    120     99     79    524    354    319    286
 1986    284    169    148    129    506    334    298    265
 1987    247    128    109     92    513    339    305    273
 1988    235    136    116     96    407    260    230    201
 1989    216    135    117    101    455    299    263    230
 1990    263    147    123    102    403    251    215    184
 1991    268    155    133    112    457    288    252    216
 1992    241    124    102     84    363    215    186    161
 1993     97     43     34     26    316    179    153    128
 1994    228    128    109     90    446    302    271    240
 1995    235    146    127    109    322    187    159    133
 1996    133     60     47     38    398    253    222    195
 1997    232    118     98     79    313    185    159    134
 1998    142     86     77     69    340    191    163    135
 1999    154     76     61     48    371    215    186    158
 2000    271    160    139    118    374    234    205    179
 2001     57     16     10      6    494    323    283    250
 2002    146     73     58     46    369    222    193    167
