# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1533] CLARINDA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    2    0    0    0
 Sep 20    5    0    0    0
 Sep 22    9    0    0    0
 Sep 24   13    0    0    0
 Sep 26   20    0    0    0
 Sep 28   25    4    1    0
 Sep 30   33   10    2    0
 Oct 02   36   13    4    0
 Oct 04   41   16    7    0
 Oct 06   50   18    8    0
 Oct 08   58   24   11    1
 Oct 10   66   28   15    3
 Oct 12   67   35   21    7
 Oct 14   74   41   26    8
 Oct 16   77   45   32    8
 Oct 18   82   49   34   12
 Oct 20   85   56   41   16
 Oct 22   91   60   44   18
 Oct 24   91   73   55   19
 Oct 26   92   76   62   26
 Oct 28   95   82   69   32
 Oct 30   97   86   75   38
 Nov 01  100   90   78   50
 Nov 03  100   91   81   58
 Nov 05  100   92   88   65
 Nov 07  100   96   93   69
 Nov 09  100   99   97   75
 Nov 11  100   99   98   79
 Nov 13  100   99   98   83
 Nov 15  100   99   99   86
 Nov 17  100  100   99   88
 Nov 19  100  100   99   91
 Nov 21  100  100  100   91
 Nov 23  100  100  100   95
 Nov 25  100  100  100   97
 Nov 27  100  100  100   99
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
