# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4735] LEMARS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     2   4   8  11  11  12  12  12  11   7   4   6 100
1952     6   3   6   4  11   9   5  11   2   0   2   3  62
1953     3   5   9  10   9   5   7   6   3   3   2   5  67
1954     1   4   9   6   8   8   5   8   8   6   2   2  67
1955     3   6   4   8   5  14   9   3   7   5   2   4  70
1956     6   0   0   9  10   5  12  14   3   3   5   2  69
1957     6   2   6   5  10  11   8  11  10   9   7   5  90
1958     4   4   4  11   9  10  13   6   3   0   5   3  72
1959     2   3   7   5  16   8   4   9  12  10   7   6  89
1960     2   2  14  10  10   9   4   9   6   1   2   4  73
1961     1   4   7   3   9   7   8   5   7   2   3   4  60
1962     2   6  10   8  13  15  14  11   8   6   2   2  97
1963     4   7   6   9   6  15   5   8   9   4   0   3  76
1964     3   3   6  10   9  11   5   9   9   3   1   7  76
1965     3   6  14  12  14   6  12   9  19   1   4   3 103
1966     7   4   4   3   7  10   7   9  10   2   2   5  70
1967     4   3   1   8   8  16   5   8   6   3   1   2  65
1968     4   2   2  12  10  10   9  11   9   6   4   7  86
1969     9   6   3   3   8   8  10   7   6   9   3   8  80
1970     5   1   8   6   8   4   5   4  12   9   6   2  70
1971     1   6   2   6   8  11   8   1   5   7   9   5  69
1972     2   8   4   9  12   8  11  11   5   9   9   6  94
1973     5   3  12  10   8   5  10   4  12   5   1   4  79
1974     3   1   5   9   9   6   6   9   6   6   5   3  68
1975    10   4   9  18  13  13   3  11   5   2  11   1 100
1976     2   5   9   7   3   2   7   3   4   4   1   3  50
1977     3   3  10  12   9   8   8   9  10   8   6   6  92
1978     5   7   3  13  12   9   7   5   6   7   5   6  85
1979    10   6   8   9  11  15   6  12   6   6   9   2 100
1980     5   7   7   2   9   9   9  16   3   3   1   3  74
1981     1   3   3   4   9  11   6  11   5   9   5   7  74
1982    11   5   9   9  14   7   9   8  10   8   7   5 102
1983     7   4  13  10  14  10   5   3   9   6  12   9 102
1984     3   4  10  14  12  13  11   6   9  14   5   7 108
1985     5   2   8  10  11   6   4  10  13   8   9   6  92
1986     2   1   5  12  11  11   9   7  13  10   5   3  89
1987     3   3  10   4  10   3  12  10   8   5   7   6  81
1988     3   4   3   9  10   8   4   5   6   2   8   3  65
1989     4   2   4   7   8   7   8   5   5   0   1   0  51
1990     2   0   9   7   9  11  10   7   3   6   2   2  68
1991     5   2   9   7  10   9   6   4   7   5  10   3  77
1992     3   5   6   7   4   9  14   8   6   3   5   8  78
1993     6   7   5  11  12   9  10  11   8   3   5   5  92
1994     7   5   1   6   6   9   8   6   7   5   3   3  66
1995     1   4   9  13  13   9   7   5   9  10   6   4  90
1996     6   1   3   3  15   8   4   6   7   4   6   5  68
1997     9   3   5  10   7   7   6  10   9   3   5   4  78
1998     6   8  11  10  10  16   8  11   4   7   4   4  99
1999     6   2   6  11  11  13  11   4   4   4   1   3  76
2000     7   7   6   5   8  10   7   8   4   9   6  13  90
2001     7   5   3   9  11   6   9   7   5   2   4   6  74
2002     6   4   7   9  11   8   8  14  11  14   5   4 101
2003    12   7   7   9  15  17   7   4   6   5   5   7 101
2004    10  10  13   6  18  12  12  12   8  10   9   3 123
2005     9   7   8  11  13  17   6   0   0   0   0   0  71
STDDEV   3   2   3   3   3   3   3   3   3   3   3   2  15
AVG      5   4   7   8  10  10   8   8   7   5   5   4  81
