# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia0600   BASE TEMP=24
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          11     1 305          198
   1952   4    11 102          10     6 280          178
   1953   4    18 108          10    27 300          192
   1954   4     4  94          10    30 303          209
   1955   3    28  87          10    31 304          217
   1956   4    24 115          11     9 314          199
   1957   4    14 104          10    27 300          196
   1958   4    29 119          11     6 310          191
   1959   4    21 111          11     5 309          198
   1960   4    10 101          10    20 294          193
   1961   4    16 106          11     3 307          201
   1962   4    16 106          10    24 297          191
   1963   3    22  81          11     2 306          225
   1964   4     9 100          10    23 297          197
   1965   3    30  89          11    13 317          228
   1966   4    21 111          10    25 298          187
   1967   4    24 114          10    11 284          170
   1968   4     5  96          10    25 299          203
   1969   3    31  90          10    23 296          206
   1970   4     4  94          11    15 319          225
   1971   4     6  96          11     4 308          212
   1972   4     8  99          10    19 293          194
   1973   4    13 103          11     5 309          206
   1974   3    25  84          11    14 318          234
   1975   4     4  94          10    29 302          208
   1976   4    12 103          10     8 282          179
   1977   4     6  96          11    12 316          220
   1978   3    25  84          11     7 311          227
   1979   4     6  96          11     2 306          210
   1980   3    25  85          10    29 303          218
   1981   3    23  82          10    23 296          214
   1982   4    11 101          10    22 295          194
   1983   4    19 109          11    17 321          212
   1984   4     1  92          10    29 303          211
   1985   4     9  99          11     5 309          210
   1986   4    22 112          11    10 314          202
   1987   4     4  94          10    11 284          190
   1988   4    24 115          10    12 286          171
   1989   4    13 103          10     4 277          174
   1990   4    18 108          11     7 311          203
   1991   3    30  89          10    19 292          203
   1992   4     2  93          10    19 293          200
   1993   4     2  92          10    31 304          212
   1994   4     7  97          11    10 314          217
   1995   4     5  95          10    22 295          200
   1996   4    10 101          11     1 306          205
   1997   4    17 107          10    22 295          188
   1998   3    25  84          11     5 309          225
   1999   3    27  86          10    24 297          211
   2000   4    12 103          10     7 281          178
   2001   4     2  92          10    17 290          198
   2002   4     6  96          10    20 293          197
   2003   4    10 100          10     2 275          175
   2004   4    14 105          11    12 317          212
             MEAN= 98              MEAN=300     MEAN=202
