# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.73   0.20   75(79)   11(12)    7( 7)    2( 2)    0( 0)    0       95
  2 3/8-->3/14       1.26   0.19   68(76)   14(16)    5( 6)    3( 3)    0( 0)    0       90
  3 3/15-->3/21      1.10   0.21   58(70)   16(19)    8(10)    1( 1)    0( 0)    0       83
  4 3/22-->3/28      1.68   0.31   51(60)   16(19)   13(15)    5( 6)    0( 0)    0       85
  5 3/29-->4/4       1.39   0.25   67(66)   17(17)   14(14)    3( 3)    0( 0)    0      101
  6 4/5-->4/11       1.93   0.28   72(71)   12(12)   10(10)    7( 7)    0( 0)    0      101
  7 4/12-->4/18      1.70   0.26   77(65)   23(19)   14(12)    4( 3)    0( 0)    0      118
  8 4/19-->4/25      2.02   0.33   82(63)   20(15)   18(14)    9( 7)    1( 1)    0      130
  9 4/26-->5/2       2.10   0.33   67(57)   25(21)   20(17)    5( 4)    1( 1)    0      118
 10 5/3-->5/9        2.15   0.31   79(62)   22(17)   18(14)    8( 6)    1( 1)    0      128
 11 5/10-->5/16      2.15   0.33   71(57)   29(23)   16(13)    8( 6)    1( 1)    0      125
 12 5/17-->5/23      3.73   0.41   79(56)   21(15)   25(18)   13( 9)    2( 1)    0      140
 13 5/24-->5/30      2.00   0.35   88(55)   32(20)   29(18)   11( 7)    0( 0)    0      160
 14 5/31-->6/6       1.75   0.29   94(64)   18(12)   25(17)    9( 6)    0( 0)    0      146
 15 6/7-->6/13       6.25   0.42   83(57)   27(18)   22(15)   10( 7)    4( 3)    0      146
 16 6/14-->6/20      2.60   0.46   82(54)   23(15)   25(16)   18(12)    5( 3)    0      153
 17 6/21-->6/27      5.05   0.60   59(50)   19(16)   24(20)    6( 5)   11( 9)    0      119
 18 6/28-->7/4       3.24   0.40   66(57)   17(15)   24(21)    5( 4)    4( 3)    0      116
 19 7/5-->7/11       2.97   0.45   70(56)   19(15)   20(16)   13(10)    4( 3)    0      126
 20 7/12-->7/18      2.05   0.44   62(57)   12(11)   22(20)   12(11)    1( 1)    0      109
 21 7/19-->7/25      2.43   0.39   69(59)   14(12)   20(17)   12(10)    1( 1)    0      116
 22 7/26-->8/1       2.30   0.33   75(68)   15(14)   11(10)    9( 8)    1( 1)    0      111
 23 8/2-->8/8        4.00   0.50   61(54)   14(13)   17(15)   17(15)    3( 3)    0      112
 24 8/9-->8/15       1.62   0.34   52(56)   18(19)   13(14)   10(11)    0( 0)    0       93
 25 8/16-->8/22      4.61   0.42   72(64)   11(10)   17(15)    7( 6)    5( 4)    0      112
 26 8/23-->8/29      2.58   0.36   67(59)   18(16)   15(13)   12(11)    2( 2)    0      114
 27 8/30-->9/5       3.40   0.43   50(53)   21(22)   14(15)    6( 6)    4( 4)    0       95
 28 9/6-->9/12       3.62   0.41   49(52)   23(24)   15(16)    5( 5)    3( 3)    0       95
 29 9/13-->9/19      4.76   0.42   66(57)   16(14)   23(20)    9( 8)    2( 2)    0      116
 30 9/20-->9/26      2.70   0.36   68(60)   23(20)   13(11)    8( 7)    2( 2)    0      114
 31 9/27-->10/3      1.74   0.33   46(61)   13(17)   11(14)    6( 8)    0( 0)    0       76
 32 10/4-->10/10     2.20   0.32   68(68)   11(11)   13(13)    6( 6)    2( 2)    0      100
 33 10/11-->10/17    1.79   0.34   40(58)   12(17)   10(14)    7(10)    0( 0)    0       69
 34 10/18-->10/24    1.33   0.20   56(71)   17(22)    5( 6)    1( 1)    0( 0)    0       79
 35 10/25-->10/31    2.45   0.26   48(71)    9(13)    7(10)    3( 4)    1( 1)    0       68
 36 11/1-->11/7      1.67   0.26   50(70)   11(15)    5( 7)    5( 7)    0( 0)    0       71
 37 11/8-->11/14     2.24   0.23   48(75)    8(13)    5( 8)    2( 3)    1( 2)    0       64
 38 11/15-->11/21    1.26   0.28   43(59)   17(23)    9(12)    4( 5)    0( 0)    0       73
 39 11/22-->11/28    1.10   0.19   53(75)   12(17)    4( 6)    2( 3)    0( 0)    0       71
 40 11/29-->12/5     2.08   0.16   53(82)    8(12)    3( 5)    0( 0)    1( 2)    0       65
 41 12/6-->12/12     0.66   0.13   52(88)    4( 7)    3( 5)    0( 0)    0( 0)    0       59
 42 12/13-->12/19    1.42   0.16   48(76)   13(21)    1( 2)    1( 2)    0( 0)    0       63
 43 12/20-->12/26    1.15   0.12   53(83)    9(14)    1( 2)    1( 2)    0( 0)    0       64
 44 12/27-->1/2      1.09   0.16   46(79)    8(14)    3( 5)    1( 2)    0( 0)    0       58
 45 1/3-->1/9        0.49   0.08   60(95)    3( 5)    0( 0)    0( 0)    0( 0)    0       63
 46 1/10-->1/16      0.80   0.11   54(87)    6(10)    2( 3)    0( 0)    0( 0)    0       62
 47 1/17-->1/23      0.90   0.14   56(86)    5( 8)    4( 6)    0( 0)    0( 0)    0       65
 48 1/24-->1/30      0.76   0.09   78(94)    4( 5)    1( 1)    0( 0)    0( 0)    0       83
 49 1/31-->2/6       0.32   0.12   48(91)    5( 9)    0( 0)    0( 0)    0( 0)    0       53
 50 2/7-->2/13       0.96   0.12   57(89)    4( 6)    3( 5)    0( 0)    0( 0)    0       64
 51 2/14-->2/20      1.42   0.18   63(83)    6( 8)    5( 7)    2( 3)    0( 0)    0       76
 52 2/21-->2/27      0.69   0.14   54(84)    6( 9)    4( 6)    0( 0)    0( 0)    0       64
 53 2/28-->2/29      2.15   0.34    8(80)    0( 0)    0( 0)    1(10)    1(10)    0       10
ANNUAL TOTALS        6.25   0.31 3261(65)  757(15)  616(12)  289( 5)   64( 1)    0     4987
