# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5837] MUSCATINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia5837
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -12  57 -20  75 -17  85  23  91  30  94  40 104  51 104  53 100  44  88  29  80  18  62   4
  2  59 -17  60 -24  71  -2  85  22  87  32  91  43  96  50 102  53  99  46  92  26  77  14  65   1
  3  60 -16  63 -34  75   3  80  13  88  31  96  42  97  51 102  54  97  41  96  27  78  12  67   0
  4  61 -13  54 -25  71  -6  79  13  92  32  94  45  98  47 100  47  97  41  88  28  75   7  72  -3
  5  52 -25  57 -18  70 -11  81  20  90  34  96  41  98  45  96  51  95  41  90  26  69  12  68   3
  6  54 -17  51 -17  71 -13  86  10  85  31  96  46  98  49  96  50  98  36  92  24  72  16  64  -6
  7  52 -15  58 -11  80  -1  81  14  87  32  94  47  97  49  97  51  98  38  86  24  76   6  55 -12
  8  65 -15  63 -12  77  -4  82  17  88  28  95  49  99  53 102  48  95  34  85  27  80   2  65  -4
  9  56 -12  56 -19  70   1  80  20  90  29  93  42  98  54  97  48  98  42  82  28  77  12  57 -12
 10  56 -28  62 -13  75  -2  82  21  90  31  95  43 101  50 100  52  93  40  87  29  68  17  60  -9
 11  53 -16  66 -12  75   6  81  20  90  35  96  41  98  51  97  48  98  40  87  23  74   9  60 -15
 12  57 -21  67 -11  80  -2  84  21  94  35  96  49 101  50  96  51  97  36  85  21  70   6  63  -9
 13  57  -9  60 -13  74   5  77  20  89  36  99  39 101  51  94  46  95  39  88  27  77   9  62 -11
 14  55 -15  65   0  75   0  87  25  91  34 101  50 100  50 101  49  93  42  85  26  74   7  60 -12
 15  59 -19  64  -6  75   7  89  24  90  34  97  47 103  50 104  47  94  37  88  26  74   6  55 -16
 16  57 -22  62 -13  73   5  88  23  90  33  96  46  95  57 103  47  90  35  85  28  72   6  58 -13
 17  57 -16  65 -14  74  12  85  23  90  37  97  46  98  54 105  50  94  40  85  25  71  -1  53  -7
 18  57 -20  64  -7  69   8  89  23  92  40  97  49  99  53 103  48  93  39  87  21  73  10  58 -15
 19  59 -24  61 -12  74   8  86  21  90  39  99  49  98  56 101  51  89  34  85  17  69  15  60 -20
 20  51 -23  62  -2  71   9  90  26  90  35 100  45 101  52 100  48  88  29  85  20  73  12  57 -13
 21  64 -21  62  -9  76   4  88  28  90  38 100  46 101  51  99  47  89  33  84  21  67   4  58 -21
 22  58 -14  64  -7  79  15  91  26  89  34  97  49 104  53  96  52  93  31  84  22  63   8  57 -18
 23  55 -20  60 -10  77   8  85  28  90  38  95  47  99  56  97  48  86  31  85  24  66   7  56 -23
 24  61 -11  68  -9  75   2  87  22  88  39  96  48  99  55  95  45  89  31  82  21  63   8  59 -19
 25  63  -9  69 -11  76   5  91  30  92  39 104  48  99  57  95  44  89  36  81  20  61   4  55 -18
 26  61 -12  63 -10  85   6  88  32  94  35  94  51  98  49  98  50  90  31  85  20  68  -5  55 -15
 27  62 -14  69  -5  80  16  86  32  90  35  96  49 100  54  98  49  90  33  77  23  69   7  57 -10
 28  52 -21  62  -8  80   8  88  32  94  39  97  51 104  53  98  39  94  32  77  17  63   0  67 -11
 29  55 -20  67  -1  89  10  93  27  92  37  98  53 101  48  97  39  97  26  79  17  68  -4  66  -4
 30  58 -13 *** ***  81  11  88  30  95  40  98  50 101  46 100  45  92  27  79  17  67   0  59  -9
 31  69 -26 *** ***  83  14 *** ***  91  40 *** *** 105  50 100  47 *** ***  81  21 *** ***  60 -13
