# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0364] ATLANTIC-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0364
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.66  1.97  4.17  5.58  4.52  3.94  2.44  5.58  3.48  1.82  1.05  0.45 35.66
 1952  0.54  0.51  2.59  1.95  3.90  8.97  3.83  6.30  1.07  0.00  2.01  0.58 32.25
 1953  0.40  1.05  2.84  3.01  1.01  4.41  2.45  1.07  0.63  1.42  1.34  0.00 19.63
 1954  0.00  1.24  0.60  4.03  4.28  3.55  0.61 12.00  0.98  3.72  0.00  0.00 31.01
 1955  1.19  0.00  0.00  2.37  2.38  5.59  3.40  2.10  2.58  0.26  0.05  0.02 19.94
 1956  0.34  0.59  0.46  1.25  4.75  3.29  4.03  5.17  4.15  1.05  3.50  0.24 28.82
 1957  0.66  0.12  2.45  1.53  7.92  7.06  1.58  4.86  3.27  3.23  2.91  0.46 36.05
 1958  1.30  0.99  0.56  1.16  1.26  1.71  8.80  2.43  7.42  0.53  1.57  0.20 27.93
 1959  0.62  0.86  2.39  3.76  8.90  4.07  2.27  3.70  3.87  2.06  0.72  1.76 34.98
 1960  1.93  2.26  1.34  2.47  5.42  2.86  2.56  7.76  4.30  1.33  0.53  0.60 33.36
 1961  0.24  1.46  5.23  2.24  2.52  3.56  1.33  2.64  6.72  2.47  1.58  1.79 31.78
 1962  0.31  1.94  1.13  0.89  5.80  1.57  4.45  2.91  2.89  2.19  0.54  0.85 25.47
 1963  0.41  0.76  2.35  3.14  2.64  2.01  2.52  4.56  4.10  0.72  0.68  0.25 24.14
 1964  0.41  0.14  1.54  5.63  5.11  9.82  0.00  6.36  2.81  0.24  1.85  1.53 35.44
 1965  0.47  1.79  3.56  3.61  0.00  6.62  4.03  2.06  9.22  1.22  1.92  0.86 35.36
 1966  0.45  0.23  1.21  0.90  3.85  3.93  3.97  2.85  0.74  0.55  0.69  0.37 19.74
 1967  0.94  0.15  1.02  2.48  1.74 11.10  1.94  0.91  4.64  2.88  0.19  0.54 28.53
 1968  0.38  0.00  0.82  3.54  2.10  2.33  2.45  2.53  2.51  4.11  1.00  1.97 23.74
 1969  1.55  1.91  1.16  3.69  4.34  5.32  4.55  2.27  1.03  3.56  0.12  1.42 30.92
 1970  0.00  0.08  2.23  2.00  4.30  2.31  2.73  1.99  3.10  3.89  1.78  0.65 25.06
 1971  1.19  2.13  0.29  1.53  4.63  3.80  1.37  2.42  1.08  3.92  4.08  1.17 27.61
 1972  0.34  0.21  0.90  4.27  5.99  1.50  6.30  3.16 13.18  3.13  3.13  1.55 43.66
 1973  1.33  1.11  5.97  3.62  6.39  1.65  4.98  4.47  5.19  3.02  1.16  1.68 40.57
 1974  0.57  0.59  1.17  3.10  2.76  1.37  0.69  4.25  1.36  4.62  0.00  1.31 21.79
 1975  2.15  1.06  1.87  4.44  3.80  4.26  0.43  5.35  2.50  0.06  2.40  0.17 28.49
 1976  0.17  2.44  3.46  5.48  2.26  5.60  4.07  0.00  1.64  1.61  0.00  0.16 26.89
 1977  0.37  0.00  3.95  2.14  1.69  1.66  4.61  7.06  5.85  4.63  0.89  0.59 33.44
 1978  0.21  0.65  0.41  0.00  3.79  1.34  6.34  3.33  7.24  0.78  1.89  0.60 26.58
 1979  1.62  0.14  4.57  3.70  2.85  1.76  4.34  3.89  4.58  4.21  1.56  0.22 33.44
 1980  1.15  0.42  0.75  1.25  1.95  6.83  2.87  6.54  0.63  1.72  0.10  0.55 24.76
 1981  0.34  0.00  0.00  1.43  2.41  4.72  3.52  4.73  2.36  3.58  2.18  1.25 26.52
 1982  1.75  0.00  3.48  1.21  7.24  2.59  2.28  6.17  3.63  2.24  1.74  3.54 35.87
 1983  0.60  0.97  4.55  1.57  5.83  4.38  1.56  0.77  2.91  2.74  3.67  1.76 31.31
 1984  0.85  0.47  1.86  7.71  4.50  6.40  4.08  0.62  2.33  4.83  0.66  3.46 37.77
 1985  0.42  1.08  1.90  2.91  2.41  3.12  4.28  3.14  3.80  3.02  0.71  0.63 27.42
 1986  0.00  2.09  3.05  7.24  5.63  5.92  8.53  2.61  8.71  4.36  0.00  0.92 49.06
 1987  0.00  0.54  2.99  1.43  5.55  1.01  6.42 10.56  1.65  1.09  1.90  1.06 34.20
 1988  0.49  0.61  0.17  1.47  1.85  0.67  3.19  3.31  4.46  0.24  2.36  0.41 19.23
 1989  1.23  0.47  0.58  1.57  1.57  9.62  5.90  3.08  9.34  2.58  0.10  0.63 36.67
 1990  0.52  0.41  5.41  0.73  6.36  6.84  4.92  2.06  1.46  1.77  1.69  0.83 33.00
 1991  0.80  0.31  5.15  6.56  5.40 11.30  3.31  5.91  2.91  3.18  2.42  1.99 49.24
 1992  0.72  0.93  2.29  3.91  2.96  0.78 10.69  1.60  6.96  1.98  3.85  2.09 38.76
 1993  0.99  1.08  2.26  2.25  6.25 10.09 12.62 10.56  4.33  1.53  1.03  0.89 53.88
 1994  0.71  0.69  0.13  2.69  1.04  8.00  3.19  3.80  3.45  2.85  1.22  1.35 29.12
 1995  0.55  0.85  4.13  5.97  6.79  2.56  3.71  1.10  2.84  2.20  1.18  0.62 32.50
 1996  2.06  0.31  1.38  2.28 10.16  6.93  4.16  2.30  3.35  3.27  3.74  0.55 40.49
 1997  0.73  1.70  1.82  5.91  2.76  3.34  0.70  2.01  2.71  6.72  2.28  1.12 31.80
 1998  3.04  4.65  7.32  7.35  9.59 25.85  1.45  0.00  0.00  0.00  0.00  0.00 59.25
 1999  0.89  1.52  0.76  9.15  7.28  6.74  4.78  3.01  1.87  0.99  0.85  0.72 38.56
 2000  0.38  1.88  0.27  1.78  3.11  5.81  3.58  2.11  0.80  1.63  2.50  1.25 25.10
 2001  1.69  2.67  1.47  4.08  8.92  2.80  2.53  2.18  4.48  2.33  1.16  0.63 34.94
 2002  0.72  0.99  0.91  3.31  3.76  0.84  2.25  4.88  1.23  4.77  0.26  0.00 23.92
 2003  0.37  1.30  1.05  4.29  3.77  2.60  2.65  0.84  2.29  0.81  4.38  1.24 25.59
 2004  1.75  1.53  3.55  1.68  7.13  1.99  4.82  4.86  1.26  0.67  2.09  0.43 31.76
 2005  1.13  1.85  0.66  3.88  5.57  5.08  3.09 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.81  1.01  2.15  3.22  4.38  4.80  3.71  3.75  3.55  2.30  1.50  0.92 31.51
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
