# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4735] LEMARS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4735 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     29      8      5      3    237    123    104     88
 1952     52     21     16     13    386    248    217    191
 1953    160     80     65     52    229    120    100     81
 1954     49     11      7      4    411    261    230    201
 1955    128     68     56     45    522    361    327    294
 1956    113     41     30     24    305    193    170    148
 1957    104     34     26     18    358    238    214    191
 1958     67     22     13      7    335    207    176    146
 1959    122     59     47     36    375    243    219    195
 1960     13      1      0      0    368    230    200    174
 1961    105     41     31     24    241    132    110     90
 1962     22     10      8      6    353    223    197    175
 1963    196    131    117    105    446    294    258    224
 1964     86     30     20     14    374    228    201    177
 1965     11      4      3      2    341    220    194    169
 1966    228    134    113     95    259    148    125    104
 1967    230    148    132    117    391    247    217    188
 1968    323    212    190    168    422    280    249    218
 1969     11      0      0      0    377    236    208    180
 1970     21      1      0      0    368    251    226    201
 1971    110     62     52     42    419    277    247    220
 1972    126     53     40     31    324    191    165    140
 1973    160     63     48     33    371    238    211    185
 1974    205    112     92     76    434    283    250    218
 1975     53     22     18     14    254    126    103     85
 1976    173    106     92     79    503    336    299    263
 1977    199     97     74     56    542    374    337    302
 1978    159     99     86     75    320    184    155    130
 1979     54      7      5      3    317    189    163    139
 1980    126     56     45     36    434    293    261    231
 1981    271    147    123    102    557    375    337    302
 1982    110     42     30     20    360    236    213    190
 1983    114     58     48     39    227    122    105     90
 1984     36      8      5      2    270    144    120     96
 1985    208    115     96     77    491    334    301    268
 1986    216    127    108     93    393    236    204    175
 1987    193    106     89     75    510    351    316    283
 1988    213    121    103     85    384    243    211    180
 1989    140     82     70     60    405    267    238    209
 1990    150     75     61     48    377    234    203    177
 1991    167     91     76     64    365    229    201    173
 1992    167     82     68     55    221    123    105     91
 1993     53     27     23     19    235    130    110     92
 1994    164     87     71     59    347    234    209    184
 1995    134     68     56     45    213    119     98     81
 1996     93     39     30     24    261    164    144    124
 1997    137     75     64     53    266    166    143    122
 1998     91     48     42     37    315    194    168    144
 1999    145     68     53     42    312    172    146    124
 2000    242    136    115     96    355    235    208    183
 2001     25      7      5      3    377    237    206    176
 2002     53     22     16     12    355    226    198    173
 2003    174     98     83     70    385    255    231    210
 2004    172     85     70     59    373    247    219    192
 2005    131     65     55     46    426    264    231    199
     ****************************  ****************************
 MEAN  127.9   65.7   54.4   44.8  359.9  227.5  200.0  174.3
 STDV   72.6   47.1   41.4   36.2   84.0   66.8   62.4   57.7

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    694    476    425    378    764    528    472    418
 1952    646    428    378    332    981    742    683    628
 1953    621    417    374    333    961    724    665    606
 1954    517    335    295    262    925    690    633    578
 1955    769    537    487    442    835    601    547    495
 1956    692    482    437    395    991    756    700    644
 1957    591    389    346    305    843    610    555    502
 1958    735    536    493    451    784    558    508    461
 1959    660    445    398    351    962    724    667    612
 1960    626    429    385    344    800    565    511    459
 1961    539    357    319    281    832    603    551    501
 1962    779    554    501    451    837    599    543    488
 1963    657    453    407    363    977    737    679    622
 1964    754    529    481    439    896    662    606    552
 1965    757    539    487    438    883    646    588    533
