# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7613] SHENANDOAH-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.51   0.28   56(64)   18(21)    9(10)    4( 5)    0( 0)    0       87
  2 3/8-->3/14       1.50   0.27   62(69)    9(10)   16(18)    3( 3)    0( 0)    0       90
  3 3/15-->3/21      2.18   0.25   66(70)   14(15)   10(11)    3( 3)    1( 1)    0       94
  4 3/22-->3/28      2.04   0.34   55(64)   13(15)   10(12)    7( 8)    1( 1)    0       86
  5 3/29-->4/4       1.80   0.27   78(69)   21(19)    6( 5)    8( 7)    0( 0)    0      113
  6 4/5-->4/11       2.87   0.32   63(66)   14(15)   15(16)    2( 2)    2( 2)    0       96
  7 4/12-->4/18      2.25   0.35   65(54)   23(19)   26(22)    5( 4)    1( 1)    0      120
  8 4/19-->4/25      1.65   0.32   62(55)   28(25)   17(15)    6( 5)    0( 0)    0      113
  9 4/26-->5/2       1.95   0.36   79(58)   23(17)   22(16)   12( 9)    0( 0)    0      136
 10 5/3-->5/9        2.31   0.40   70(51)   27(20)   25(18)   14(10)    1( 1)    0      137
 11 5/10-->5/16      1.87   0.37   63(51)   25(20)   25(20)   11( 9)    0( 0)    0      124
 12 5/17-->5/23      3.40   0.52   53(42)   28(22)   24(19)   17(14)    3( 2)    0      125
 13 5/24-->5/30      2.80   0.43   82(57)   23(16)   23(16)   10( 7)    6( 4)    0      144
 14 5/31-->6/6       2.34   0.38   75(62)   17(14)   18(15)    8( 7)    3( 2)    0      121
 15 6/7-->6/13       3.70   0.47   73(52)   31(22)   13( 9)   18(13)    5( 4)    0      140
 16 6/14-->6/20      2.85   0.54   59(49)   20(17)   20(17)   14(12)    7( 6)    0      120
 17 6/21-->6/27      3.64   0.55   54(45)   20(17)   27(23)   14(12)    5( 4)    0      120
 18 6/28-->7/4       4.15   0.60   46(46)   13(13)   22(22)   14(14)    5( 5)    0      100
 19 7/5-->7/11       3.62   0.46   63(53)   19(16)   23(19)   11( 9)    3( 3)    0      119
 20 7/12-->7/18      2.65   0.52   49(52)   17(18)   12(13)   14(15)    3( 3)    0       95
 21 7/19-->7/25      2.52   0.59   50(47)   13(12)   17(16)   22(21)    5( 5)    0      107
 22 7/26-->8/1       3.78   0.45   64(63)   10(10)   12(12)   11(11)    4( 4)    0      101
 23 8/2-->8/8        3.47   0.38   62(61)   15(15)   14(14)    9( 9)    1( 1)    0      101
 24 8/9-->8/15       4.79   0.48   60(54)   18(16)   20(18)   10( 9)    4( 4)    0      112
 25 8/16-->8/22      3.48   0.50   41(41)   21(21)   23(23)   12(12)    2( 2)    0       99
 26 8/23-->8/29      2.91   0.46   50(52)   16(17)   17(18)   11(11)    2( 2)    0       96
 27 8/30-->9/5       3.05   0.50   51(53)   13(13)   18(19)   10(10)    5( 5)    0       97
 28 9/6-->9/12       5.89   0.61   36(47)   12(16)   17(22)    8(10)    4( 5)    0       77
 29 9/13-->9/19      3.98   0.45   50(54)   14(15)   17(18)   11(12)    1( 1)    0       93
 30 9/20-->9/26      2.73   0.38   51(53)   24(25)   13(13)    8( 8)    1( 1)    0       97
 31 9/27-->10/3      1.92   0.39   45(63)    7(10)   11(15)    9(13)    0( 0)    0       72
 32 10/4-->10/10     4.70   0.44   44(54)   14(17)   15(18)    8(10)    1( 1)    0       82
 33 10/11-->10/17    2.42   0.45   30(48)   17(27)    6(10)    9(14)    1( 2)    0       63
 34 10/18-->10/24    2.12   0.31   56(68)   13(16)    7( 9)    3( 4)    3( 4)    0       82
 35 10/25-->10/31    1.94   0.35   50(60)   17(20)    9(11)    7( 8)    0( 0)    0       83
 36 11/1-->11/7      2.20   0.42   43(55)   13(17)   10(13)   11(14)    1( 1)    0       78
 37 11/8-->11/14     1.95   0.27   41(67)   10(16)    8(13)    2( 3)    0( 0)    0       61
 38 11/15-->11/21    2.50   0.33   52(67)   11(14)    6( 8)    8(10)    1( 1)    0       78
 39 11/22-->11/28    1.11   0.21   43(78)    6(11)    5( 9)    1( 2)    0( 0)    0       55
 40 11/29-->12/5     1.84   0.26   42(70)    6(10)    8(13)    4( 7)    0( 0)    0       60
 41 12/6-->12/12     1.57   0.24   49(75)    9(14)    5( 8)    2( 3)    0( 0)    0       65
 42 12/13-->12/19    1.20   0.16   51(80)   11(17)    1( 2)    1( 2)    0( 0)    0       64
 43 12/20-->12/26    0.93   0.19   38(75)    8(16)    5(10)    0( 0)    0( 0)    0       51
 44 12/27-->1/2      1.25   0.19   44(76)   10(17)    3( 5)    1( 2)    0( 0)    0       58
 45 1/3-->1/9        0.85   0.18   38(72)   12(23)    3( 6)    0( 0)    0( 0)    0       53
 46 1/10-->1/16      1.22   0.18   36(80)    6(13)    2( 4)    1( 2)    0( 0)    0       45
 47 1/17-->1/23      1.20   0.19   43(73)   13(22)    2( 3)    1( 2)    0( 0)    0       59
 48 1/24-->1/30      0.67   0.15   51(81)    9(14)    3( 5)    0( 0)    0( 0)    0       63
 49 1/31-->2/6       1.52   0.23   49(74)    9(14)    6( 9)    2( 3)    0( 0)    0       66
 50 2/7-->2/13       1.50   0.20   40(73)   12(22)    1( 2)    2( 4)    0( 0)    0       55
 51 2/14-->2/20      1.32   0.22   50(69)   15(21)    5( 7)    2( 3)    0( 0)    0       72
 52 2/21-->2/27      1.42   0.21   55(76)   10(14)    5( 7)    2( 3)    0( 0)    0       72
 53 2/28-->2/29      0.30   0.11   11(85)    2(15)    0( 0)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        5.89   0.38 2789(59)  799(16)  657(13)  383( 8)   82( 1)    0     4710
