# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3980] HUMBOLDT-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3980 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     11      0      0      0    192    100     83     69
 1952     50     23     19     16    362    230    204    182
 1953    123     52     37     25    190     88     71     56
 1954     38     11      7      4    406    251    218    190
 1955     94     46     36     27    475    307    274    243
 1956     71     30     23     18    295    185    162    140
 1957    104     43     31     23    360    231    207    185
 1958     64     20     14      9    325    187    157    132
 1959     79     29     23     17    345    209    182    158
 1960     15      3      2      1    387    241    211    185
 1961     76     29     21     15    223    117     96     77
 1962     28     14     12     10    320    189    165    146
 1963    194    131    118    105    432    274    238    203
 1964     72     31     23     17    322    186    158    135
 1965      3      0      0      0    215    109     91     76
 1966    203    113     93     76    209    111     92     75
 1967    179    109     96     85    330    199    171    143
 1968    262    166    148    131    371    227    198    170
 1969     17      1      0      0    333    187    156    129
 1970     25      3      1      0    347    224    198    172
 1971     64     31     26     22    358    226    198    171
 1972     97     44     33     24    261    140    117     96
 1973    135     48     36     27    294    170    143    121
 1974    102     36     26     19    373    225    194    166
 1975     41      9      7      5    207     97     77     61
 1976    139     81     68     58    449    290    255    220
 1977    195     94     78     62    503    337    301    267
 1978    116     68     58     48    268    143    117     93
 1979     50     19     13      9    233    132    110     90
 1980     64     18     12      9    352    219    192    171
 1981    217    110     90     72    430    266    236    206
 1982     63     24     18     13    281    175    153    132
 1983     92     44     34     25    172    102     88     75
 1984     31      4      2      1    237    118     94     74
 1985    149     69     55     43    467    307    274    243
 1986    197    114    101     90    403    241    206    172
 1987    183    102     88     75    458    308    276    249
 1988    177     91     75     59    333    207    177    152
 1989    109     58     49     41    382    241    211    183
 1990    158     75     60     47    381    235    203    177
 1991    130     61     49     39    359    213    185    159
 1992    134     59     47     37    265    153    134    117
 1993     34     12      8      5    240    124    102     83
 1994    144     73     61     49    355    236    211    186
 1995    126     52     41     33    222    112     91     72
 1996     85     35     27     21    287    173    148    126
 1997    112     53     42     32    266    151    129    107
 1998     82     44     39     34    304    170    143    119
 1999    110     48     38     29    276    141    117     96
 2000    217    119    100     83    302    187    165    145
 2001     16      3      2      1    363    221    192    165
 2002     42     15     11      8    303    183    158    136
 2003    135     78     68     58    364    243    218    195
 2004    153     71     55     43    350    214    187    161
 2005    105     54     48     43    415    250    216    184
     ****************************  ****************************
 MEAN  103.9   50.4   41.3   33.5  326.4  196.4  170.0  146.1
 STDV   62.5   38.7   34.0   29.7   79.7   61.0   56.6   52.1

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    679    456    405    358    720    490    434    382
 1952    573    366    320    280    965    727    668    610
 1953    608    400    357    318    948    712    653    594
 1954    496    327    288    251    932    696    640    584
 1955    724    492    446    401    802    571    517    465
 1956    651    450    407    365    946    715    658    603
 1957    566    363    320    282    840    604    545    491
 1958    706    504    458    415    746    517    465    418
 1959    681    469    421    376    921    684    627    572
 1960    650    438    389    345    821    588    532    481
 1961    569    376    336    297    860    624    572    523
 1962    800    565    512    461    851    613    557    503
 1963    632    423    378    336    973    733    675    617
 1964    761    536    486    439    864    630    574    519
 1965    756    535    482    429    876    637    581    526
 1966    531    362    326    292    857    621    565    511
 1967    497    317    281    248    806    573    519    467
 1968    502    317    280    245    893    655    599    544
 1969    661    449    401    357    704    483    433    384
 1970    724    509    460    413    889    653    597    544
 1971    553    365    327    292    989    749    689    630
 1972    649    441    394    349    832    600    547    495
 1973    562    356    311    271    917    677    618    561
 1974    551    350    305    264    814    580    527    475
 1975    739    512    463    418    897    658    599    542
 1976    589    389    345    305    879    643    586    530
 1977    897    656    599    544    909    670    611    553
 1978    658    448    404    361    862    633    581    530
 1979    587    388    346    308    859    626    569    515
 1980    657    455    409    368    880    640    582    527
 1981    566    363    321    282    878    638    579    522
 1982    690    463    408    358    710    482    433    388
 1983    486    314    280    249    837    607    553    502
 1984    554    356    312    271    945    706    647    588
 1985    756    533    483    435    797    564    510    459
 1986    661    436    386    339    913    673    614    556
 1987    822    589    537    486    955    717    659    601
 1988    844    609    555    504    973    734    676    619
 1989    645    443    395    354    852    618    563    509
 1990    552    349    305    264    916    683    625    567
 1991    738    517    466    417    991    751    691    631
 1992    670    465    420    378    847    610    555    500
 1993    583    367    320    278    807    575    519    464
 1994    698    492    448    405    918    680    621    563
 1995    532    328    286    246    886    648    590    534
 1996    521    317    273    234    886    650    593    537
 1997   5956   4061   3810   3559      0      0      0      0
 1998    750    510    454    403    755    526    472    419
 1999    601    370    324    281    820    581    524    469
 2000    664    444    397    352    769    530    475    422
 2001    593    357    307    263    820    582    525    471
 2002    500    327    289    255    930    690    630    573
 2003    524    305    265    229    797    557    497    439
 2004    582    375    329    285    762    524    467    414
 2005    519    313    268    232    923    683    623    563
     ****************************  ****************************
 MEAN  731.2  491.2  441.7  395.4  849.8  618.4  562.9  509.2
 STDV  724.1  497.5  469.6  441.1  136.7  109.2  102.2   95.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    959    711    649    588    918    670    609    548
 1952   1017    769    708    647    907    660    599    542
 1953   1027    779    718    659    982    734    672    611
 1954   1075    827    765    703    941    693    631    570
 1955   1144    896    834    772   1056    808    747    686
 1956    927    679    617    556    967    728    671    615
 1957   1108    860    798    736    967    721    660    602
 1958    906    659    599    540    957    713    654    598
 1959    993    745    683    623   1084    836    774    713
 1960   1004    756    695    636   1020    772    710    648
 1961   1000    752    690    629    973    725    663    602
 1962    965    718    658    599    951    704    644    586
 1963   1054    806    744    682    946    701    642    584
 1964   1050    802    740    678    837    599    543    490
 1965   1003    755    693    633    898    653    594    537
 1966   1051    803    741    679    843    596    540    488
 1967    932    687    630    573    855    619    565    512
 1968    975    727    666    607    929    681    621    563
 1969   1036    788    726    665    966    718    656    595
 1970    991    745    685    627    916    671    612    554
 1971    897    653    594    537    894    651    592    539
 1972    936    695    636    578    910    664    605    547
 1973   1006    758    696    635   1011    763    701    640
 1974   1085    837    776    716    841    596    538    481
 1975   1039    792    731    672   1021    773    711    649
 1976   1027    779    717    657    921    679    621    565
 1977   1028    780    718    657    805    566    509    454
 1978    970    722    660    600    927    681    623    569
 1979    975    727    665    603    920    673    614    557
 1980   1030    782    722    662    939    691    629    567
 1981   1000    752    691    630    889    644    586    531
 1982   1018    770    708    646    873    634    578    524
 1983   1052    804    742    680   1053    805    744    683
 1984    994    746    685    625   1023    775    715    656
 1985    999    751    689    627    879    633    574    515
 1986   1054    806    744    682    817    578    521    466
 1987   1072    824    762    701    883    638    580    522
 1988   1014    766    704    643   1017    773    714    655
 1989   1027    779    717    655    938    690    629    569
 1990    970    722    660    599    962    714    654    595
 1991   1009    761    699    638    953    705    643    582
 1992    835    587    527    467    788    549    494    441
 1993    984    736    674    612    954    706    644    583
 1994    902    654    592    532    858    612    554    497
 1995    994    746    685    624   1072    824    762    700
 1996    913    665    603    542    890    642    581    521
 1997      0      0      0      0      0      0      0      0
 1998    995    747    685    623    972    724    662    600
 1999   1072    824    762    700    893    645    583    522
 2000    967    719    657    596    939    691    629    567
 2001   1037    789    727    665    936    688    626    564
 2002   1075    827    765    703    898    650    590    530
 2003    966    718    656    594    971    723    661    599
 2004    922    674    612    550    769    528    475    423
 2005   1025    777    715    653      0      0      0      0
     ****************************  ****************************
 MEAN  983.7  740.6  680.3  620.7  896.9  660.2  602.7  546.5
 STDV  146.7  116.5  109.2  101.9  188.9  145.8  135.1  124.5

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    589    386    340    298    407    251    220    191
 1952    741    531    484    439    340    219    193    167
 1953    712    512    468    426    575    392    353    314
 1954    741    512    458    406    358    202    169    140
 1955    749    538    492    448    468    308    272    238
 1956    666    475    435    396    570    386    351    318
 1957    606    407    368    330    350    194    162    135
 1958    734    524    480    438    510    339    303    268
 1959    691    482    437    396    290    153    127    106
 1960    731    518    470    424    460    309    275    242
 1961    671    464    417    372    486    317    279    242
 1962    615    425    382    341    507    326    285    250
 1963    733    510    457    407    678    469    424    383
 1964    645    441    394    352    391    239    210    183
 1965    512    315    272    233    451    289    253    218
 1966    618    437    397    357    403    259    230    202
 1967    607    411    371    332    375    236    208    183
 1968    641    426    379    337    449    288    253    220
 1969    692    480    432    387    317    182    157    135
 1970    655    450    407    366    365    216    183    156
 1971    703    502    458    416    482    303    268    235
 1972    662    449    402    358    293    169    147    127
 1973    636    418    369    323    513    330    289    251
 1974    555    373    332    293    449    278    241    207
 1975    578    386    345    304    547    377    338    301
 1976    670    477    433    392    287    178    156    135
 1977    645    437    393    350    320    191    163    137
 1978    783    569    519    472    331    197    165    135
 1979    702    497    456    415    370    230    199    170
 1980    719    505    455    407    317    194    170    146
 1981    642    440    398    360    302    164    137    111
 1982    597    397    352    310    379    227    195    166
 1983    709    502    454    409    348    201    172    144
 1984    636    436    390    347    419    249    214    181
 1985    672    468    420    374    359    199    166    136
 1986    725    497    443    390    374    218    186    157
 1987    698    468    419    374    305    171    142    117
 1988    737    516    467    420    311    172    145    120
 1989    649    454    410    368    450    294    262    231
 1990    770    550    499    450    396    254    223    194
 1991    669    466    420    375    380    235    205    179
 1992    663    464    417    371    384    231    204    180
 1993    522    318    276    237    350    210    180    153
 1994    744    520    470    422    461    277    237    200
 1995    618    425    383    341    385    229    197    168
 1996    609    401    357    315    441    275    242    210
 1997      0      0      0      0      0      0      0      0
 1998    789    559    506    453    381    213    180    150
 1999    589    392    353    315    348    217    190    166
 2000    661    456    411    370    455    274    236    202
 2001    591    374    323    275    338    194    165    137
 2002    689    470    420    375    233    127    107     89
 2003    606    408    364    322    409    261    232    205
 2004    764    536    486    436    367    205    173    145
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  642.7  443.2  398.9  356.8  386.1  238.5  207.9  179.6
 STDV  141.2  103.8   95.5   87.6  112.9   81.4   74.6   68.1
