# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia7979
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0     4     2     0     6        0     0     6     6     0    12
 1952     1    11     9     2     3    26        1    44    28     5     3    81
 1953     0    12    10     7     3    32        0    52    29    25    14   120
 1954     0     8    19     2     2    31        0    31    93     6     7   137
 1955     0     2    22    23    10    57        0    12   151   183    49   395
 1956     2    20    11    12     8    53        5   144    44    68    33   294
 1957     0     2    14     9     0    25        0     5    79    31     0   115
 1958     0     2     2    15     2    21        0     7     7    48     5    67
 1959     2     8     8    16     3    37        4    31    28    63    12   138
 1960     0     1    10     3     8    22        0     1    36    11    29    77
 1961     0     4     6     6     1    17        0    14    29    15     1    59
 1962     0     3     6     3     0    12        0     7    17     7     0    31
 1963     2     8    12     4     1    27        4    35    40    19     1    99
 1964     5     5    19     4     2    35        9     9    87    20     5   130
 1965     3     3    10    13     0    29        6     8    48    53     0   115
 1966     0     5    19     6     0    30        0    11   119    16     0   146
 1967     3     0     8     1     0    12       18     0    20     3     0    41
 1968     0    10     8    10     0    28        0    37    31    51     0   119
 1969     0     1    10     9     0    20        0     3    41    16     0    60
 1970     1     7    13     9     6    36        1    32    47    42    31   153
 1971     0     8     3     6     4    21        0    51     9    21    21   102
 1972     1     4     7    10     1    23        1    13    20    49     3    86
 1973     0    11     7    11     0    29        0    27    15    23     0    65
 1974     0     6    19     1     0    26        0    25   119     1     0   145
 1975     3     2    18    11     2    36       10     6    80    33     8   137
 1976     1     6    16    18     5    46        2    33    89   114    25   263
 1977     3     7    12     4     1    27        3    42    77     7     2   131
 1978     2     6    15     5     7    35        5    25    47    15    22   114
 1979     1     3     6     5     3    18        1    14    21    23     7    66
 1980     1     7    18     7     3    36        1    33   105    19    15   173
 1981     0     6     7     1     4    18        0    24    34     1    10    69
 1982     0     0     7     3     0    10        0     0    31    16     0    47
 1983     0     6    15    20     4    45        0    12    64   107    17   200
 1984     0     3     6    11     3    23        0     4    12    49    13    78
 1985     0     4     7     4     3    18        0    19    27     6    11    63
 1986     0     6    12     1     0    19        0    19    39     2     0    60
 1987     7    15    17     6     2    47       20    84    72    27     2   205
 1988     7    16    16    15     4    58       20    94    80   127     8   329
 1989     2     3    12     2     1    20       10    15    75    12     5   117
 1990     0     7     8     5     4    24        0    25    32    12    12    81
 1991     3     8    10     6     2    29        8    33    36     9     2    88
 1992     2     4     1     2     0     9        9     6     2     2     0    19
 1993     0     2     1     2     1     6        0     3     3     4     1    11
 1994     4     4     0     4     3    15       10    14     0     9     9    42
 1995     0    10    11    17     0    38        0    44    71    58     0   173
 1996     2     9     5     1     0    17       13    49    12     3     0    77
 1997     1     6    12     8     2    29        1    22    49    19     2    93
 1998     3     6     8     6     9    32       16    24    22    20    48   130
 1999     0     6    17     3     4    30        0    11    77    13     9   110
 2000     1     4     7     7     7    26        2    16    17    27    41   103
 2001     2     9    14     9     0    34       16    40    43    47     0   146
 2002     1    14    21     2     4    42        6    53   114    10    12   195
 2003     0     4     6    11     3    24        0     7    23    66     4   100
 2004     0     2     4     1     5    12        0     6    10     1    11    28
 2005     0     8    13     0     0    21        0    27    45     0     0    72
 **************************************************************************************
MEANS   1.2   6.1  10.5   6.9   2.5  27.3      3.7  25.5  46.4  29.8   9.3 114.7
