# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2689
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.30  3.66  3.64  4.17  5.48  5.64  3.46  7.68  3.35  1.50  0.75  0.37 40.00
 1952  2.19  0.67  2.91  0.98  2.70  5.72  4.63  5.59  0.38  0.00  0.74  0.76 27.27
 1953  1.24  1.27  3.03  2.63  2.37  7.36  2.55  5.65  1.07  0.37  1.60  1.28 30.42
 1954  0.17  1.58  2.32  3.10  3.30  8.07  3.07  5.66  1.88  3.58  0.34  0.28 33.35
 1955  0.19  1.62  0.41  3.70  1.51  3.58  2.40  1.06  1.75  1.15  0.31  0.89 18.57
 1956  0.32  0.25  1.51  2.10  3.11  3.44  4.88  2.89  0.28  0.83  2.99  0.26 22.86
 1957  0.13  0.20  1.44  1.43  4.49  3.44  1.71  2.98  2.78  2.78  2.91  0.44 24.73
 1958  0.34  0.29  0.61  3.52  1.97  2.53  1.96  0.71  1.00  1.25  0.65  0.34 15.17
 1959  0.32  2.47  1.99  1.18 11.80  3.73  0.28  4.76  3.61  2.03  2.42  1.35 35.94
 1960  0.38  0.62  1.26  2.51  5.92  3.20  1.79  3.68  4.23  0.68  1.12  1.07 26.46
 1961  0.14  2.05  7.64  1.81  3.55  3.44  4.89  3.66  3.67  1.84  1.11  1.61 35.41
 1962  0.23  3.98  2.91  1.16  2.55  5.74  7.31  6.60  2.91  1.35  0.16  0.48 35.38
 1963  0.41  1.16  1.98  1.92  3.39  2.48  6.53  2.66  2.30  1.97  0.12  0.32 25.24
 1964  0.49  0.00  2.77  6.96  3.25  2.81  7.21  3.66  9.82  0.00  1.32  0.79 39.08
 1965  0.45  2.24  3.55  3.39  6.29  3.13  1.29  1.94  8.53  1.16  0.80  0.90 33.67
 1966  0.89  0.82  2.59  1.95  4.02  1.89  2.09  2.45  0.69  1.00  0.52  2.13 21.04
 1967  1.51  0.41  0.72  2.52  3.89  8.96  1.45  1.66  1.53  1.22  0.04  0.91 24.82
 1968  1.11  0.24  0.74  4.80  1.72  5.31  7.05  2.26  6.06  3.21  0.47  3.66 36.63
 1969  2.49  2.04  0.69  1.92  4.85  9.79  8.10  4.49  0.72  3.56  0.44  2.15 41.24
