# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia6800   BASE TEMP=32
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113           9    28 271          158
   1952   4    14 105          10     4 278          173
   1953   5    13 133          10    26 299          166
   1954   5     9 129          10    16 289          160
   1955   4     7  97          10    13 286          189
   1956   5     4 125          10     7 281          156
   1957   5     4 124          10    17 290          166
   1958   4    29 119          10     1 274          155
   1959   5    15 135          10     8 281          146
   1960   5     8 129          10    19 293          164
   1961   5     2 122           9    28 271          149
   1962   4    19 109          10    23 296          187
   1963   5    23 143          10    28 301          158
   1964   4    22 113          10     5 279          166
   1965   5    28 148           9    24 267          119
   1966   5     9 129          10     1 274          145
   1967   5     9 129           9    27 270          141
   1968   5    11 132          10     4 278          146
   1969   4    28 118          10     8 281          163
   1970   5     2 122          10     3 276          154
   1971   5    12 132           9    23 266          134
   1972   5     7 128           9    30 274          146
   1973   5     3 123          10    16 289          166
   1974   5     6 126           9    22 265          139
   1975   4    19 109          10     1 274          165
   1976   5     6 127          10     6 280          153
   1977   4     6  96          10     3 276          180
   1978   4    21 111          10     7 280          169
   1979   5     4 124          10     4 277          153
   1980   5     8 129          10     3 277          148
   1981   5    11 131          10     2 275          144
   1982   4    22 112          10    16 289          177
   1983   4    24 114           9    21 264          150
   1984   5     1 122           9    15 259          137
   1985   4     9  99           9    24 267          168
   1986   5     2 122          10    12 285          163
   1987   4    23 113          10     3 276          163
   1988   4    27 118          10     4 278          160
   1989   5     6 126           9    23 266          140
   1990   5     1 121           9    23 266          145
   1991   4    16 106           9    19 262          156
   1992   4    27 118           9    28 272          154
   1993   4    21 111           9    27 270          159
   1994   5     1 121          10     9 282          161
   1995   4    27 117           9    22 265          148
   1996   5     2 123          10     3 277          154
   1997   5    15 135          10    13 286          151
   1998   4    17 107          10     1 274          167
   1999   4    19 109           9    29 272          163
   2000   4    21 112           9    25 269          157
   2001   4    24 114          10     6 279          165
   2002   5     2 122          10     7 280          158
   2003   4     9  99           9    25 268          169
   2004   5    14 135          10     2 276          141
             MEAN=120              MEAN=276     MEAN=156
