# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7161] ROCKWELL-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia7161
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32   2  41   3  39   5  45   5  45   6  36   9  32  10  37  13  39  11  44   6  39   2  37   4
  2  33   3  48   3  37   3  48   6  38   6  35   5  30  13  34  11  46   8  39  10  39   5  32   3
  3  34   3  37   4  35   3  47   2  40   7  39   3  36   5  35   7  39  11  39   3  37   4  34   5
  4  32   4  40   4  39   3  46   7  47   6  34  10  33  13  31  12  44  10  41   5  38   4  37   4
  5  37   2  36   3  35   4  47   6  37   4  39  11  33  12  32   7  37  13  45   5  37   4  34   6
  6  35   2  36   4  42   5  48   7  42   8  35  11  32  11  33   7  37  10  41   6  38   2  34   2
  7  33   6  39   4  43   5  45   8  40   4  34   9  34  10  36   4  42   8  41   7  42   7  45   3
  8  37   7  40   4  37   4  41   5  39   7  35   8  33  13  36   7  36   7  40   8  40   3  33   4
  9  31   6  38   4  43   5  49   5  41   6  39   6  31  12  31  15  40   6  39   7  39   4  35   4
 10  38   4  38   3  40   3  41   4  40   6  41   8  35  12  36  12  43   7  43  11  38   3  35   4
 11  38   4  37   4  40   3  44   3  38   7  36   9  35   9  33   9  39   9  42   7  38   3  43   6
 12  43   1  39   3  34   5  45   4  40   8  35   4  30   5  36   7  48   8  41   5  44   5  38   4
 13  40   3  38   4  37   3  42   7  45   7  35  14  38  10  33   8  39   7  39   6  37   4  39   2
 14  34   2  35   3  42   6  45   3  39   7  35  14  35   8  41  10  40   7  45  10  42   6  46   1
 15  43   5  35   5  37   7  47   3  36   8  32   9  31  13  36  13  40   3  37   6  36   6  32   3
 16  44   6  38   6  41   4  42   7  47   6  34   9  36  11  36   7  40   7  40   5  35   7  45   6
 17  37   5  37   6  38   4  44   5  41   7  33   9  40  11  39  11  42   9  38   5  35   3  35   4
 18  49   4  38   2  40   2  44   9  42   6  36   7  30  13  37  12  36   8  43   6  36   5  39   4
 19  40   4  33   3  34   3  46   6  43   8  36   7  29  10  33  11  43   9  42   5  47   2  40   4
 20  41   5  41   3  39   6  41   8  37   9  34   9  32  11  36   9  41   7  52   5  35   3  36   6
 21  36   3  48   4  43   6  47   5  35   7  36   9  36   4  35  10  40   7  42   3  42   3  42   5
 22  44   3  36   4  46   4  38   5  38   4  35  12  31  11  39  11  45  10  40   6  44   4  31   5
 23  35   3  33   5  44   8  39   6  34   7  37   8  35   9  35   8  38   6  41   3  33   4  36   5
 24  41   4  48   5  44   4  40   7  39   9  36  11  34   8  35   9  42   9  44   5  36   4  38   2
 25  37   1  41   2  38   6  43   9  37   6  34  15  36  10  38   6  42   6  40   6  42   3  35   3
 26  36   5  42   5  44   5  43  11  37   5  33  10  37  14  35   7  38   6  40   8  35   3  35   4
 27  37   3  37   4  48   4  40   8  36   3  35   7  36   5  38  10  42   5  46   6  33   3  29   4
 28  40   4  38   5  43   4  43   5  35   6  44  11  33  10  37  12  42   6  44   5  40   1  35   3
 29  39   5  34   5  44   4  46   9  37   4  37   9  35  11  38   8  45   8  42   7  36   3  40   1
 30  36   7  **  **  49   7  41   7  34   6  31   7  32  10  38  10  46   8  41   5  35   3  40   1
 31  40   6  **  **  46   3  **  **  33   9  **  **  41   9  34  10  **  **  45   3  **  **  36   3
