# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0753] BLOOMFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia0753
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     3    13     7     1    24        0    13    46    35     1    95
 1952     2    20    18     9     6    55        4   125   117    24    13   283
 1953     4    22    21    19    10    76       23   117   151   158    73   522
 1954     0    19    27    16     9    71        0   122   231    80    54   487
 1955     2     5    29    24    11    71        4    14   238   204    68   528
 1956    11    21    19    19    10    80       40   166   137    67    32   442
 1957     0     9    24    14     1    48        0    25   172   102     6   305
 1958     2     5     4    16     2    29        2    19     8    58     5    92
 1959     3    11    14    21     5    54        6    38    46    99    25   214
 1960     0     2    10    12     8    32        0     7    31    46    63   147
 1961     0     7    12    17     8    44        0    32    53    63    28   176
 1962     8     5    12    14     2    41       14    13    32    62     6   127
 1963     2    17    20    13     5    57        7    91    79    63    10   250
 1964     4    10    21    11     6    52       12    32   119    64    17   244
 1965     2     2    10    16     1    31        2     7    50   119     2   180
 1966     1     7    22     8     2    40        1    18   163    29     3   214
 1967     5     2    12     5     0    24       16     4    63    13     0    96
 1968     1    17    13    14     2    47        1    60    68    86     3   218
 1969     2     8    16    15     1    42        2    25    67    53     2   149
 1970     1     7    21    12     4    45        2    29   161    56     9   257
 1971     0    20    13    12    13    58        0   110    41    66    46   263
 1972     5    10    18    13     5    51        9    40    81    90    21   241
 1973     0    10    15    15     2    42        0    27    70    46     6   149
 1974     0     4    23     4     0    31        0    10   162    11     0   183
 1975     1    11    24    15     3    54        1    35   141   117    16   310
 1976     0     2    17    12     2    33        0     7   107    54     6   174
 1977     3    13    25     8     0    49        6    52   219    30     0   307
 1978     2    11    12    10    10    45        4    39    40    23    37   143
 1979     0     5    12    14     3    34        0     9    29    64     4   106
 1980     4     6    24    23     8    65        8    25   217   125    29   404
 1981     0     4     8     7     5    24        0    11    40    18     6    75
 1982     0     4    21     6     1    32        0     6    58    34     4   102
 1983     0    10    28    30    12    80        0    49   254   343    58   704
 1984     0     8    15    20    10    53        0    21    68   125    38   252
 1985     2     5    16     8    10    41       11    27    68    32    50   188
 1986     0    13    22     6     1    42        0    50    90    16     1   157
 1987     4    13    22    16     3    58        9    79   154    99     4   345
 1988     6    17    26    21     7    77       15   134   204   230    15   598
 1989     2     8    20    14     0    44        2    21   112    47     0   182
 1990     0     7    13    12    13    45        0    22    68    69    57   216
 1991     5    15    16    14     8    58        7    69   115    98    28   317
 1992     0     8     6     5     0    19        0    20    23    15     0    58
 1993     0     3     6    12     2    23        0     5    19    46     4    74
 1994     0    13    12    11     4    40        0    39    43    56    10   148
 1995     0     7    17    23     0    47        0    25    85   115     0   225
 1996     2    11     9     5     0    27        5    32    38    15     0    90
 1997     0     8    15     7     3    33        0    17    98    28     7   150
 1998     2     6    12    13     5    38        4    25    39    52    25   145
 1999     0     8    22     9     6    45        0    22   178    37    38   275
 2000     2     4     6    14    10    36        3    11    16    45    65   140
 2001     1     5    16    11     1    34        1    12    84    68     4   169
 2002     0    12    20     8     8    48        0    45    98    40    34   217
 2003     0     2    13    15     0    30        0     7    54   124     0   185
 2004     0     3     3     3     1    10        0     4    11     9     1    25
 2005     0    11    18     0     0    29        0    47   128     0     0   175
 **************************************************************************************
MEANS   1.7   9.0  16.4  12.7   4.5  44.3      4.0  38.4  96.1  70.3  18.8 227.6
