# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6151
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1411   1066   1104    621    153     82     10      7    170    426    987   1398
 1952   1347    911   1000    486    190      3      1      6     93    549    843   1256
 1953   1302    988    821    595    219      8      1      0    102    256    697   1078
 1954   1419    740    972    340    294     32      0      0     53    408    652   1091
 1955   1330   1276    935    252    104     66      0      3     88    356   1000   1314
 1956   1371   1170    875    536    123     15      0     15    107    190    796   1063
 1957   1525    950    862    467    191     20      0      3    140    457    881   1006
 1958   1261   1320    957    466    116     31      2     30     71    336    731   1259
 1959   1491   1203    833    468    148     18     10      0    155    488    995    961
 1960   1394   1338   1364    416    158     16      3      0     96    355    770   1196
 1961   1336    972    818    569    221     40      0      6    175    326    847   1426
 1962   1532   1129   1061    469     33     23      7      5    151    335    739   1188
 1963   1670   1141    728    363    163      1      0     15     61    117    676   1536
 1964   1134   1029    972    395     74     41      0     43    133    404    692   1277
 1965   1349   1246   1224    426     76     12      0     12    178    312    745    949
 1966   1503   1075    712    568    222     28      0     36    153    388    795   1248
 1967   1305   1110    734    369    285     28     30     37    143    441    862   1164
 1968   1389   1153    665    406    262     25      8      9    107    361    895   1328
 1969   1510   1099   1074    404    158     72      0      2     76    516    778   1291
 1970   1587    993    972    434     99     14     11      5    137    462    860   1137
 1971   1497   1198    923    402    212      2     17     11    111    272    766   1142
 1972   1398   1152    775    433    176     14     13     14    111    483    887   1401
 1973   1357   1039    673    454    191      1      0      1     96    266    755   1324
 1974   1455   1002    719    368    153     44      0     37    190    321    762   1148
 1975   1362   1214   1068    522     85     21      6      0    192    309    709   1109
 1976   1273    860    799    293    200     13      4      6     95    575   1014   1307
 1977   1710    997    649    262     23      5      0      8     65    435    817   1302
 1978   1698   1451   1019    438    210     26      3     20     70    437    847   1338
 1979   1788   1465    917    547    203     22      4     22     89    412    869   1041
 1980   1280   1266    957    435    152     15      0      0    102    481    738   1153
 1981   1219   1017    757    242    203      2      8     19     96    453    708   1279
 1982   1662   1174    927    525    108     51      0     22    140    371    838   1085
 1983   1236    951    850    632    264     31      0      0    101    413    782   1751
 1984   1409    871   1024    544    229      4      2      3    142    348    752   1148
 1985   1477   1185    719    351     86     28      0      5    199    349   1068   1525
 1986   1078   1167    679    365    116      1      0     23     45    368    938   1148
 1987   1133    791    688    352     76      6      1     33     65    513    665   1072
 1988   1350   1210    765    420     33      7      1      8     54    516    788   1142
 1989   1064   1431    956    440    181     32      3      7    146    379    899   1557
 1990   1064   1025    788    538    255     33     10      2     83    412    695   1396
 1991   1618    935    772    392    146      3      0      2    156    446   1109   1119
 1992   1111    899    720    568    168     16     17     41    149    395    956   1222
 1993   1509   1289    972    607    176     44      0     11    216    487    957   1163
 1994   1499   1266    793    462    162     19      4     25    123    352    769   1192
 1995   1431   1023    871    588    302     36      7      0    186    435   1026   1232
 1996   1516   1190   1077    569    270     31      6      5    203    407   1031   1373
 1997   1545   1086    820    634    311      6     11      8     66    433    920   1144
 1998   1270    854   1058    462     80     82      0      0     37    313    692   1065
 1999   1388    898    865    464    169     48      1     10    174    422    588   1118
 2000   1206    903    677    461    101     30      5      5    115    284    992   1640
 2001   1314   1293   1031    379    163     57      2      4    140    421    499   1042
 2002   1125   1000   1049    472    266      6      0      8    109    581    890   1066
 2003   1369   1218    889    427    236     57      0      0    172    357    860   1087
 2004   1436   1238    735    413    181     58     18     57     41    337    711   1143
 2005   1423    918    836    352    208      1      5      0      0      0      0      0
 MEAN   1390   1098    882    452    171     26      4     12    120    394    825   1225
