# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5086] MANCHESTER-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    1    1    0    0
 Sep 18    3    3    1    0
 Sep 20    9    5    1    0
 Sep 22   18   12    3    0
 Sep 24   20   16    3    0
 Sep 26   25   16    5    0
 Sep 28   37   20    9    0
 Sep 30   50   25   12    0
 Oct 02   53   31   18    3
 Oct 04   64   35   20    5
 Oct 06   77   46   27    7
 Oct 08   81   51   33    9
 Oct 10   85   61   40   14
 Oct 12   87   68   46   16
 Oct 14   92   72   48   16
 Oct 16   96   77   59   16
 Oct 18   98   79   64   24
 Oct 20   98   88   68   27
 Oct 22   98   90   74   31
 Oct 24   98   92   77   40
 Oct 26   98   94   81   44
 Oct 28  100   96   83   46
 Oct 30  100   98   90   51
 Nov 01  100  100   94   61
 Nov 03  100  100   98   68
 Nov 05  100  100  100   77
 Nov 07  100  100  100   85
 Nov 09  100  100  100   88
 Nov 11  100  100  100   90
 Nov 13  100  100  100   92
 Nov 15  100  100  100   94
 Nov 17  100  100  100   96
 Nov 19  100  100  100  100
 Nov 21  100  100  100  100
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
