# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia3584
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      5     36     47    184    119      6     10      0      0
 1952      0      0      0      3     19    219    246    137     83      0      0      0
 1953      0      0      0      1     51    210    221    180     56     37      0      0
 1954      0      0      0      4     14    245    301    173     76     10      0      0
 1955      0      0      0      3     57     96    402    352    101      5      0      0
 1956      0      0      0      2     64    274    150    209     28     14      0      0
 1957      0      0      0      7     13    105    346    194     19      0      0      0
 1958      0      0      0      4     23     67    109    231     49      9      0      0
 1959      0      0      0      0     58    177    175    306     88      0      0      0
 1960      0      0      0     14      7     82    202    199    106      3      0      0
 1961      0      0      0      0     27    144    178    201     75      4      0      0
 1962      0      0      0      8     93    105    151    159     25     14      0      0
 1963      0      0      0      2     38    217    236    175     61     41      0      0
 1964      0      0      0      2     84    163    310    145     64      0      0      0
 1965      0      0      0      0     57     95    218    156     14      6      0      0
 1966      0      0      0      0     28    158    306    121     36      7      0      0
 1967      0      0      0      8     52    116    180    108      5      8      0      0
 1968      0      0      0      2     20    192    192    191     25     27      0      0
 1969      0      0      0      0     58     53    248    193     40      7      0      0
 1970      0      0      0     28     67    174    248    178    100     10      0      0
 1971      0      0      0      0      9    310    148    159    115     19      0      0
 1972      0      0      0      0     58    118    194    228     57      0      0      0
 1973      0      0      0      0      4    188    244    234     44     16      0      0
 1974      0      0      0      7     18     97    351    122     36      0      0      0
 1975      0      0      0      0     78    163    309    245     40     31      0      0
 1976      0      0      0      8      9    168    291    191     63     14      0      0
 1977      0      0      0     23    146    215    357    123     45      0      0      0
 1978      0      0      1      0     69    172    225    203    166      3      1      0
 1979      0      0      0      0     42    136    192    207     78      4      0      0
 1980      0      0      0     20     76    164    319    242     98      1      0      0
 1981      0      0      0     10     10    158    274    160     47      0      0      0
 1982      0      0      0      0     40     48    265    146     65      1      0      0
 1983      0      0      0      2      4    169    355    326     90     13      0      0
 1984      0      0      0      3     22    146    204    268     58      1      0      0
 1985      0      0      0     31     57    105    208     95    113      0      0      0
 1986      0      0      0      7     14    177    284     95     57      0      0      0
 1987      0      0      0     14    100    248    333    180     37      0      0      0
 1988      0      0      0      0     78    285    303    330     69      0      0      0
 1989      0      0      0      2     33    130    297    186     43      4      0      0
 1990      0      0      0     23      6    180    206    186    127      8      0      0
 1991      0      0      1     18    129    250    260    197     70      0      0      0
 1992      0      0      0      0     34     96     92     73     32     10      0      0
 1993      0      0      0      0     15    100    180    174     10     15      0      0
 1994      0      0      0     12     40    175    145    101     74      3      0      0
 1995      0      0      0      0      1    183    235    299     28     13      0      0
 1996      0      0      0      0     28    146    150    110     42      3      0      0
 1997      0      0      0      0      0    148    228    115     46     52      0      0
 1998      0      0      0      0     74    117    226    197    115      0      0      0
 1999      0      0      0      0     27    128    341    132     39      0      0      0
 2000      0      0      0      0     50     95    226    179    106     11      0      0
 2001      0      0      0      7     41    150    269    211     18      1      0      0
 2002      0      0      0     13     29    201    319    148     92      6      0      0
 2003      0      0      0     13      9    103    209    251     55     11      0      0
 2004      0      0      0      6     20    100    156     94     91      0      0      0
 2005      0      0      0      6      8    203    275      0      0      0      0      0
 MEAN      0      0      0      6     41    155    241    184     62      8      0      0
