# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   6   8  13  12  12  10  11   7   5   2   3  92
1952     4   4   5   7  10   7   9  13   5   0   3   3  70
1953     6   6   9  11  10   9   5   5   3   4   2   2  72
1954     1   3   7   9   7  11   9  13   6  10   3   0  79
1955     3   3   5   7   7  13   7   4   8   3   2   2  64
1956     4   4   2   5  10   8   9  11   3   6   5   1  68
1957     3   1   9   4  11  12   9   8  11  10   7   5  90
1958     4   3   3   8   6  11  14   6   5   0   3   1  64
1959     4   4   8   8  16   6   5   8  10   9   5   6  89
1960     4   4   7   7  10   9   6  13   8   2   1   2  73
1961     2   4   7   8   7  10   8   9  16   3   3   5  82
1962     2   5   5   6  13  11   9  10   8   8   4   2  83
1963     5   4   6   9   8  11   6  10   6   4   0   0  69
1964     0   6   9  12   9  10   9   8  11   2   6   7  89
1965     6   7  11  12  15   8  12   7  17   3   5   2 105
1966     5   3   3   4   7  13   8   9   6   4   1   4  67
1967     7   5   5   8   4  17   4   5   8   8   2   4  77
1968     6   4   4  10   8  11   7  11  11   7   6  10  95
1969     9   4   5   9  11  11  11   7   6   7   3   7  90
1970     4   1   8   8   9   9   9   8   9  10   7   1  83
1971     2   7   3   6  12   7   8   2   6   9   8   5  75
1972     2   7   8   8  13  12  14   9  12   7   8   7 107
1973     5   7  14  11  12   6  14   9  14   6   6  10 114
1974     6   3   6  10  13   7   6  10   4   5   5   5  80
1975    10   5   8  11  13  15   6  12   6   2  11   2 101
1976     1   5   6   8   8   5   3   5   7   4   0   4  56
1977     5   2   9   8  14   6   9  10   9  10   7   7  96
1978     4   8   3  12  10   5   8   7   5   5   5   8  80
1979     6   4  10   8  10  11   8   6   5   6   8   1  83
1980     8   6   5   5   7   7   9  16   2   5   1   5  76
1981     1   6   4   7   7   9   6   8   4   7   9   5  73
1982     9   3   8  11  20   8   9   9   8  10   5   4 104
1983     6   5  10   7   9  12   6   4   5   8   9   8  89
1984     2   3  10  13  13  15   9   8  10  14   5  10 112
1985     3   4   7  10  10   7   8  12  12   8   7   6  94
1986     1   4   5  14  11   9  10   9  14   8   5   3  93
1987     1   3  11   6  12   4  12  12   6   4   8   4  83
1988     6   3   4   9   6   6   6   5  11   0   6   4  66
1989     5   8   7   6   7  10   8   9   6   5   1   7  79
1990     5   4  13   9  11  11  15  10   5   6   5   7 101
1991     6   3  10  13  17  11   8  10   8   9  12   4 111
1992     8   6   8  11   8  10  16   9  12   4   9   9 110
1993     6   8   8  12  18  17  22  12  12   4   6   6 131
1994     8   6   3   8   8   9  13  10   9   6   8   4  92
1995     4   5  10  14  16  13   8  12  13  11   6   4 116
1996     8   2   6   6  18  13  11  11   6   4  13   5 103
1997     6   4   8  12  11   8   6   6   8   7   7   8  91
1998     4  12  18  14  10  18   8  15   3  11   6   4 123
1999     5   6   5  14  14  11  12   7   2   4   3   9  92
2000     6   8   8   8  14  12   9   9   5  10   7  15 111
2001    11   7   3  10  15  11   9   9  10   5   4   4  98
2002     6   5  10  16  13   8   9  10   9  15   2   3 106
2003     9   7   8  12  13  11   9   6   8   5   9   8 105
2004     9  10  13   6  17  16  12  10   6  12   9   4 124
2005    12  10   9  14  12  16   6   0   0   0   0   0  79
STDDEV   3   2   3   3   4   3   3   3   4   3   3   3  17
AVG      5   5   7   9  11  10   9   9   8   6   5   5  90
