# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5992] NEWTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5992 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     42      9      5      3    268    147    125    105
 1952     86     44     38     32    405    255    225    197
 1953    147     69     52     37    238    117     93     73
 1954     81     22     15     10    466    288    252    218
 1955    164     92     77     63    554    360    318    279
 1956    129     60     48     37    367    240    212    186
 1957    140     63     50     40    420    257    223    192
 1958     72     24     15     10    394    235    200    168
 1959    116     48     38     30    371    219    190    163
 1960     22      4      2      1    428    268    235    205
 1961    121     52     40     29    270    150    126    105
 1962     89     46     40     35    370    233    204    180
 1963    219    134    119    104    474    310    275    240
 1964    129     69     57     45    393    241    211    181
 1965     13      4      2      0    342    201    172    146
 1966    244    138    114     93    312    178    151    128
 1967    243    153    132    113    417    255    221    191
 1968    328    210    186    163    440    279    245    214
 1969     69     37     30     23    422    261    225    192
 1970     66     18     11      7    433    284    250    218
 1971    111     50     41     33    432    286    254    224
 1972    125     63     53     44    357    214    184    157
 1973    198     88     68     51    356    217    187    160
 1974    182     99     83     69    439    282    247    215
 1975     60     21     14      9    300    178    153    132
 1976    196    108     91     78    478    319    282    247
 1977    250    137    116     98    546    366    328    292
 1978    114     63     53     43    355    215    187    159
 1979     93     41     33     25    253    138    115     95
 1980    123     51     39     28    399    255    226    201
 1981    223    116     95     77    503    328    291    257
 1982    112     39     28     20    312    188    163    138
 1983    144     74     61     50    217    114     98     85
 1984     36      2      0      0    291    149    123     98
 1985    197    100     82     65    532    358    322    288
 1986    237    143    125    110    466    298    263    230
 1987    218    121    104     89    495    319    288    258
 1988    218    122    102     84    397    253    223    195
 1989    173    102     87     74    442    279    244    213
 1990    218    113     96     79    390    240    208    176
 1991    214    119    103     88    427    255    223    195
 1992    214    110     89     72    315    183    158    136
 1993     73     29     22     16    306    169    142    117
 1994    197    107     90     76    393    252    224    198
 1995    214    123    105     88    285    162    137    115
 1996    121     51     40     30    334    205    178    154
 1997    200    104     86     71    318    182    157    133
 1998    121     69     60     52    329    182    153    126
 1999    148     71     57     46    334    192    162    135
 2000    249    143    123    106    361    226    199    175
 2001     30      5      3      2    456    295    261    229
 2002    115     50     37     28    333    205    179    154
 2003    162     96     84     72    398    261    232    206
 2004    198    105     86     68    403    256    224    194
 2005    138     69     57     48    461    295    258    222
     ****************************  ****************************
 MEAN  148.0   76.4   63.3   52.1  385.4  238.1  207.7  179.8
 STDV   69.9   45.7   40.4   35.4   78.0   60.8   56.5   52.1

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    730    504    450    399    786    549    492    435
 1952    641    416    365    317   1010    770    710    650
 1953    632    414    367    325    975    735    676    617
 1954    552    358    316    276    992    754    696    639
 1955    798    554    497    444    871    633    576    521
 1956    755    533    482    434   1033    793    735    677
 1957    670    443    394    348    922    682    623    565
 1958    778    551    500    451    832    592    535    478
 1959    758    527    472    420    986    746    686    626
 1960    666    450    398    349    888    650    591    533
 1961    629    414    368    327    925    685    627    570
 1962    885    643    586    532    931    692    634    577
 1963    689    466    416    370   1013    773    713    655
 1964    842    600    545    492    917    679    621    564
 1965    816    589    536    483    909    669    609    549
 1966    597    400    360    323    896    657    599    542
 1967    578    387    345    307    913    673    614    557
 1968    602    396    355    317    959    719    660    603
 1969    703    488    439    392    815    584    529    477
 1970    799    569    517    467    935    695    636    579
 1971    598    397    353    312   1045    805    745    685
 1972    669    463    417    373    824    593    539    487
 1973    569    372    329    290    916    676    616    559
 1974    583    387    343    301    817    579    524    473
 1975    728    522    478    436    876    642    586    534
 1976    624    422    377    336    895    655    596    541
 1977    870    633    577    523    983    744    685    626
 1978    656    441    393    346    903    664    606    549
 1979    635    432    386    344    892    654    596    540
 1980    717    496    444    400    880    640    583    530
 1981    621    411    366    324    918    678    618    558
 1982    747    508    451    396    760    524    469    418
 1983    529    331    288    249    900    664    607    553
 1984    578    374    331    290    960    720    660    600
 1985    747    508    453    405    821    588    532    479
 1986    729    493    442    393   1007    767    707    648
 1987    872    628    573    522   1017    777    718    659
 1988    847    604    547    494   1015    775    715    657
 1989    687    473    424    379    891    651    594    538
 1990    593    377    331    285    950    712    654    596
 1991    827    595    540    488   1037    797    737    677
 1992    702    485    438    393    923    685    626    567
 1993    693    458    404    353    881    644    586    530
 1994    728    503    453    408    960    720    660    600
 1995    595    363    318    275    933    693    633    574
 1996    572    353    307    263    917    678    619    561
 1997    535    339    299    262    981    741    681    621
 1998    781    536    477    422    821    588    534    480
 1999    650    417    366    321    879    639    582    527
 2000    725    497    445    396    866    626    567    511
 2001    661    426    373    325    825    590    532    480
 2002    548    362    324    289    962    722    662    602
 2003    569    353    313    277    831    591    531    474
 2004    675    459    409    362    817    580    524    470
 2005    577    371    327    287    981    741    681    621
     ****************************  ****************************
 MEAN  682.9  463.5  414.6  368.9  916.2  677.7  619.4  562.5
 STDV   96.0   83.8   79.4   75.0   69.7   68.3   67.1   65.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1024    776    714    652    974    726    664    602
 1952   1057    809    747    686    942    694    632    571
 1953   1054    806    744    682   1024    776    714    652
 1954   1139    891    829    767   1023    775    713    651
 1955   1192    944    882    820   1122    874    812    750
 1956   1056    808    746    684   1049    801    741    682
 1957   1159    911    849    787   1049    801    739    678
 1958   1000    752    690    628   1032    784    723    663
 1959   1050    802    740    679   1123    875    813    751
 1960   1047    799    737    675   1057    809    747    685
 1961   1056    808    746    684   1055    807    745    683
 1962   1024    776    714    654   1043    795    733    672
 1963   1097    849    787    725    990    742    680    618
 1964   1098    850    788    726    937    689    630    573
 1965   1052    804    742    680    973    726    665    605
 1966   1115    867    805    743    948    701    640    580
 1967    987    739    679    621    938    692    633    576
 1968   1049    801    739    677   1012    764    702    640
 1969   1080    832    770    708   1044    796    734    672
 1970   1048    800    738    677   1020    772    710    648
 1971    978    731    671    612    989    741    680    620
 1972    954    710    652    594    928    685    626    570
 1973    976    728    666    605   1045    797    735    673
 1974   1077    829    767    705    887    641    584    529
 1975   1011    763    704    645   1012    764    702    640
 1976   1033    785    723    662    887    645    586    530
 1977   1100    852    790    728    900    653    592    532
 1978   1032    784    722    660    959    711    650    590
 1979   1005    757    695    633    946    698    638    578
 1980   1091    843    781    719   1064    816    754    692
 1981    999    751    690    629    890    642    583    526
 1982   1037    789    727    665    952    704    643    583
 1983   1110    862    800    738   1161    913    851    789
 1984   1015    767    705    643   1041    793    732    671
 1985   1055    807    745    683    963    715    653    591
 1986   1136    888    826    764    923    677    616    557
 1987   1119    871    809    747    988    740    678    616
 1988   1122    874    812    750   1114    866    806    746
 1989   1102    854    792    730   1041    793    731    670
 1990   1037    789    727    665   1045    797    735    673
 1991   1079    831    769    707   1032    784    722    660
 1992    956    708    646    584    892    644    582    524
 1993   1054    806    744    682   1049    801    739    677
 1994   1017    769    707    645    965    717    655    594
 1995   1085    837    775    713   1151    903    841    779
 1996   1031    783    721    659   1027    779    717    655
 1997   1074    826    764    702    972    724    662    600
 1998   1061    813    751    689   1039    791    729    667
 1999   1122    874    812    750    945    697    635    573
 2000   1002    754    692    630   1025    777    715    653
 2001   1071    823    761    699    988    740    678    617
 2002   1091    843    781    719    944    696    634    573
 2003   1014    766    704    642   1033    785    723    661
 2004    951    703    641    579    830    584    528    474
 2005   1036    788    726    664      0      0      0      0
     ****************************  ****************************
 MEAN 1054.9  806.9  745.2  683.6  981.5  738.4  678.3  618.8
 STDV   52.2   52.0   51.7   51.3  151.6  122.6  115.4  108.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    641    427    377    330    455    284    249    217
 1952    775    550    499    451    380    247    218    191
 1953    773    555    509    464    634    435    393    352
 1954    855    623    568    513    481    302    266    230
 1955    843    617    564    512    496    326    287    250
 1956    774    551    500    453    663    450    403    358
 1957    689    465    415    367    406    230    193    160
 1958    793    559    505    453    553    371    331    291
 1959    764    539    487    437    351    191    159    128
 1960    788    560    508    460    471    294    260    228
 1961    708    493    443    394    546    358    315    275
 1962    698    486    439    393    550    356    311    270
 1963    821    592    536    485    796    564    510    457
 1964    743    525    475    426    444    284    252    222
 1965    673    453    406    361    516    332    294    256
 1966    706    484    434    391    518    355    318    282
 1967    708    494    447    402    456    294    260    229
 1968    756    521    469    422    533    359    319    281
 1969    784    551    499    449    409    246    213    184
 1970    771    547    495    444    452    270    232    198
 1971    843    617    566    518    649    440    392    347
 1972    727    511    463    418    354    208    181    155
 1973    670    446    396    351    565    377    335    298
 1974    599    408    368    329    472    295    257    221
 1975    603    410    364    323    520    369    334    300
 1976    632    441    402    366    280    159    142    127
 1977    776    538    481    427    396    222    188    157
 1978    819    597    544    494    425    257    223    189
 1979    767    546    497    450    454    280    244    210
 1980    779    558    506    456    337    203    175    149
 1981    676    459    407    362    317    168    142    117
 1982    716    504    453    403    465    277    238    200
 1983    793    569    516    467    431    245    209    179
 1984    714    504    454    406    475    279    236    197
 1985    756    540    490    443    428    241    204    171
 1986    838    605    547    490    432    251    213    177
 1987    776    537    482    432    351    199    167    139
 1988    814    578    525    473    344    197    167    139
 1989    706    488    440    394    509    332    293    258
 1990    842    613    558    506    461    293    256    223
 1991    759    552    502    455    435    270    235    203
 1992    701    486    438    391    461    288    253    221
 1993    602    387    339    295    409    246    213    183
 1994    809    577    524    471    518    321    278    238
 1995    701    488    439    393    444    273    238    207
 1996    717    490    441    396    469    302    266    230
 1997    799    565    510    459    481    320    286    255
 1998    842    610    556    504    438    260    224    191
 1999    645    439    397    358    406    263    232    203
 2000    747    536    489    446    537    341    301    266
 2001    640    428    378    331    379    226    194    165
 2002    771    550    500    454    306    180    156    134
 2003    650    446    397    352    454    294    262    232
 2004    801    569    517    468    401    233    198    166
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  729.0  512.4  462.9  416.1  453.0  284.7  249.4  216.5
 STDV  121.0   92.5   85.7   79.1  111.5   85.1   78.4   71.9
