# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4228] JEFFERSON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4228
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.60  2.83  4.58  5.36  3.92  6.26  4.51  9.94  2.07  2.54  0.51  0.98 44.10
 1952  1.32  0.84  3.57  1.99  3.25  6.25  5.07  4.53  0.45  0.02  0.00  0.35 27.64
 1953  0.57  0.83  2.19  3.11  1.60  4.27  4.69  1.44  0.60  0.26  1.60  0.76 21.92
 1954  0.15  1.73  1.29  2.89  3.06  8.22  1.67 14.69  2.29  5.28  0.11  0.16 41.54
 1955  0.19  0.91  0.95  6.07  2.45  1.57  3.76  2.94  2.36  0.31  0.11  0.35 21.97
 1956  0.37  0.09  0.57  1.46  5.24  3.08  3.32  4.08  1.28  1.67  2.66  0.11 23.93
 1957  0.17  0.21  0.97  1.57  3.60 10.24  2.31  2.96  3.15  2.35  1.92  0.73 30.18
 1958  0.63  0.40  0.43  1.44  0.98  5.02  9.39  1.64  2.08  0.54  1.03  0.03 23.61
 1959  0.67  0.99  3.93  3.23 10.12  2.89  1.17  2.26  3.83  0.89  2.15  1.49 33.62
 1960  2.13  1.30  1.61  3.55  6.60  2.59  2.50  4.51  2.37  1.32  0.31  0.72 29.51
 1961  0.14  1.32  5.20  2.49  3.07  3.66  5.38  4.13  5.93  3.33  1.89  1.91 38.45
 1962  0.43  2.56  1.80  1.97  4.09  4.88  3.57  2.24  1.44  1.52  0.02  0.13 24.65
 1963  1.14  0.72  0.00  4.72  3.55  1.64  3.38  6.61  2.14  1.78  1.41  0.51 27.60
 1964  0.41  0.30  1.16  7.53  6.42  4.53  5.97  3.73  3.01  0.43  1.47  0.99 35.95
 1965  0.90  2.04  3.95  0.00  3.16  4.18  1.43  2.63 11.20  0.00  1.04  1.30 31.83
 1966  1.09  0.38  2.66  0.94  1.20  2.49  0.00  0.00  0.00  0.00  0.00  0.00  8.76
 1967  0.96  0.16  1.43  2.64  2.07 11.95  2.32  1.23  2.90  1.63  0.12  0.42 27.83
 1968  0.65  0.34  0.70  4.98  2.19  5.08  1.33  5.74  4.90  5.22  1.21  1.90 34.24
 1969  1.62  1.66  1.36  3.32  3.38  4.97  7.31  2.34  2.50  3.35  0.06  1.93 33.80
 1970  0.21  0.05  2.48  1.35  5.43  2.78  1.94  4.27  2.76  4.28  1.96  0.61 28.12
 1971  1.90  3.27  1.01  0.76  4.59  3.73  2.49  0.57  1.02  4.83  4.13  1.18 29.48
 1972  0.56  1.28  0.99  3.55  5.45  4.70  4.73  3.85  4.29  3.35  2.74  1.43 36.92
 1973  2.13  1.45  3.66  4.57  5.81  5.75  8.38  3.49  8.12  1.66  2.25  2.44 49.71
 1974  1.03  0.50  1.06  3.14  9.21  3.13  0.48  4.52  2.07  3.88  1.37  1.16 31.55
 1975  2.15  0.74  1.79  4.95  3.32  4.67  0.26  5.63  2.05  0.22  3.97  0.39 30.14
 1976  0.10  1.28  3.87  5.08  3.54  3.34  0.90  1.56  0.46  0.87  0.00  0.45 21.45
 1977  0.40  0.33  3.99  2.09  1.83  1.18  2.26  9.75  3.36  4.42  1.08  0.87 31.56
 1978  0.76  1.26  0.91  4.79  2.71  2.74  6.10  3.64  6.99  0.87  1.52  1.24 33.53
 1979  1.77  0.36  4.46  3.03  3.23  5.64  4.56  3.73  1.12  3.35  2.07  0.34 33.66
