# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3632] HARLAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   6  12  14   9   9   8  11   8   6   2   4  92
1952     5   5  10  10   7  10   9  14   3   0   3   4  80
1953     6   7   8  10  10   9   7   5   2   5   2   5  76
1954     3   5   8   9   8  11   7  15   7   8   3   1  85
1955     6   5   5   7   9  14   5   5   9   5   3   4  77
1956     8   5   2   7  11   8  15  11   4   7   7   4  89
1957     7   4   7   7  12  11   7   9  10   9  11   5  99
1958     7   4   5  11   7   9  16  11   8   1   3   3  85
1959     8   8  11   8  17   7   4   9  12  11   6  11 112
1960     8   9  14   8  10  11   6  10   6   4   2   4  92
1961     4   7  11  11  11  10  12   8  15   5   6  10 110
1962     4  11   9   8  13  11  12   8   8   6   5   6 101
1963    11   7   8   8   6   8   8  10   9   5   2   3  85
1964     3   6   9  14  11  13  10  11   9   2   6   7 101
1965     5   8  10  11  11  12  13  10  18   3   4   5 110
1966     6   4   6   9  10  14   6   7   8   4   3   4  81
1967     8   4   6   8   7  15   3   6   5   8   3   7  80
1968     7   3   4   9  12   9   7  13  10   7   6   9  96
1969    12   8   6  10  12   9  11   6   4  13   3   9 103
1970     3   1   9   7  10   6   9   7  13   8   7   6  86
1971     3   8   8   7  11  11   9   8   6  11   8   8  98
1972     3   9  10  11  16   9  10  10  11  10  10   8 117
1973     5   4  16  11  15   7  12   8  13   5   8   7 111
1974     6   3   8   9  17   9   5  14   8   7   7   5  98
1975    11   5  10  11  10  11   5  13   7   2  12   4 101
1976     2   5   9  14   5   8   8   6   6   6   0   5  74
1977     7   7  11  10  11   7   8  15  10  11   7   9 113
1978     4   7   5  14  12   5  10   5   9   5   8   8  92
1979     6   0  11   9   7   9   8   8   4   5   8   3  78
1980     4   8   5   5   9  10  10  12   2   3   3   5  76
1981     2   5   5   8   7   9  10  12   7   9   8   7  89
1982     9   6  11  10  20   8   5  11  11   8   6   9 114
1983     8   5  11   7  13  11   6   6   8  10  11  11 107
1984     4   6  11  17  17  15   7   3   9  16   5   9 119
1985     4   5   8  12  11  12   9  10  15  10  10   5 111
1986     0   7   6  15  12  12   8  10  18  11   8   5 112
1987     2   2  11   6  14   5  11  14   9   6   8   7  95
1988     5   3   3   7   9   4   5   5  10   1   9   4  65
1989     5   6   4   5   8  12   8   6   6   6   2  10  78
1990     4   3  11   6  11  11  10   7   5   7   6   7  88
1991     7   2  10  13  11   9  10   8   7   7  13   4 101
1992     9   6  10  12   8   4  14   6  11   4   9   8 101
1993    10  11   9  13  15  14  18  13   6   5   6   5 125
1994     8   7   3  10   8  12  10  10   8   9   8   9 102
1995     3   7  10  13  16  10   7   7   9  11   4   4 101
1996     7   1   5   5  18  12   8   8   7   4  11   8  94
1997     7   6   5  13   9   7   6   5   8   6   9   9  90
1998     6   9  12  15  10  18   7  11   3  10   4   3 108
1999     6   8   4  12  12  10  10   5   4   4   4   6  85
2000     4   7   7   8  14  14  10   7   7   9   5  13 105
2001    13   9   5  11  18   9   8   9  10   6   4   4 106
2002     8   6  10  14  12   6   8  10  11  15   7   4 111
2003    10   8  15  13  17  12  10   6   5   8   8   8 120
2004     9  11  17   4  18  17  18   8   6  10   8   5 131
2005    12  10   9  13  13  16   8   0   0   0   0   0  81
STDDEV   3   3   3   3   4   3   3   3   4   3   3   3  15
AVG      6   6   8  10  12  10   9   9   8   7   6   6  97
