# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   5   7   9   8  11   7  10   8   4   5   6  83
1952     2   3   6   7   7  11   4  14   2   0   1   3  60
1953     4   6  10  11   8   9   8   4   3   3   3   4  73
1954     0   4   4   8   9  10   2  16   3   7   1   3  67
1955     5   5   3   5   7   6   3   4   6   4   2   1  51
1956     4   4   2   3   9   7  10  10   3   2   4   2  60
1957     6   3   4  14  10   9   4   9   8   7   5   4  83
1958     6   4   6  10  11   9  15   7  11   2   5   2  88
1959     5   5   8   8  16   6   8   9  10  11   4   5  95
1960     9   5   9   9   8  12   4   9   6   4   4   2  81
1961     2   7  13   8   7  10  10   7  13   5   8   9  99
1962     6   7   9   9  12   7   9   9   6   8   4   7  93
1963     6   4   9   9   9   4   4  10   7   6   3   3  74
1964     4   4   6  12  11  12  10  10   9   2   6   4  90
1965     7   6   8  10  13  14   8   6  13   3   3   3  94
1966     2   1   4   4  10   8   6   8   6   3   2   2  56
1967     4   2   6   6   6  13   4   4   6   8   3   8  70
1968     1   1   3  10   8   7   5   9   8   8   5   8  73
1969     8   4   3   7   7   8  11   5   9  13   1   4  80
1970     3   2   7   8  12   7   8   5  17   7   9   4  89
1971     2   3   6   6  10   9   5   5   4   7  11   6  74
1972     2   2   4   6   9   5  12   7   8   9   7   4  75
1973     6   6  17  12  13   7  11   6  14   4   4  10 110
1974     7   3   6   8  10   5   4   7   3   9   7   6  75
1975     5   4   4  12  11  10   3   8   7   1  10   3  78
1976     2   6   7  11   7   6   5   6   7   7   1   3  68
1977     6   4  10   9  10   6   6  12  11  12   1   1  88
1978     1   0   2  11   8   0  12   9   7   4   8   3  65
1979     0   1   7   9   8  12   9   4   3   5   7   4  69
1980     7   7   9   7   7   7   5   8   3   5   3   5  73
1981     1   4   6   9   8  11   9  10   3   7   7   3  78
1982     7   6   7   5  15   8   8   9   7   5   8   3  88
1983     5   4   7  11  15  13   2   4   4   6  15   7  93
1984     3   4  11  11  11  16   7   1   8  10   3   5  90
1985     3   7   7   7   7   6   7   9  10   9  10   3  85
1986     0   0   6   9  12   5  11  10  12   9   5   4  83
1987     2   3  10   0  12  11  12  11   5   4   7   6  83
1988     1   2   4   5   6   3   4   5   6   3   7   3  49
1989     5   7   5   3   5   9   7  10   7   8   0   8  74
1990     6   4  13  10  13  14  12   7   5   7   5   6 102
1991     4   1  11  12  12   5   8   8   5   6  11   6  89
1992     7   7  11   8   6   9  18   5  15   2  12   8 108
1993     9  10   7   8  14  12  20  11  11   5   5   4 116
1994     5   7   2   9   7  10   8   8   5   8   8   5  82
1995     6   5   6  13  14   9   6   5   9   6   7   7  93
1996    10   2   6   7  13   9   8  10  11   6   9   2  93
1997     7   8   4  12  10   9   9   7   4   8   8   7  93
1998     5   9  12  12  11  17  13   8   6   8   9   2 112
1999     4   9   5  13  11   9   7   7   5   3   2   4  79
2000     5   8   5  10   7   9  11   8   7   9   5  12  96
2001     5  10   7   9  20  11  11   4   7  11   3   4 102
2002     7   7   9  12  10   5   9   9   6  13   5   3  95
2003     4   9   7  10  13  12   5   5   8   3   8   9  93
2004     6   6  14   4  17  13  16   7   5   6  10   2 106
2005     6   7   6  10  10  13   5   0   0   0   0   0  57
STDDEV   2   3   3   3   3   3   4   3   3   3   3   2  15
AVG      5   5   7   9  10   9   8   8   7   6   6   5  83
