# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2864] FAYETTE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia2864
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      3     40     50    175    112      4      9      0      0
 1952      0      0      0      4     18    206    269    117     57      0      0      0
 1953      0      0      0      0     41    177    214    164     43     23      0      0
 1954      0      0      0      3     11    223    241    129     60      7      0      0
 1955      0      0      0      2     38     59    381    291     79      2      0      0
 1956      0      0      0      1     50    215    129    186     18      7      0      0
 1957      0      0      0      4     11     98    290    165     19      0      0      0
 1958      0      0      0      2     12     44    101    177     42      8      0      0
 1959      0      0      0      0     54    158    182    287     92      0      0      0
 1960      0      0      0     15      7     60    160    204    109      1      0      0
 1961      0      0      0      0     20    126    142    188     85      0      0      0
 1962      0      0      0      7     91    114    118    148     26     19      0      0
 1963      0      0      0      1     24    208    227    143     55     34      0      0
 1964      0      0      0      0     67    165    336    164     62      0      0      0
 1965      0      0      0      0     49     86    182    160     18      4      0      0
 1966      0      0      0      0     18    145    294    115     29      4      0      0
 1967      0      0      1      3     34    124    179     91     15     10      0      0
 1968      0      0      0      0      5    158    218    199     27     25      0      0
 1969      0      0      0      0     47     48    254    209     48     10      0      0
 1970      0      0      0     20     68    145    244    155     63      6      0      0
 1971      0      0      0      1      7    231    118    115    114     24      0      0
 1972      0      0      0      0     60    117    180    218     50      0      0      0
 1973      0      0      0      0      5    154    237    210     50     13      0      0
 1974      0      0      0     10     22     67    292    113     14      0      0      0
 1975      0      0      0      0     66    156    279    258     34     26      0      0
 1976      0      0      0      5      8    134    269    140     44      8      0      0
 1977      0      0      0     20    115    150    312    117     45      0      0      0
 1978      0      0      0      0     67    142    209    192    146      1      0      0
 1979      0      0      0      0     49    127    191    181     71      9      0      0
 1980      0      0      0     18     47    120    282    232     80      0      0      0
 1981      0      0      0      4      8     93    231    153     33      0      0      0
 1982      0      0      0      0     42     38    235    163     55      5      0      0
 1983      0      0      0      0      1    165    328    335     87     12      0      0
 1984      0      0      0      1     13    146    173    255    100      0      0      0
 1985      0      0      0     31     44    102    209    103    144      0      0      0
 1986      0      0      0     17     21    155    298     85     63      0      0      0
 1987      0      0      0     14     97    214    341    192     41      0      0      0
 1988      0      0      0      0     61    237    310    358     79      1      0      0
 1989      0      0      0      0     38    108    289    183     34      6      0      0
 1990      0      0      0     27      6    153    214    195    125     12      0      0
 1991      0      0      2      7     89    174    181    129     58      0      0      0
 1992      0      0      0      0     23     46     64     47     24      0      0      0
 1993      0      0      0      0      8     65    120    147      5      5      0      0
 1994      0      0      0      9     15    138    111     81     61      0      0      0
 1995      0      0      0      0      0    151    200    296     19      3      0      0
 1996      0      0      0      0     24    103     91     82     34      0      0      0
 1997      0      0      0      0      0    104    173     72     20     25      0      0
 1998      0      0      1      0     52    104    156    151     59      0      0      0
 1999      0      0      0      0     16    125    290     78     34      0      0      0
 2000      0      0      0      0     33     70    155    136     80      7      0      0
 2001      0      0      0      2     24    108    207    168     19      0      0      0
 2002      0      0      0     16     17    158    279    119     64     10      0      0
 2003      0      0      0      9      5     61    162    197     45      2      0      0
 2004      0      0      0      4     16     75    131     79     52      0      0      0
 2005      0      0      0      3      7    213    242      0      0      0      0      0
 MEAN      0      0      0      5     33    129    216    166     54      6      0      0
