# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7161] ROCKWELL-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     4   9  11  15   8  13  11  11   7   6   5   8 108
1952     7   4  10   6  11  15   8  11   4   0   4   3  83
1953     6   6  10  10  10   8   6   4   3   4   3   4  74
1954     5   4   9   9   9  10  11  12   9  12   1   5  96
1955     5   5   6   7   9   8   6   4   6   3   3   5  67
1956     6   5   5   8  10   9   9  14   3   4   6   4  83
1957     4   2   8   4  11  11   8  10   9   9   6   5  87
1958     5   2   5  10   5  15  14   4   5   2   3   3  73
1959     5   6   7   7  11   4   6   9  11   9   8   3  86
1960     5   7   9   6  10   9   8  10  10   1   1   4  80
1961     4   6   8  12   9  11  13  10  11   7   4   7 102
1962     4  11  11  12  11  12  10   9   5   8   3   2  98
1963     6   6   9  10   7   6   9   5   9   3   3   6  79
1964     4   3  10  12  11  10  11   9   8   2   4   6  90
1965     2   7  11  15  11   8   8   9  18   2   3   2  96
1966     6   6   3  10   8  12   8   3   3   3   2   5  69
1967     6   2   5   8   8  16   6   7   6   8   4   4  80
1968     5   2   6  11   9  12   8   8  11   6   5   7  90
1969     7   5   4   8   9  11  11   4   9   9   3   7  87
1970     5   2   7   6   9   7   9   9  10   9   7   3  83
1971     2   8   2   3   9   4   9   2   7   9   8   4  67
1972     3   7   5  11  15   9  11   8  11   8   6   4  98
1973     5   6  10  12  11   8  12   7  13   6   7   6 103
1974     6   2   5   8  11   7   5  10   5   8   4   3  74
1975    10   4   6  10  10  13   5   8   4   2  10   2  84
1976     1   3   7   7   8  10   3   2   3   6   0   2  52
1977     6   4  10  11  13   7   7  14  11  11  10   5 109
1978     4   6   5  18  12  10  12   9   6   7   6   9 104
1979     7   5  12   8   7   9   8  11   5   5   6   2  85
1980     9   5   5   4  10   9  12  15   4   3   2   2  80
1981     1   3   5   9   7   8   8  12   5   9   6   5  78
1982    10   5   7   9  20  11  10   9   7  11   7   8 114
1983     4   7   8   8  15  10  12   6   7   8  13   9 107
1984     5   4   9  15  14  14   7   7   8  17   6  10 116
1985     5   4   5   8  13   9   7   7  15   9   7   7  96
1986     1   3   5  15  13  13   6   7  14   9   6   4  96
1987     2   1   9   6  10   7  12  11   9   6   7   6  86
1988     4   4   3   8   8   5  10   5   9   2   7   3  68
1989     4   6   7   6   9   7   4   6   5   4   1   6  65
1990     4   3  11   8   8  11  11   7   4   4   3   7  81
1991     4   1  10  13  15   8   9   5   8   8  11   3  95
1992     7   3   8   7   6   6  17   5  10   4   7   6  86
1993     8   8   9  12  21  15  14  14   9   6   5   7 128
1994     9   4   3   9   7  13  13  10  10   8   7   6  99
1995     2   4  13  11  12  10  10  11  10   8   5   4 100
1996     5   1   6   6  14  12   6   8   6   7  12   4  87
1997     7   4   6  12   8   9   7   5   8   6   4   6  82
1998     5  10  13  10  11  15   8  12   5  13   5   3 110
1999     6   5   4  16  15  10  14   5   4   5   3   7  94
2000     6   7   7   6  15  12   9  10   6  11   8  14 111
2001     7   5   4  11  16  11  11   9   9   7   6   4 100
2002     6   6   6  13   9   7   8   9  10  11   2   2  89
2003     8   4   8  11  14  11   9   6   5   3   8   6  93
2004     7   7  11   6  12  14   9  11   6   9  10   5 107
2005    10  10   7  10  14  19   8   0   0   0   0   0  78
STDDEV   2   2   3   3   3   3   3   3   3   3   3   2  15
AVG      5   5   7  10  11  10   9   8   8   6   5   5  90
