# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia5230
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0     7     1     0     8        0     0    13     5     0    18
 1952     2    11     9     5     9    36        4    36    29     9    23   101
 1953     2    11     5     9     2    29        9    53    24    47    14   147
 1954     0     6    11     2     0    19        0    24    51     3     0    78
 1955     2     3    20    23     8    56        4    12   137   169    49   371
 1956     1    16     2     6     1    26        1    84     7    29     2   123
 1957     0     2    17     7     1    27        0     3    92    25     1   121
 1958     0     3     1    15     1    20        0     8     4    62     2    76
 1959     2     8     6    12     3    31        3    23    15    51     8   100
 1960     0     1     9     5     7    22        0     1    29    19    36    85
 1961     1     8     2     9     3    23        4    40     4    29     7    84
 1962     5     3     3     3     1    15       11     8     5     3     3    30
 1963     1    12     6     3     2    24        1    50    25     6     8    90
 1964     5    10    18     6     2    41       19    51   111    42     5   228
 1965     0     2     7     8     0    17        0     3    38    50     0    91
 1966     1     5    13     5     1    25        4    15    60    16     1    96
 1967     3     1     7     3     0    14       14     2    17     5     0    38
 1968     0     8     4     9     0    21        0    35    12    55     0   102
 1969     2     1     9    10     0    22       10     5    30    32     0    77
 1970     4     8    13     7     2    34       12    38    55    24     8   137
 1971     0    15     4     6     4    29        0    63     9    25    20   117
 1972     6     5     6    11     1    29       15    14    22    75     1   127
 1973     1     9    13    12     0    35        5    39    45    38     0   127
 1974     0     9    20     3     2    34        0    23   129     6     2   160
 1975     4     6    20     7     2    39       20    16   103    19     7   165
 1976     0     9    17    11     6    43        0    22    97    40    21   180
 1977    10    13    16     4     1    44       20    66   125     8     1   220
 1978     3     6    10     9    11    39       15    28    39    33    65   180
 1979     4    11     7     8     2    32       10    27    18    34     4    93
 1980     5     9    20     7     6    47       14    44   113    27    18   216
 1981     0     8    11     2     3    24        0    25    45     3     7    80
 1982     0     0    11     7     0    18        0     0    52    35     0    87
 1983     0     8    22    22     6    58        0    38   132   120    25   315
 1984     0     7     7    16     7    37        0    19    22    83    39   163
 1985     4     6    12     7     8    37        7    53    47    33    24   164
 1986     2     8    14     3     1    28        4    46    68     9     2   129
 1987     5    15    19     6     0    45       15    88    85    32     0   220
 1988     5    21    16    16     3    61       16   141    94   153    13   417
 1989     1     5    11     8     0    25        1    13    70    26     0   110
 1990     0     3     3     3     3    12        0    11    19     8    10    48
 1991     2    10     9     4     0    25        6    53    44     7     0   110
 1992     1     3     0     1     0     5        5     7     0     3     0    15
 1993     0     0     1     3     0     4        0     0     3     6     0     9
 1994     1     5     0     2     2    10        2    13     0     5     9    29
 1995     0     8     8    13     0    29        0    37    54    45     0   136
 1996     2     8     2     1     0    13        4    28     7     3     0    42
 1997     0     4     6     2     0    12        0     9    19     5     0    33
 1998     5     3     5     4     7    24       18    10    16     6    26    76
 1999     0     5    14     1     2    22        0     8    79     3     5    95
 2000     0     2     5     2     6    15        0    11    11     5    21    48
 2001     2     7    10     8     0    27        9    28    32    34     0   103
 2002     1     8    16     1     4    30        5    29    62     2    16   114
 2003     0     1     5    11     2    19        0     3    14    52     7    76
 2004     0     2     1     1     0     4        0     5     2     1     0     8
 2005     0     7    10     0     0    17        0    26    39     0     0    65
 **************************************************************************************
MEANS   1.7   6.6   9.5   6.7   2.4  26.9      5.2  27.9  45.0  30.3   9.3 117.6
