# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    1    0    0    0
 Sep 18    1    0    0    0
 Sep 20    9    1    0    0
 Sep 22   16    5    1    0
 Sep 24   16    5    1    0
 Sep 26   22    5    1    0
 Sep 28   33    9    5    0
 Sep 30   38   11    5    0
 Oct 02   44   16   11    3
 Oct 04   53   18   12    3
 Oct 06   64   33   20    3
 Oct 08   68   37   24    5
 Oct 10   79   38   25   11
 Oct 12   81   48   25   11
 Oct 14   85   50   29   11
 Oct 16   90   57   40   11
 Oct 18   92   66   48   16
 Oct 20   96   72   53   22
 Oct 22   96   75   59   27
 Oct 24   96   81   64   33
 Oct 26   98   85   70   40
 Oct 28  100   87   72   42
 Oct 30  100   94   81   48
 Nov 01  100   96   85   55
 Nov 03  100   98   88   64
 Nov 05  100   98   96   72
 Nov 07  100   98   96   81
 Nov 09  100  100   98   83
 Nov 11  100  100   98   85
 Nov 13  100  100  100   88
 Nov 15  100  100  100   92
 Nov 17  100  100  100   94
 Nov 19  100  100  100   96
 Nov 21  100  100  100   98
 Nov 23  100  100  100   98
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
