# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.86   0.25   71(70)   16(16)    8( 8)    6( 6)    0( 0)    0      101
  2 3/8-->3/14       1.25   0.24   67(66)   22(22)    8( 8)    4( 4)    0( 0)    0      101
  3 3/15-->3/21      1.90   0.27   62(63)   19(19)   15(15)    2( 2)    0( 0)    0       98
  4 3/22-->3/28      1.53   0.24   76(66)   26(23)   11(10)    2( 2)    0( 0)    0      115
  5 3/29-->4/4       2.14   0.30   73(64)   21(18)   13(11)    6( 5)    1( 1)    0      114
  6 4/5-->4/11       1.70   0.29   73(63)   22(19)   14(12)    6( 5)    0( 0)    0      115
  7 4/12-->4/18      1.50   0.31   68(56)   28(23)   21(17)    4( 3)    0( 0)    0      121
  8 4/19-->4/25      2.00   0.33   85(57)   32(22)   21(14)   10( 7)    0( 0)    0      148
  9 4/26-->5/2       2.45   0.36   70(56)   25(20)   21(17)    9( 7)    1( 1)    0      126
 10 5/3-->5/9        2.00   0.35   68(56)   20(17)   25(21)    8( 7)    0( 0)    0      121
 11 5/10-->5/16      3.10   0.37   83(59)   22(16)   24(17)    9( 6)    2( 1)    0      140
 12 5/17-->5/23      2.29   0.35   73(58)   23(18)   21(17)    6( 5)    2( 2)    0      125
 13 5/24-->5/30      2.65   0.39   79(56)   23(16)   27(19)   10( 7)    2( 1)    0      141
 14 5/31-->6/6       5.05   0.38   76(60)   18(14)   22(17)    7( 6)    4( 3)    0      127
 15 6/7-->6/13       2.32   0.43   86(55)   29(19)   19(12)   19(12)    2( 1)    0      155
 16 6/14-->6/20      4.03   0.48   66(52)   29(23)   17(13)    7( 6)    8( 6)    0      127
