# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4101] IOWA-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4101
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.00  0.00  0.00  3.21  6.11  4.78  3.64  4.14  1.99  4.08  2.49  0.78 31.22
 1952  1.52  0.70  3.54  2.58  3.78  5.68  3.03  2.34  0.94  0.00  5.74  2.08 31.93
 1953  0.41  3.09  4.40  2.89  2.18  3.64  3.10  0.68  0.65  0.32  0.41  2.13 23.90
 1954  0.30  0.85  2.13  3.45  3.02  3.07  1.65  6.17  1.97  5.39  0.29  1.50 29.79
 1955  1.50  1.37  0.84  4.63  2.80  2.24  2.12  1.74  2.88  1.34  0.09  0.51 22.06
 1956  0.33  0.76  0.67  2.27  2.23  2.53  7.76  5.57  0.83  0.49  1.34  0.72 25.50
 1957  0.45  0.27  1.94  3.56  3.63  2.32  2.55  2.38  1.80  2.55  2.54  2.13 26.12
 1958  0.67  0.39  0.31  1.73  2.82  3.92  6.57  2.46  4.02  2.77  2.15  0.36 28.17
 1959  0.84  1.42  3.42  5.47  6.78  3.59  4.34  4.26  3.54  5.50  1.93  2.50 43.59
 1960  3.62  1.23  1.65  3.95  4.69  6.06  5.31  1.27  4.08  5.63  2.31  0.34 40.14
 1961  0.18  1.26  4.17  1.59  1.85  2.11  6.85  3.39  8.20  3.73  5.79  1.04 40.16
 1962  1.22  1.63  2.02  1.75  6.18  2.23 11.99  2.12  1.85  3.46  1.02  0.58 36.05
 1963  0.51  0.29  2.22  3.50  3.04  0.05  8.76  2.13  1.57  0.20  2.76  0.42 25.45
 1964  0.27  0.66  1.53  4.21  2.52  5.52  3.56  2.50  2.46  0.03  1.55  0.85 25.66
 1965  2.37  0.63  2.35  8.32  5.38  2.94  2.81  4.78 10.24  1.73  1.60  2.71 45.86
 1966  0.90  0.71  1.78  3.32  5.46  7.20  5.35  0.43  1.06  2.61  1.46  0.83 31.11
 1967  0.63  0.56  2.58  4.52  1.15  7.49  2.80  4.57  4.62  5.57  1.50  0.71 36.70
 1968  0.46  0.48  1.06  3.45  3.31  4.86  2.12  1.32  6.04  2.38  0.98  2.36 28.82
 1969  2.83  0.50  1.07  4.30  4.17  8.48  8.18  3.91  1.85  3.21  0.27  1.51 40.28
 1970  0.49  0.18  3.98  2.70  5.84  6.04  3.96  2.87 10.56  2.18  1.09  1.56 41.45
 1971  1.18  2.48  0.57  1.79  2.12  2.28  6.74  1.23  3.99  3.35  1.94  4.50 32.17
 1972  0.61  0.87  1.89  5.79  4.47  5.58  8.09  7.41  2.72  2.89  1.88  1.93 44.13
 1973  2.18  0.98  4.62  6.28  8.06  5.16  4.90  2.06  6.37  0.83  1.37  2.23 45.04
 1974  2.34  0.73  2.99  5.98  5.34  5.27  5.32 10.02  2.12  2.35  1.84  1.26 45.56
 1975  0.55  2.06  1.99  2.36  1.36  2.70  0.73  5.10  1.94  0.28  2.98  0.40 22.45
 1976  0.31  1.16  4.00  5.24  3.38  3.85  4.57  3.67  0.96  1.69  0.13  0.24 29.20
 1977  0.54  0.68  4.97  3.69  1.65  3.72  1.74 11.33  4.12  5.46  1.11  1.14 40.15
 1978  0.48  0.49  1.20  5.20  4.86  7.25 10.17  3.52  6.19  2.09  3.06  1.93 46.44
 1979  2.16  0.75  3.33  3.15  1.87  3.09  6.00  6.13  0.44  4.33  1.55  0.87 33.67
 1980  1.66  0.91  0.75  2.00  3.45  4.83  1.75  7.50  5.21  1.90  0.43  2.06 32.45
 1981  0.02  2.16  0.18  5.32  1.92  6.72  3.87  4.45  4.14  4.11  3.29  1.04 37.22
