# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia7312   BASE TEMP=32
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    26 116           9    28 271          155
   1952   4    15 106          10     5 279          173
   1953   5    13 133          10    26 299          166
   1954   5     8 128          10    18 291          163
   1955   4     7  97          10    15 288          191
   1956   4    30 121           9    30 274          153
   1957   5     4 124          10    10 283          159
   1958   4    29 119          10     1 274          155
   1959   4    22 112          10     9 282          170
   1960   4    30 121          10    19 293          172
   1961   5     2 122           9    28 271          149
   1962   4    19 109          10    23 296          187
   1963   5    22 142          10    29 302          160
   1964   4     9 100          10     9 283          183
   1965   4    28 118           9    24 267          149
   1966   5    10 130          10    15 288          158
   1967   5     6 126           9    28 271          145
   1968   5     5 126          10     4 278          152
   1969   6     3 154          10    14 287          133
   1970   5     2 122          10    10 283          161
   1971   4    14 104          10    28 301          197
   1972   4    25 116           9    30 274          158
   1973   4    28 118          10    29 302          184
   1974   4    24 114           9     3 246          132
   1975   4    20 110           9    25 268          158
   1976   5     8 129          10     6 280          151
   1977   4    26 116          10     3 276          160
   1978   5     6 126          10     8 281          155
   1979   5    12 132          10     5 278          146
   1980   5     8 129           9    26 270          141
   1981   5    11 131          10     1 274          143
   1982   4    26 116          10    19 292          176
   1983   5    14 134           9    20 263          129
   1984   4    30 121           9    26 270          149
   1985   4    10 100          10     1 274          174
   1986   4    22 112          10     6 279          167
   1987   4     7  97          10     3 276          179
   1988   4    20 111          10     4 278          167
   1989   5     8 128           9    23 266          138
   1990   5     3 123          10    10 283          160
   1991   4    25 115           9    19 262          147
   1992   5     7 128           9    29 273          145
   1993   4    20 110          10     9 282          172
   1994   5     1 121          10    12 285          164
   1995   5     3 123           9    22 265          142
   1996   5     1 122          10     3 277          155
   1997   5    13 133          10    20 293          160
   1998   4    17 107          10    22 295          188
   1999   4    19 109           9    21 264          155
   2000   4    22 113          10     6 280          167
   2001   4    25 115          10     6 279          164
   2002   5     3 123          10     7 280          157
   2003   4    10 100          10     1 274          174
   2004   5    15 136          10     2 276          140
             MEAN=119              MEAN=279     MEAN=160
