# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6719] POCAHONTAS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia6719
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  50 -22  55 -20  55 -20  85  11  91  27  91  39 100  48 101  48  95  40  89  28  79  17  61  -4
  2  52 -22  53 -27  63  -7  83  13  92  25  92  39  94  50  97  47  95  42  92  18  73   7  68  -7
  3  49 -17  54 -27  69  -3  86   2  87  26  95  37  96  46 100  47  95  33  92  23  70   6  62  -7
  4  49 -18  51 -21  67 -12  80   8  91  28  93  39 101  45  97  44  94  37  94  23  75  -2  60  -5
  5  53 -23  57 -24  69 -17  75   8  89  29 100  42  98  45  98  46  93  37  93  25  74  -2  63  -6
  6  45 -18  52 -21  71  -8  86  12  88  29 101  41 101  49  98  48  97  35  92  24  73   5  63 -15
  7  45 -19  53 -17  74  -8  89  12  87  28  96  45  96  42  96  48  97  39  91  20  77  -3  47 -18
  8  57 -17  64 -18  77  -9  85  12  91  29  96  40  95  48  96  51  98  33  87  23  75  -3  60 -18
  9  59 -22  60 -25  68 -10  84  11  90  27 105  42  96  48  96  47  97  38  83  20  80   2  57 -18
 10  50 -24  63 -23  71  -7  84  13  91  31  95  44 100  47  96  47  92  38  84  20  72  10  55 -15
 11  51 -23  60 -22  68  -6  85  20  92  28  98  42 101  49  98  43  93  35  86  20  72 -13  59 -15
 12  53 -25  56 -23  66 -10  85  15  89  28  97  45  99  45  94  48  92  37  88  20  70  -8  60 -16
 13  54 -23  62 -14  72 -10  85  18  88  26  97  40 100  50 100  42  92  33  90  22  68  -4  51 -21
 14  56 -28  60 -12  68 -15  87  20  94  30 100  40 101  50  95  46  93  35  91  25  76 -10  51 -19
 15  52 -24  59 -16  71 -13  90  19  94  31 100  42  97  53  98  44  92  34  88  24  71   4  56 -15
 16  56 -23  52 -22  76  -4  94  21  95  33  98  43  98  46 101  48  96  35  82  22  71  -1  58 -14
 17  53 -21  64 -22  73  -2  85  22  92  37  94  43  98  49  99  48  95  33  84  16  76  -6  52 -18
 18  50 -22  65 -14  74   1  88  17  93  36  98  48  97  46 102  44  93  33  80  19  69  -1  58 -25
 19  49 -24  67 -19  67   0  93  18  93  32  99  42  98  53 100  42  90  32  84  14  71   1  58 -29
 20  51 -22  60 -11  73   0  89  23  93  35  96  43  99  49  99  43  97  28  89  14  64   4  54 -29
 21  47 -26  63 -12  71  -6  89  22  96  34 101  40  99  49 100  47  90  29  84  22  67  -3  50 -25
 22  49 -24  56  -9  65   3  93  23  92  28 100  45 100  49  95  48  86  25  80  17  67  -3  52 -25
 23  54 -22  63  -9  78  -1  98  20  92  35  96  47  99  46  98  41  84  26  82  20  64  -1  50 -26
 24  58 -17  63 -21  83  -5  88  21  88  37  95  46  96  51  96  44  86  31  81  17  58  -3  46 -27
 25  65 -14  62 -15  78  -3  87  27 100  36 100  42  95  52  98  44  92  30  81  21  73  -5  47 -25
 26  57 -16  60 -10  77   0  89  29  99  36  98  47 101  47 105  46  94  26  84  21  61  -9  53 -22
 27  68 -17  62 -12  76   5  89  29  94  36  98  45 102  50 103  45  94  28  81  16  65  -4  55 -21
 28  54 -18  58 -23  77   3  91  28  90  34  99  50 103  50 100  41  90  28  82  16  71 -12  52 -17
 29  49 -24  65  -8  83   1  87  23  94  36  98  48 101  46 100  42  85  25  72  16  57  -5  59 -16
 30  52 -19 *** ***  87   3  88  28  94  36  99  49 105  44  95  45  92  28  77  16  67  -8  51 -15
 31  49 -22 *** ***  80  12 *** ***  94  37 *** *** 108  46  95  40 *** ***  79  16 *** ***  54 -20
