# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3980] HUMBOLDT-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3980
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.42  2.60  4.48  4.88  3.82  6.35  4.12  5.64  2.95  2.20  0.47  0.84 38.77
 1952  1.64  0.29  2.92  1.80  3.42  4.25  6.47  3.94  0.20  0.00  1.60  0.83 27.36
 1953  0.54  1.16  2.48  3.41  3.27  5.30  4.53  5.06  0.33  0.27  1.86  1.00 29.21
 1954  0.39  1.71  2.06  5.50  4.86  7.27  2.01  7.53  1.51  3.58  0.18  0.33 36.93
 1955  0.22  0.98  1.32  3.91  1.34  1.62  2.58  1.81  3.17  2.44  0.21  0.64 20.24
 1956  0.54  0.44  1.04  1.02  4.30  4.87  2.38  1.74  1.88  1.36  1.53  0.26 21.36
 1957  0.25  0.38  1.55  1.21  4.97  3.94  5.08  3.71  2.80  1.80  3.04  0.92 29.65
 1958  0.26  0.19  0.48  2.93  2.59  4.26  8.52  1.76  0.97  0.21  0.73  0.22 23.12
 1959  0.22  1.28  2.71  1.91  6.92  3.57  0.16  5.83  4.25  0.93  2.15  1.19 31.12
 1960  1.06  0.67  1.40  1.89  4.53  2.65  2.80  3.64  3.41  0.57  0.58  0.92 24.12
 1961  0.00  2.76  3.38  2.31  2.84  2.69  3.61  3.75  4.98  2.05  1.27  1.60 31.24
 1962  0.35  2.00  1.86  2.58  3.07  3.98  7.32  9.50  1.29  1.28  0.10  0.02 33.35
 1963  0.70  0.87  1.89  2.77  3.51  9.50  7.39  2.51  3.33  0.48  1.24  0.41 34.60
 1964  0.47  0.15  1.35  7.08  4.93  2.49 11.73  4.14  2.70  0.35  1.27  1.19 37.85
 1965  0.96  1.73  3.28  3.70  6.64  2.53  1.92  2.74 13.27  0.69  0.63  0.55 38.64
 1966  0.99  0.19  2.41  1.02  2.87  4.60  2.65  3.42  1.05  1.24  0.00  0.56 21.00
 1967  0.99  0.18  0.92  1.85  3.51 10.83  0.89  2.45  2.24  1.18  0.06  0.91 26.01
 1968  0.98  0.05  0.52  4.45  2.10  5.66  4.50  2.84  5.11  5.12  0.81  2.00 34.14
 1969  1.38  1.18  1.13  2.53  2.84  6.54  4.89  3.62  1.25  3.02  0.13  1.61 30.12
 1970  0.28  0.14  1.71  1.23  3.84  2.77  1.43  2.06  3.78  4.29  1.98  0.89 24.40
 1971  0.60  2.76  1.11  1.02  2.01  4.01  6.40  0.51  1.67  5.13  2.94  1.10 29.26
 1972  0.37  0.31  0.73  3.48  4.15  3.00  6.51  6.79  5.79  3.24  1.76  0.98 37.11
 1973  1.86  1.40  3.90  3.57  5.50  2.28  3.44  3.05  9.71  2.30  0.70  1.89 39.60
 1974  0.24  0.43  0.80  3.40  4.24  5.36  1.79  4.65  1.09  2.00  0.82  0.47 25.29
 1975  2.00  0.69  2.16  5.09  3.87  6.61  0.73  3.22  1.47  0.07  4.21  1.01 31.13
 1976  0.00  0.72  3.36  3.12  4.32  3.51  0.79  1.40  1.63  1.69  0.00  0.45 20.99
 1977  0.26  0.47  3.11  3.73  2.06  1.52  3.01  4.80  6.56  3.22  0.67  1.18 30.59
 1978  0.24  0.63  0.77  2.56  4.22  6.87  5.12  3.28  1.93  1.14  1.06  0.76 28.58
 1979  1.02  0.38  4.58  2.07  3.13  3.51  6.87  5.84  1.36  3.65  2.97  0.20 35.58
 1980  1.72  0.80  0.74  1.53  2.66  3.71  1.09  7.18  2.38  1.42  0.02  0.37 23.62
 1981  0.20  0.70  0.65  2.38  4.55  4.23  5.01  4.64  1.14  2.41  1.23  0.64 27.78
 1982  1.65  0.28  3.85  4.55  7.90  1.34  7.04  3.14  2.51  3.41  2.61  3.50 41.78
 1983  0.74  1.28  3.93  2.42  4.88  6.38  4.43  3.73  4.42  2.95  3.52  0.83 39.51
 1984  0.70  0.73  2.48  6.62  2.92 10.20  4.30  0.97  1.81  5.41  1.51  1.47 39.12
 1985  0.66  0.36  1.73  2.36  1.83  2.20  0.73  7.82  5.17  1.85  1.29  1.02 27.02
 1986  0.12  0.62  1.02  4.31  5.75  7.12  6.37  2.77  7.89  3.49  1.08  0.42 40.96
 1987  0.15  0.29  1.47  2.05  3.00  1.12  6.23  3.65  1.60  0.89  1.50  1.75 23.70
 1988  0.67  0.68  1.20  2.99  1.56  2.77  1.17  6.99  4.08  0.35  2.83  0.65 25.94
 1989  0.90  0.29  1.14  2.68  2.52  2.56  5.98  2.29  3.35  0.47  0.11  0.18 22.47
 1990  0.64  0.51  3.74  1.76  4.86  7.27  4.64  2.01  1.65  0.64  0.60  1.68 30.00
 1991  0.73  0.25  4.15  7.27  9.30  3.61  2.36  5.16  1.92  2.51  4.35  1.38 42.99
 1992  1.26  1.25  2.33  2.06  1.58  3.49  8.53  2.33  4.78  2.33  4.16  1.86 35.96
 1993  1.24  1.88  3.11  4.90  4.51  9.46  5.88  9.61  1.22  1.48  1.33  0.89 45.51
 1994  2.65  0.87  0.05  2.58  1.78  5.84  3.59  4.67  3.76  2.06  1.33  1.57 30.75
 1995  1.22  0.25  3.68  3.76  4.58  4.81  3.65  3.55  3.69  2.14  0.44  0.58 32.35
 1996  1.54  0.12  1.90  0.72  4.88  4.74  3.28  6.88  1.25  1.42  1.87  1.38 29.98
 1997  0.75  1.26  2.21  2.61  2.40  0.00  0.00  0.00  0.00  0.00  0.00  0.00  9.23
 1998  1.02  1.13  2.33  4.97  6.32  7.93  3.36  2.65  0.81  3.18  0.66  0.22 34.58
 1999  1.30  0.87  1.17  8.65  5.60  4.21  3.87  1.68  1.37  1.10  0.89  0.87 31.58
 2000  0.86  1.37  1.12  1.88  3.15  8.19  4.86  3.82  2.40  2.31  2.24  1.77 33.97
 2001  0.88  1.46  0.75  2.69  8.27  2.45  4.91  3.94  2.17  1.61  2.20  1.35 32.68
 2002  0.18  0.72  0.79  2.76  2.88  1.58  2.86 10.27  0.96  3.97  0.25  0.04 27.26
