# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia3290
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     1     2    16    12     1    32        1     4    67    70     2   144
 1952     2    22    23     7     6    60        5   165   153    19    18   360
 1953     6    20    22    17     8    73       29   145   157   122    63   516
 1954     1    18    24    11    12    66        2   120   239    54    51   466
 1955     7     8    31    26    14    86       16    31   301   288   135   771
 1956     7    21    21    23    13    85       56   184   131   137    67   575
 1957     0     5    27    20     1    53        0    19   225   156     2   402
 1958     4     7     7    20     7    45        9    31    26   104    19   189
 1959     2    12    12    22     5    53        9    58    54   120    21   262
 1960     1     5    13    20     9    48        3    19    72    74    54   222
 1961     1     6    18    14     4    43        3    26    92    41    12   174
 1962     7     9    14    14     1    45       21    17    52    53     3   146
 1963     2    15    24    13     3    57        9    81   108    59     9   266
 1964     6     8    25     9     5    53       17    19   146    66    11   259
 1965     4     0     9    13     1    27        9     0    33    58     1   101
 1966     6     7    21     8     0    42       32    37   142    29     0   240
 1967     5     1    13    14     1    34       35     1    65    37     3   141
 1968     2    20    19    15     1    57        9    96    93    72     1   271
 1969     3     7    18    15     2    45        4    45    85    50     2   186
 1970     6    16    24    16     6    68       13    55   143    80    27   318
 1971     0    19     7    14    14    54        0   123    40    50    66   279
 1972     4    15    15    14     7    55        6    91    63   116    32   308
 1973     2    15    16    23     1    57       10    81    66    87     1   245
 1974     2    10    30     9     4    55        2    89   337    47    12   487
 1975     5    11    24    25     4    69       22    33   156   177    33   421
 1976     1    12    24    23    14    74        1    52   148   152    58   411
 1977     4    16    28    10     0    58        5   117   249    44     0   415
 1978     3    16    18    16    14    67        8    83   109    82    62   344
 1979     3    12    14    15     8    52        6    49    51    75    20   201
 1980     5    14    25    23    13    80       15    89   241   147    56   548
 1981     0    18    15     9     4    46        0    83   119    28    14   244
 1982     0     5    26     8     0    39        0     9   126    58     0   193
 1983     2     9    27    27    16    81        8    37   232   288    93   658
 1984     1     8    18    23     7    57        3    21    92   139    46   301
 1985     2     9    15     6    11    43        6    57    87    13    46   209
 1986     1    17    18     2     4    42        3    72    70     3    13   161
 1987     7    16    21     7     1    52       27    99   120    49     1   296
 1988     7    19    16    23    11    76       30   153    69   174    47   473
 1989     4     8    17    12     1    42       39    33   106    37     5   220
 1990     1    11    11    10    16    49        4    53    76    63   110   306
 1991     5    17    15    15     9    61       21    75    96    76    37   305
 1992     4     4     5     4     2    19       14    12    15    12     2    55
 1993     1     9     6    14     1    31        4    29    17    69     5   124
 1994     6    11    10    11     6    44       21    50    22    46    23   162
 1995     0    10    23    23     4    60        0    58   169   130     9   366
 1996     3    12     7     4     2    28       15    55    30     9     3   112
 1997     3    10    19    13     7    52        9    49    96    55    25   234
 1998     5    11    15    14    16    61       22    48    68    71    79   288
 1999     0     9    19    10     6    44        0    36   133    33    26   228
 2000     6     9    13    20    12    60       48    58    47   100   113   366
 2001     5    12    23    19     5    64       31    46   117   120    32   346
 2002     2    20    26    21    11    80        6   114   221    92    59   492
 2003     2     6    19    25     8    60        4    16   117   183    22   342
 2004     5     5     6     7    13    36       21    15    34    23    53   146
 2005     4    13    22     0     0    39       13    61   136     0     0   210
 **************************************************************************************
MEANS   3.2  11.4  18.1  14.7   6.4  53.8     12.8  60.0 113.8  82.5  31.0 300.1
